project_id,add,delete,pathname
51732151,21,1,market/api/api.py
51732151,22,1,market/controllers/borrowers_portfolio_controller.py
51732151,8,4,market/api/api.py
51732151,21,10,market/controllers/banks_portfolio_controller.py
51732151,4,3,test/market/test_api.py
51732151,12,12,test/market/test_gui.py
51732151,0,1,market/controllers/borrowers_portfolio_controller.py
51732151,14,2,market/controllers/borrowers_portfolio_controller.py
51732151,6,3,market/controllers/main_window_controller.py
51732151,41,0,test/market/test_gui.py
51732151,179,0,test/market/test_gui.py
51732151,3,0,market/controllers/banks_portfolio_controller.py
51732151,3,0,market/controllers/investors_portfolio_controller.py
51732151,18,0,market/controllers/main_window_controller.py
51732151,3,0,market/controllers/openmarket_controller.py
51732151,1,1,market/api/api.py
51732151,1,1,test/market/test_transfer.py
51732151,1,1,test/market/test_transfer.py
51732151,1,1,market/api/api.py
51732151,1,0,market/controllers/pending_loan_requests_2_controller.py
51732151,1,1,market/api/api.py
51732151,1,0,test/market/test_community.py
51732151,29,25,market/api/api.py
51732151,5,2,market/community/community.py
51732151,1,1,market/community/payload.py
51732151,1,1,market/api/api.py
51732151,4,2,market/api/api.py
51732151,1,1,market/community/conversion.py
51732151,0,5,market/controllers/main_window_controller.py
51732151,3,3,market.py
51732151,0,0,{marketGUI => market}/market_app.py
51732151,0,0,marketGUI/__init__.py
51732151,1,1,scenarios/apps.py
51732151,2,4,test/market/test_gui.py
51732151,34,9,market/api/api.py
51732151,15,3,market/community/community.py
51732151,83,4,test/market/test_community.py
51732151,1,1,marketGUI/market_app.py
51732151,1,0,market/controllers/main_window_controller.py
51732151,1,0,marketGUI/market_app.py
51732151,0,0,marketGUI/widgets/__init__.py
51732151,0,87,marketGUI/widgets/login.py
51732151,0,208,marketGUI/widgets/profile.py
51732151,0,15,run_gui.py
51732151,34,13,market/controllers/banks_portfolio_controller.py
51732151,32,12,market/controllers/investors_portfolio_controller.py
51732151,12,7,market/controllers/main_window_controller.py
51732151,21,0,market/controllers/openmarket_controller.py
51732151,1,2,market/api/api.py
51732151,5,5,test/market/test_transfer.py
51732151,1,1,tftp_client.py
51732151,3,2,tftp_server.py
51732151,38,0,market/controllers/main_window_controller.py
51732151,0,2,test/market/test_gui.py
51732151,2,1,market/controllers/pending_loan_requests_2_controller.py
51732151,10,0,test/market/test_gui.py
51732151,1,0,test/market/test_database.py
51732151,25,0,test/market/test_models.py
51732151,20,2,test/market/test_database.py
51732151,18,0,test/market/test_models.py
51732151,0,3,market/controllers/main_window_controller.py
51732151,45,0,test/market/test_gui.py
51732151,3,7,market/community/community.py
51732151,0,15,market/models/user.py
51732151,6,0,test/market/test_community.py
51732151,3,3,test/market/test_database.py
51732151,0,7,market/controllers/navigation.py
51732151,4,0,test/market/test_gui.py
51732151,0,10,market/api/api.py
51732151,1,5,market/database/backends.py
51732151,1,1,test/market/test_multichain.py
51732151,10,10,market/database/backends.py
51732151,1,1,market/database/database.py
51732151,6,6,marketGUI/market_app.py
51732151,14,14,scenarios/apps.py
51732151,2,2,test/market/test_api.py
51732151,9,9,test/market/test_community.py
51732151,5,5,test/market/test_database.py
51732151,2,2,test/market/test_models.py
51732151,3,3,test/market/test_multichain.py
51732151,17,0,market/api/api.py
51732151,55,0,test/market/test_api.py
51732151,27,22,market/controllers/banks_portfolio_controller.py
51732151,17,0,market/controllers/borrowers_portfolio_controller.py
51732151,35,30,market/controllers/investors_portfolio_controller.py
51732151,1,4,market/community/community.py
51732151,10,15,market/database/backends.py
51732151,3,3,test/market/test_multichain.py
51732151,0,1,market/controllers/pending_loan_requests_2_controller.py
51732151,54,31,market/controllers/place_loan_request_controller.py
51732151,1,0,market/community/community.py
51732151,1,1,market/community/conversion.py
51732151,1,1,market/api/__init__.py
51732151,15,12,market/api/api.py
51732151,18,0,market/api/messages.py
51732151,5,2,market/community/community.py
51732151,1,1,market/community/conversion.py
51732151,1,1,market/community/payload.py
51732151,42,37,market/community/queue.py
51732151,1,1,scenarios/tasks.py
51732151,93,36,test/market/test_api.py
51732151,37,29,test/market/test_community.py
51732151,19,2,market/database/backends.py
51732151,44,34,market/database/backends.py
51732151,2,6,test/market/test_multichain.py
51732151,38,20,market/controllers/profile_controller.py
51732151,7,5,market/database/backends.py
51732151,1,4,market/database/backends.py
51732151,1,8,market/database/backends.py
51732151,1,1,test/market/test_community.py
51732151,2,2,market/community/community.py
51732151,2,2,market/community/conversion.py
51732151,5,5,market/community/payload.py
51732151,40,26,market/database/backends.py
51732151,35,2,test/market/test_multichain.py
51732151,30,23,market/models/__init__.py
51732151,6,6,test/market/test_models.py
51732151,16,1,test/market/test_gui.py
51732151,16,0,test/market/test_api.py
51732151,1,1,market/models/__init__.py
51732151,21,1,test/market/test_community.py
51732151,41,0,market/api/api.py
51732151,29,29,market/community/community.py
51732151,8,27,market/models/__init__.py
51732151,0,27,market/models/loans.py
51732151,31,1,test/market/test_models.py
51732151,3,3,market/community/community.py
51732151,1,1,market/api/api.py
51732151,3,3,market/controllers/place_loan_request_controller.py
51732151,1,1,market/database/backends.py
51732151,5,4,market/community/community.py
51732151,2,2,market/community/community.py
51732151,8,0,market/database/backends.py
51732151,3,3,market/community/community.py
51732151,4,0,market/community/community.py
51732151,43,1,market/database/backends.py
51732151,2,2,market.py
51732151,4,2,market/api/api.py
51732151,0,1,market/controllers/main_window_controller.py
51732151,7,1,market/controllers/place_loan_request_controller.py
51732151,11,18,test/market/test_transfer.py
51732151,2,1,market/controllers/pending_loan_requests_1_controller.py
51732151,42,3,run_tftp_client.py => tftp_client.py
51732151,0,0,run_tftp_server.py => tftp_server.py
51732151,1,0,test/market/test_transfer.py
51732151,0,2,test/market/test_transfer.py
51732151,3,3,test/market/test_transfer.py
51732151,0,6,run_tftp_client.py
51732151,50,1,test/market/test_transfer.py
51732151,15,10,test/market/test_transfer.py
51732151,8,22,run_tftp_client.py
51732151,2,1,run_tftp_server.py
51732151,55,19,test/market/test_transfer.py
51732151,35,17,run_tftp_server.py
51732151,64,0,test/market/test_transfer.py
51732151,1,5,market/controllers/profile_controller.py
51732151,2,1,market.py
51732151,24,16,market/api/api.py
51732151,3,5,market/controllers/pending_loan_requests_2_controller.py
51732151,5,1,market/controllers/profile_controller.py
51732151,0,1,market/community/community.py
51732151,1,0,market/models/__init__.py
51732151,0,1,market/api/api.py
51732151,0,1,market/api/api.py
51732151,1,1,market/api/api.py
51732151,9,0,market.py
51732151,7,6,run_tftp_server.py
51732151,1,49,market/community/community.py
51732151,0,21,market/community/conversion.py
51732151,0,11,market/community/payload.py
51732151,198,11,test/market/test_community.py
51732151,17,14,run_tftp_client.py
51732151,7,10,run_tftp_server.py
51732151,2,1,market/community/community.py
51732151,3,7,market/api/api.py
51732151,1,2,market/api/api.py
51732151,2,1,market/community/community.py
51732151,0,20,run_tftp_client.py
51732151,1,16,market/api/api.py
51732151,7,1,test/market/test_encoding.py
51732151,9,3,market/api/api.py
51732151,1,2,market/controllers/pending_loan_requests_2_controller.py
51732151,64,24,run_tftp_client.py
51732151,201,0,test/market/test_encoding.py
51732151,0,1,market/community/community.py
51732151,1,1,market/community/community.py
51732151,5,1,market/community/community.py
51732151,25,12,market/api/api.py
51732151,1,1,market/controllers/pending_loan_requests_2_controller.py
51732151,2,2,run_tftp_client.py
51732151,3,1,run_tftp_server.py
51732151,15,11,market/api/api.py
51732151,30,31,market/controllers/pending_loan_requests_2_controller.py
51732151,2,2,market/controllers/profile_controller.py
51732151,55,25,market/controllers/pending_loan_requests_2_controller.py
51732151,0,1,market/controllers/profile_controller.py
51732151,19,2,market/api/api.py
51732151,0,1,market/controllers/main_window_controller.py
51732151,2,2,market/controllers/profile_controller.py
51732151,10,6,market/models/document.py
51732151,1,0,market/models/profiles.py
51732151,8,6,run_tftp_client.py
51732151,0,2,run_tftp_server.py
51732151,2,2,market/controllers/place_loan_request_controller.py
51732151,8,8,market/controllers/place_loan_request_controller.py
51732151,1,5,market.py
51732151,2,2,scenarios/apps.py
51732151,34,13,market.py
51732151,8,3,market/controllers/place_loan_request_controller.py
51732151,32,4,run_tftp_client.py
51732151,23,1,run_tftp_server.py
51732151,8,3,market.py
51732151,0,1,market.py
51732151,10,6,market/api/api.py
51732151,3,0,market/community/community.py
51732151,13,3,test/market/test_community.py
51732151,8,3,market/api/api.py
51732151,1,1,test/market/test_multichain.py
51732151,0,0,market/multichain/__init__.py
51732151,0,242,market/multichain/database.py
51732151,0,3,marketGUI/market_app.py
51732151,12,2,market.py
51732151,1,1,market/api/api.py
51732151,15,1,marketGUI/market_app.py
51732151,13,7,market/community/community.py
51732151,245,2,market/database/backends.py
51732151,64,69,test/market/test_multichain.py
51732151,12,8,market/community/community.py
51732151,8,6,market/multichain/database.py
51732151,49,171,test/market/test_multichain.py
51732151,6,2,market/api/api.py
51732151,12,0,market/community/community.py
51732151,2,0,market/community/queue.py
51732151,28,1,test/market/test_community.py
51732151,0,4,market/controllers/profile_controller.py
51732151,44,3,run_tftp_client.py
51732151,5,5,run_tftp_server.py
51732151,22,17,market/api/api.py
51732151,22,6,scenarios/apps.py
51732151,5,4,scenarios/scenario.py
51732151,15,1,scenarios/tasks.py
51732151,1,5,test/market/test_api.py
51732151,1,0,test/market/test_community.py
51732151,19,26,market/multichain/database.py
51732151,59,115,test/market/test_multichain.py
51732151,4,2,market/api/api.py
51732151,5,3,market/api/api.py
51732151,3,0,market/community/community.py
51732151,3,3,scenarios/apps.py
51732151,7,2,test/market/test_multichain.py
51732151,2,3,test/market/test_multichain.py
51732151,2,2,test/market/test_multichain.py
51732151,11,3,test/market/test_multichain.py
51732151,95,156,test/market/test_multichain.py
51732151,19,10,test/market/test_community.py
51732151,432,328,test/market/test_multichain.py
51732151,0,1,market/community/community.py
51732151,38,37,market.py
51732151,43,27,marketGUI/market_app.py
51732151,34,9,scenarios/apps.py
51732151,2,1,scenarios/tasks.py
51732151,43,2,market/controllers/profile_controller.py
51732151,1,1,run_tftp_client.py
51732151,435,0,qt5reactor.py
51732151,3,0,twisted/plugins/qt5.py
51732151,31,45,market.py
51732151,1,0,market/community/community.py
51732151,36,30,marketGUI/market_app.py
51732151,3,0,market/controllers/main_window_controller.py
51732151,0,1,market/multichain/database.py
51732151,16,4,marketGUI/market_app.py
51732151,0,65,marketGUI/market_window.py
51732151,1,1,marketGUI/market_app.py
51732151,1,1,test/market/test_multichain.py
51732151,3,3,market/multichain/database.py
51732151,5,15,market/multichain/database.py
51732151,6,5,test/market/test_multichain.py
51732151,15,5,market/multichain/database.py
