project_id,add,delete,pathname
31657027,1,1,tests/test_create_fiat_element.py
31657027,1,1,tests/test_create_finat_element.py
31657027,14,4,tsfc/driver.py
31657027,18,3,tsfc/kernel_interface/firedrake.py
31657027,19,3,tsfc/kernel_interface/firedrake_loopy.py
31657027,3,1,tsfc/kernel_interface/ufc.py
31657027,10,10,tsfc/kernel_interface/firedrake_loopy.py
31657027,2,5,tsfc/loopy.py
31657027,2,5,tsfc/coffee.py
31657027,2,5,tsfc/kernel_interface/firedrake.py
31657027,0,3,tsfc/parameters.py
31657027,0,11,tsfc/fiatinterface.py
31657027,1,10,tsfc/fiatinterface.py
31657027,1,10,tsfc/finatinterface.py
31657027,4,0,tests/test_create_fiat_element.py
31657027,4,0,tests/test_create_finat_element.py
31657027,14,3,tests/test_create_fiat_element.py
31657027,14,3,tests/test_create_finat_element.py
31657027,7,3,tsfc/fiatinterface.py
31657027,7,3,tsfc/finatinterface.py
31657027,2,0,tsfc/driver.py
31657027,1,0,tests/test_flexibly_indexed.py
31657027,4,3,tsfc/driver.py
31657027,2,2,tests/test_create_fiat_element.py
31657027,2,2,tests/test_create_finat_element.py
31657027,0,1,tsfc/finatinterface.py
31657027,1,1,tsfc/fiatinterface.py
31657027,1,1,tsfc/finatinterface.py
31657027,4,4,tsfc/finatinterface.py
31657027,6,5,tsfc/fiatinterface.py
31657027,6,5,tsfc/finatinterface.py
31657027,10,0,tsfc/fiatinterface.py
31657027,10,0,tsfc/finatinterface.py
31657027,1,1,tsfc/loopy.py
31657027,7,0,tests/test_idempotency.py
31657027,5,32,tsfc/coffee.py
31657027,30,18,tsfc/driver.py
31657027,12,4,tsfc/kernel_interface/firedrake.py
31657027,387,0,tsfc/kernel_interface/firedrake_loopy.py
31657027,20,3,tsfc/kernel_interface/ufc.py
31657027,372,0,tsfc/loopy.py
31657027,15,7,tests/test_underintegration.py
31657027,2,5,tsfc/kernel_interface/ufc.py
31657027,17,28,tsfc/kernel_interface/firedrake.py
31657027,6,18,tsfc/driver.py
31657027,7,2,tsfc/kernel_interface/common.py
31657027,37,44,tsfc/kernel_interface/firedrake.py
31657027,0,19,tsfc/kernel_interface/ufc.py
31657027,13,3,tsfc/driver.py
31657027,2,2,tsfc/fem.py
31657027,29,5,tsfc/finatinterface.py
31657027,4,0,tsfc/kernel_interface/common.py
31657027,32,5,tsfc/kernel_interface/firedrake.py
31657027,5,1,tsfc/kernel_interface/ufc.py
31657027,11,6,tsfc/kernel_interface/firedrake.py
31657027,6,7,tsfc/driver.py
31657027,9,2,tsfc/kernel_interface/firedrake.py
31657027,33,0,tests/test_tsfc_182.py
31657027,0,34,gem/optimise.py
31657027,38,7,gem/refactorise.py
31657027,1,1,gem/gem.py
31657027,3,2,tsfc/coffee_mode.py
31657027,11,3,tsfc/spectral.py
31657027,1,1,tsfc/finatinterface.py
31657027,1,1,tsfc/fiatinterface.py
31657027,1,0,tsfc/finatinterface.py
31657027,1,0,tsfc/fiatinterface.py
31657027,4,2,tsfc/driver.py
31657027,1,0,tsfc/coffee.py
31657027,3,2,tsfc/fem.py
31657027,2,1,tsfc/fem.py
31657027,1,1,tsfc/fem.py
31657027,67,37,tsfc/coffee.py
31657027,5,2,tsfc/coffee.py
31657027,5,2,tsfc/kernel_interface/firedrake.py
31657027,3,0,tsfc/parameters.py
31657027,4,2,tsfc/coffee.py
31657027,14,8,tsfc/driver.py
31657027,5,0,tsfc/parameters.py
31657027,3,0,tsfc/fem.py
31657027,1,0,tsfc/coffee.py
31657027,1,3,tsfc/driver.py
31657027,1,2,tsfc/fem.py
31657027,2,7,tsfc/parameters.py
31657027,0,4,tsfc/driver.py
31657027,2,0,tsfc/finatinterface.py
31657027,1,0,tsfc/fiatinterface.py
31657027,2,2,gem/optimise.py
31657027,4,0,tsfc/driver.py
31657027,1,1,tsfc/kernel_interface/firedrake.py
31657027,1,0,tsfc/finatinterface.py
31657027,5,2,tsfc/driver.py
31657027,10,2,tsfc/fem.py
31657027,2,0,tsfc/kernel_interface/common.py
31657027,25,27,tsfc/kernel_interface/firedrake.py
31657027,1,1,gem/interpreter.py
31657027,1,1,tsfc/tensor.py
31657027,1,2,gem/interpreter.py
31657027,9,14,gem/interpreter.py
31657027,5,6,tsfc/coffee.py
31657027,3,15,tsfc/fem.py
31657027,2,3,tsfc/driver.py
31657027,1,1,tsfc/kernel_interface/firedrake.py
31657027,1,2,tsfc/kernel_interface/firedrake.py
31657027,0,1,tsfc/fem.py
31657027,9,0,tsfc/kernel_interface/firedrake.py
31657027,44,10,gem/gem.py
31657027,14,5,tests/test_syntax_sugar.py
31657027,23,0,gem/gem.py
31657027,26,0,tests/test_syntax_sugar.py
31657027,2,1,gem/optimise.py
31657027,4,0,tsfc/driver.py
31657027,3,0,tsfc/fem.py
31657027,4,0,tsfc/kernel_interface/__init__.py
31657027,5,0,tsfc/kernel_interface/common.py
31657027,36,3,tsfc/kernel_interface/firedrake.py
31657027,16,0,tsfc/kernel_interface/ufc.py
31657027,88,75,tsfc/fem.py
31657027,17,30,tsfc/fem.py
31657027,4,28,tsfc/finatinterface.py
31657027,8,1,tsfc/finatinterface.py
31657027,10,11,tsfc/fem.py
31657027,7,0,tsfc/finatinterface.py
31657027,32,25,tsfc/fem.py
31657027,51,1,tsfc/fem.py
31657027,7,0,tsfc/finatinterface.py
31657027,1,1,tsfc/coffee.py
31657027,1,0,tsfc/fiatinterface.py
31657027,1,0,tsfc/finatinterface.py
31657027,1,4,gem/pprint.py
31657027,1,1,gem/pprint.py
31657027,31,24,gem/pprint.py
31657027,145,54,gem/pprint.py
31657027,114,0,gem/pprint.py
31657027,30,1,gem/node.py
31657027,11,4,tsfc/fiatinterface.py
31657027,12,5,tsfc/finatinterface.py
31657027,18,18,tsfc/fiatinterface.py
31657027,8,5,tsfc/fiatinterface.py
31657027,5,0,tsfc/finatinterface.py
31657027,3,2,tsfc/fem.py
31657027,6,1,tsfc/kernel_interface/__init__.py
31657027,6,0,tsfc/kernel_interface/common.py
31657027,1,1,tsfc/driver.py
31657027,4,4,tsfc/fem.py
31657027,3,8,tsfc/fem.py
31657027,1,1,tsfc/driver.py
31657027,0,1,tsfc/driver.py
31657027,0,1,tsfc/fem.py
31657027,2,0,tsfc/parameters.py
31657027,9,11,tsfc/driver.py
31657027,3,4,tsfc/fem.py
31657027,2,1,tsfc/kernel_interface/common.py
31657027,15,15,tsfc/kernel_interface/firedrake.py
31657027,11,12,tsfc/kernel_interface/ufc.py
31657027,4,23,tsfc/parameters.py
31657027,4,4,gem/gem.py
31657027,12,5,gem/gem.py
31657027,2,14,gem/interpreter.py
31657027,1,1,tsfc/ufl_utils.py
31657027,8,8,tsfc/fem.py
31657027,3,2,tsfc/ufl_utils.py
31657027,7,36,tsfc/fem.py
31657027,19,0,tsfc/ufl_utils.py
31657027,26,6,tsfc/fem.py
31657027,26,6,tsfc/fem.py
31657027,26,0,tsfc/fem.py
31657027,5,27,tsfc/modified_terminals.py
31657027,0,3,tsfc/ufl_utils.py
31657027,4,4,tsfc/fem.py
31657027,3,2,tests/test_create_fiat_element.py
31657027,3,3,gem/interpreter.py
31657027,3,3,tsfc/coffee.py
31657027,3,3,tsfc/driver.py
31657027,0,1,tsfc/kernel_interface/ufc.py
31657027,2,3,tsfc/parameters.py
31657027,0,3,tsfc/ufl_utils.py
31657027,3,2,tsfc/coffee.py
31657027,2,2,tsfc/coffee.py
31657027,7,1,gem/gem.py
31657027,6,3,tsfc/ufl_utils.py
31657027,9,2,gem/interpreter.py
31657027,1,13,gem/gem.py
31657027,3,13,tsfc/coffee.py
31657027,7,7,tsfc/ufl2gem.py
31657027,1,1,tsfc/driver.py
31657027,1,1,tsfc/driver.py
31657027,0,2,tsfc/coffee.py
31657027,0,7,tsfc/ufl_utils.py
31657027,6,3,tsfc/coffee.py
31657027,1,1,tsfc/driver.py
31657027,1,1,tsfc/driver.py
31657027,4,1,tsfc/driver.py
31657027,7,1,tsfc/ufl_utils.py
31657027,1,4,gem/gem.py
31657027,4,2,gem/gem.py
31657027,4,0,tsfc/driver.py
31657027,2,3,gem/gem.py
31657027,0,2,tsfc/coffee.py
31657027,0,30,gem/interpreter.py
31657027,2,44,gem/gem.py
31657027,4,0,tsfc/driver.py
31657027,5,5,tsfc/kernel_interface/firedrake.py
31657027,7,6,tsfc/kernel_interface/ufc.py
31657027,3,2,tsfc/ufl_utils.py
31657027,4,5,tsfc/driver.py
31657027,3,1,gem/gem.py
31657027,18,33,tsfc/coffee.py
31657027,10,1,tsfc/parameters.py
31657027,34,19,gem/interpreter.py
31657027,41,29,gem/gem.py
31657027,7,7,tsfc/ufl2gem.py
31657027,11,2,gem/interpreter.py
31657027,2,2,tsfc/ufl2gem.py
31657027,16,0,tsfc/coffee.py
31657027,4,4,tsfc/ufl_utils.py
31657027,15,1,tsfc/ufl2gem.py
31657027,12,2,gem/interpreter.py
31657027,29,1,gem/gem.py
31657027,0,1,tsfc/coffee.py
31657027,22,9,tsfc/coffee.py
31657027,2,1,tsfc/driver.py
31657027,4,4,tsfc/ufl_utils.py
31657027,1,1,tsfc/coffee.py
31657027,2,2,tsfc/ufl2gem.py
31657027,2,1,gem/interpreter.py
31657027,10,3,tsfc/coffee.py
31657027,9,3,tsfc/coffee.py
31657027,2,2,tsfc/driver.py
31657027,3,3,tsfc/parameters.py
31657027,2,1,gem/interpreter.py
31657027,2,1,tsfc/parameters.py
31657027,1,1,tsfc/ufl2gem.py
31657027,4,1,tsfc/driver.py
31657027,12,2,tsfc/parameters.py
31657027,3,1,tsfc/ufl_utils.py
31657027,10,3,tsfc/coffee.py
31657027,8,1,tsfc/ufl_utils.py
31657027,1,1,tsfc/ufl2gem.py
31657027,8,1,tsfc/ufl2gem.py
31657027,18,4,gem/gem.py
31657027,9,0,gem/interpreter.py
31657027,0,2,gem/__init__.py
31657027,0,2,gem/coffee.py
31657027,0,2,gem/gem.py
31657027,0,2,gem/impero.py
31657027,0,2,gem/impero_utils.py
31657027,0,2,gem/interpreter.py
31657027,0,2,gem/node.py
31657027,0,2,gem/optimise.py
31657027,0,2,gem/refactorise.py
31657027,0,2,gem/scheduling.py
31657027,0,2,gem/unconcatenate.py
31657027,0,2,gem/utils.py
31657027,0,2,setup.py
31657027,0,2,tests/test_codegen.py
31657027,0,2,tests/test_coffee_optimise.py
31657027,0,1,tests/test_create_fiat_element.py
31657027,0,1,tests/test_create_finat_element.py
31657027,0,2,tests/test_delta_elimination.py
31657027,0,1,tests/test_estimated_degree.py
31657027,0,1,tests/test_firedrake_972.py
31657027,0,2,tests/test_flexibly_indexed.py
31657027,0,1,tests/test_gem_failure.py
31657027,0,2,tests/test_geometry.py
31657027,0,1,tests/test_idempotency.py
31657027,0,1,tests/test_pickle_gem.py
31657027,0,2,tests/test_refactorise.py
31657027,0,2,tests/test_simplification.py
31657027,0,2,tests/test_sum_factorisation.py
31657027,0,2,tests/test_tensor.py
31657027,0,2,tests/test_underintegration.py
31657027,0,2,tsfc/__init__.py
31657027,0,2,tsfc/coffee.py
31657027,0,2,tsfc/coffee_mode.py
31657027,0,2,tsfc/driver.py
31657027,0,2,tsfc/fem.py
31657027,0,2,tsfc/fiatinterface.py
31657027,0,2,tsfc/finatinterface.py
31657027,0,2,tsfc/kernel_interface/__init__.py
31657027,0,2,tsfc/kernel_interface/common.py
31657027,0,2,tsfc/kernel_interface/firedrake.py
31657027,0,2,tsfc/kernel_interface/ufc.py
31657027,0,2,tsfc/logging.py
31657027,0,2,tsfc/modified_terminals.py
31657027,0,2,tsfc/parameters.py
31657027,0,2,tsfc/spectral.py
31657027,0,2,tsfc/tensor.py
31657027,0,2,tsfc/ufl2gem.py
31657027,0,2,tsfc/ufl_utils.py
31657027,0,2,tsfc/vanilla.py
31657027,1,2,gem/impero_utils.py
31657027,1,1,gem/interpreter.py
31657027,1,2,gem/optimise.py
31657027,1,1,gem/unconcatenate.py
31657027,1,2,tsfc/coffee.py
31657027,1,1,tsfc/fem.py
31657027,1,2,tsfc/fiatinterface.py
31657027,1,1,tsfc/finatinterface.py
31657027,2,1,tsfc/ufl_utils.py
31657027,0,1,gem/coffee.py
31657027,2,4,gem/gem.py
31657027,1,2,gem/impero.py
31657027,0,1,gem/impero_utils.py
31657027,0,1,gem/interpreter.py
31657027,0,1,gem/node.py
31657027,1,2,gem/optimise.py
31657027,5,6,gem/refactorise.py
31657027,0,1,gem/unconcatenate.py
31657027,1,2,gem/utils.py
31657027,0,1,tests/test_flexibly_indexed.py
31657027,1,1,tests/test_pickle_gem.py
31657027,0,1,tests/test_sum_factorisation.py
31657027,0,1,tests/test_underintegration.py
31657027,0,1,tsfc/coffee_mode.py
31657027,4,6,tsfc/driver.py
31657027,8,10,tsfc/fem.py
31657027,1,2,tsfc/finatinterface.py
31657027,1,2,tsfc/kernel_interface/__init__.py
31657027,0,1,tsfc/kernel_interface/ufc.py
31657027,1,2,tsfc/spectral.py
31657027,1,3,tsfc/tensor.py
31657027,15,27,tsfc/kernel_interface/firedrake.py
31657027,0,7,gem/coffee.py
31657027,14,1,tsfc/__init__.py
31657027,1,1,tsfc/driver.py
31657027,10,0,tsfc/driver.py
31657027,1,1,gem/coffee.py
31657027,1,1,tsfc/__init__.py
31657027,11,2,tsfc/modified_terminals.py
31657027,5,1,gem/gem.py
31657027,2,1,gem/gem.py
31657027,42,5,tsfc/fem.py
31657027,7,8,tsfc/fem.py
31657027,1,0,tsfc/kernel_interface/ufc.py
31657027,2,1,tsfc/driver.py
31657027,35,7,tsfc/fem.py
31657027,7,0,tsfc/finatinterface.py
31657027,1,1,tsfc/kernel_interface/firedrake.py
31657027,20,5,tsfc/fem.py
31657027,2,33,tsfc/ufl_utils.py
31657027,1,15,tsfc/driver.py
31657027,11,1,tsfc/fem.py
31657027,0,32,tsfc/driver.py
31657027,26,3,tsfc/fem.py
31657027,14,18,tsfc/driver.py
31657027,6,3,tsfc/kernel_interface/firedrake.py
31657027,8,4,tsfc/kernel_interface/ufc.py
31657027,18,3,tsfc/fem.py
31657027,5,0,tsfc/kernel_interface/__init__.py
31657027,6,0,tsfc/kernel_interface/common.py
31657027,9,7,tsfc/modified_terminals.py
31657027,1,2,tsfc/kernel_interface/ufc.py
31657027,12,3,tsfc/fem.py
31657027,8,0,gem/interpreter.py
31657027,74,45,tsfc/finatinterface.py
31657027,1,1,tsfc/kernel_interface/__init__.py
31657027,2,2,tsfc/kernel_interface/firedrake.py
31657027,5,5,tsfc/kernel_interface/ufc.py
31657027,0,1,tests/test_create_finat_element.py
31657027,1,1,tsfc/finatinterface.py
31657027,20,7,tsfc/finatinterface.py
31657027,9,25,tsfc/finatinterface.py
31657027,0,34,tsfc/ufl_utils.py
31657027,2,2,gem/impero_utils.py
31657027,51,0,gem/utils.py
31657027,1,3,gem/utils.py
31657027,6,0,gem/interpreter.py
31657027,3,0,tsfc/spectral.py
31657027,7,3,gem/optimise.py
31657027,28,0,tests/test_delta_elimination.py
31657027,1,1,tsfc/parameters.py
31657027,23,2,tsfc/spectral.py
31657027,20,20,gem/coffee.py
31657027,202,0,gem/coffee.py
31657027,7,187,tsfc/coffee_mode.py
31657027,1,1,tsfc/spectral.py
31657027,6,1,tsfc/ufl_utils.py
31657027,2,2,gem/gem.py
31657027,24,24,tsfc/finatinterface.py
31657027,1,1,tsfc/kernel_interface/ufc.py
31657027,103,0,tests/test_underintegration.py
31657027,4,3,tsfc/driver.py
31657027,15,3,tsfc/kernel_interface/ufc.py
31657027,2,3,tsfc/driver.py
31657027,3,3,tsfc/fem.py
31657027,38,23,tsfc/finatinterface.py
31657027,5,0,tsfc/kernel_interface/__init__.py
31657027,5,0,tsfc/kernel_interface/firedrake.py
31657027,11,1,tsfc/kernel_interface/ufc.py
31657027,17,33,tsfc/kernel_interface/ufc.py
31657027,3,0,tsfc/ufl_utils.py
31657027,7,43,tsfc/kernel_interface/ufc.py
31657027,7,1,gem/gem.py
31657027,7,0,tsfc/finatinterface.py
31657027,1,1,tsfc/spectral.py
31657027,2,1,tsfc/spectral.py
31657027,110,54,tsfc/spectral.py
31657027,5,2,tsfc/coffee_mode.py
31657027,9,3,gem/optimise.py
31657027,23,3,tsfc/coffee_mode.py
31657027,22,10,tsfc/spectral.py
31657027,7,0,tsfc/__init__.py
31657027,5,0,tsfc/coffee_mode.py
31657027,41,56,tsfc/coffee_mode.py
31657027,7,2,gem/optimise.py
31657027,0,2,tests/test_sum_factorisation.py
31657027,6,5,tests/test_sum_factorisation.py
31657027,51,1,gem/unconcatenate.py
31657027,63,4,tests/test_sum_factorisation.py
31657027,60,2,tests/test_sum_factorisation.py
31657027,0,5,tests/test_sum_factorisation.py
31657027,27,4,gem/optimise.py
31657027,5,0,tsfc/finatinterface.py
31657027,5,0,tsfc/finatinterface.py
31657027,4,0,tsfc/tensor.py
31657027,34,3,gem/unconcatenate.py
31657027,11,0,tests/test_tensor.py
31657027,2,2,gem/gem.py
31657027,1,1,gem/unconcatenate.py
31657027,1,6,tsfc/driver.py
31657027,1,1,gem/interpreter.py
31657027,2,0,tsfc/driver.py
31657027,14,26,tsfc/coffee_mode.py
31657027,5,3,tsfc/coffee_mode.py
31657027,1,4,tsfc/coffee_mode.py
31657027,25,36,tsfc/coffee_mode.py
31657027,30,31,tsfc/coffee_mode.py
31657027,30,7,tsfc/driver.py
31657027,8,4,tsfc/fem.py
31657027,34,20,tsfc/spectral.py
31657027,1,1,tsfc/tensor.py
31657027,7,5,tsfc/vanilla.py
31657027,192,0,gem/unconcatenate.py
31657027,5,0,tsfc/finatinterface.py
31657027,2,0,tsfc/finatinterface.py
31657027,11,0,gem/gem.py
31657027,7,13,gem/impero_utils.py
