,Revision,Author,Date,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Ranking,Maintainability Index
0,c072c40,Gavin Li,2017-09-19,34 (0),14 (0),12 (0),3 (0),12 (0),7 (0),3 (0),11 (0),4 (0),6 (0),4 (0),6 (0),10 (0),10 (0),33.2193 (0),2 (0),66.4386 (0),A,85.0154 (0)
