,Revision,Author,Date,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Ranking,Maintainability Index
0,e16eddc,seclark,2019-11-12,52 (0),33 (0),33 (0),3 (0),0 (0),16 (0),3 (0),2 (0),2 (0),6 (0),3 (0),6 (0),8 (0),9 (0),27 (0),1 (0),27 (0),A,73.6861 (0)
