,project_id,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Index,cross-entropy,total_author,total_commit_project,author_id,total_commit_author,percent,contributor,max,ownership
66,28261590,19723.0,11016.0,13820.0,1129.0,1320.0,3600.0,983.0,2358.0,610.0,4853.0,3590.0,6953.0,5463.0,10543.0,73834.30488999997,432.433228,820234.8543400002,53.20401764705882,3.660523,5,778,2237416,437,56.16966580976864,Major,56.16966580976864,Yes
67,28261590,19723.0,11016.0,13820.0,1129.0,1320.0,3600.0,983.0,2358.0,610.0,4853.0,3590.0,6953.0,5463.0,10543.0,73834.30488999997,432.433228,820234.8543400002,53.20401764705882,3.660523,5,778,3377569,3,0.3856041131105398,Minor,56.16966580976864,No
68,28261590,19723.0,11016.0,13820.0,1129.0,1320.0,3600.0,983.0,2358.0,610.0,4853.0,3590.0,6953.0,5463.0,10543.0,73834.30488999997,432.433228,820234.8543400002,53.20401764705882,3.660523,5,778,7879963,112,14.395886889460154,Major,56.16966580976864,No
69,28261590,19723.0,11016.0,13820.0,1129.0,1320.0,3600.0,983.0,2358.0,610.0,4853.0,3590.0,6953.0,5463.0,10543.0,73834.30488999997,432.433228,820234.8543400002,53.20401764705882,3.660523,5,778,8866257,87,11.182519280205655,Major,56.16966580976864,No
70,28687875,141630.0,72615.0,123414.0,3820.0,1535.0,12784.0,3897.0,1027.0,96.0,635.0,380.0,719.0,731.0,1099.0,6147.745499999997,53.96715,22300.22618,69.91916451612903,2.8879330000000003,6,655,302129,4,0.6106870229007634,Minor,53.89312977099237,No
71,28687875,141630.0,72615.0,123414.0,3820.0,1535.0,12784.0,3897.0,1027.0,96.0,635.0,380.0,719.0,731.0,1099.0,6147.745499999997,53.96715,22300.22618,69.91916451612903,2.8879330000000003,6,655,1785969,3,0.4580152671755725,Minor,53.89312977099237,No
72,28687875,141630.0,72615.0,123414.0,3820.0,1535.0,12784.0,3897.0,1027.0,96.0,635.0,380.0,719.0,731.0,1099.0,6147.745499999997,53.96715,22300.22618,69.91916451612903,2.8879330000000003,6,655,3293314,128,19.541984732824428,Major,53.89312977099237,No
73,28687875,141630.0,72615.0,123414.0,3820.0,1535.0,12784.0,3897.0,1027.0,96.0,635.0,380.0,719.0,731.0,1099.0,6147.745499999997,53.96715,22300.22618,69.91916451612903,2.8879330000000003,6,655,3549488,24,3.66412213740458,Minor,53.89312977099237,No
74,28687875,141630.0,72615.0,123414.0,3820.0,1535.0,12784.0,3897.0,1027.0,96.0,635.0,380.0,719.0,731.0,1099.0,6147.745499999997,53.96715,22300.22618,69.91916451612903,2.8879330000000003,6,655,3571110,143,21.83206106870229,Major,53.89312977099237,No
75,28687875,141630.0,72615.0,123414.0,3820.0,1535.0,12784.0,3897.0,1027.0,96.0,635.0,380.0,719.0,731.0,1099.0,6147.745499999997,53.96715,22300.22618,69.91916451612903,2.8879330000000003,6,655,6589863,353,53.89312977099237,Major,53.89312977099237,Yes
76,28884786,40262.0,16867.0,25711.0,3258.0,6597.0,5751.0,2203.0,5039.0,712.0,5655.0,4134.0,7866.0,6367.0,12000.0,78150.21765999994,486.25797400000005,559537.1204199998,84.26344924012162,2.98311,68,1080,112711,2,0.18518518518518517,Minor,40.648148148148145,No
77,28884786,40262.0,16867.0,25711.0,3258.0,6597.0,5751.0,2203.0,5039.0,712.0,5655.0,4134.0,7866.0,6367.0,12000.0,78150.21765999994,486.25797400000005,559537.1204199998,84.26344924012162,2.98311,68,1080,121580,1,0.09259259259259259,Minor,40.648148148148145,No
78,28884786,40262.0,16867.0,25711.0,3258.0,6597.0,5751.0,2203.0,5039.0,712.0,5655.0,4134.0,7866.0,6367.0,12000.0,78150.21765999994,486.25797400000005,559537.1204199998,84.26344924012162,2.98311,68,1080,262687,1,0.09259259259259259,Minor,40.648148148148145,No
79,28884786,40262.0,16867.0,25711.0,3258.0,6597.0,5751.0,2203.0,5039.0,712.0,5655.0,4134.0,7866.0,6367.0,12000.0,78150.21765999994,486.25797400000005,559537.1204199998,84.26344924012162,2.98311,68,1080,280536,13,1.2037037037037037,Minor,40.648148148148145,No
80,28884786,40262.0,16867.0,25711.0,3258.0,6597.0,5751.0,2203.0,5039.0,712.0,5655.0,4134.0,7866.0,6367.0,12000.0,78150.21765999994,486.25797400000005,559537.1204199998,84.26344924012162,2.98311,68,1080,339854,27,2.5,Minor,40.648148148148145,No
81,28884786,40262.0,16867.0,25711.0,3258.0,6597.0,5751.0,2203.0,5039.0,712.0,5655.0,4134.0,7866.0,6367.0,12000.0,78150.21765999994,486.25797400000005,559537.1204199998,84.26344924012162,2.98311,68,1080,431435,439,40.648148148148145,Major,40.648148148148145,Yes
82,28884786,40262.0,16867.0,25711.0,3258.0,6597.0,5751.0,2203.0,5039.0,712.0,5655.0,4134.0,7866.0,6367.0,12000.0,78150.21765999994,486.25797400000005,559537.1204199998,84.26344924012162,2.98311,68,1080,499800,1,0.09259259259259259,Minor,40.648148148148145,No
83,28884786,40262.0,16867.0,25711.0,3258.0,6597.0,5751.0,2203.0,5039.0,712.0,5655.0,4134.0,7866.0,6367.0,12000.0,78150.21765999994,486.25797400000005,559537.1204199998,84.26344924012162,2.98311,68,1080,666495,1,0.09259259259259259,Minor,40.648148148148145,No
84,28884786,40262.0,16867.0,25711.0,3258.0,6597.0,5751.0,2203.0,5039.0,712.0,5655.0,4134.0,7866.0,6367.0,12000.0,78150.21765999994,486.25797400000005,559537.1204199998,84.26344924012162,2.98311,68,1080,1683632,25,2.314814814814815,Minor,40.648148148148145,No
85,28884786,40262.0,16867.0,25711.0,3258.0,6597.0,5751.0,2203.0,5039.0,712.0,5655.0,4134.0,7866.0,6367.0,12000.0,78150.21765999994,486.25797400000005,559537.1204199998,84.26344924012162,2.98311,68,1080,1788921,2,0.18518518518518517,Minor,40.648148148148145,No
86,28884786,40262.0,16867.0,25711.0,3258.0,6597.0,5751.0,2203.0,5039.0,712.0,5655.0,4134.0,7866.0,6367.0,12000.0,78150.21765999994,486.25797400000005,559537.1204199998,84.26344924012162,2.98311,68,1080,1904354,11,1.0185185185185186,Minor,40.648148148148145,No
87,28884786,40262.0,16867.0,25711.0,3258.0,6597.0,5751.0,2203.0,5039.0,712.0,5655.0,4134.0,7866.0,6367.0,12000.0,78150.21765999994,486.25797400000005,559537.1204199998,84.26344924012162,2.98311,68,1080,2219509,3,0.2777777777777778,Minor,40.648148148148145,No
88,28884786,40262.0,16867.0,25711.0,3258.0,6597.0,5751.0,2203.0,5039.0,712.0,5655.0,4134.0,7866.0,6367.0,12000.0,78150.21765999994,486.25797400000005,559537.1204199998,84.26344924012162,2.98311,68,1080,3181786,4,0.37037037037037035,Minor,40.648148148148145,No
89,28884786,40262.0,16867.0,25711.0,3258.0,6597.0,5751.0,2203.0,5039.0,712.0,5655.0,4134.0,7866.0,6367.0,12000.0,78150.21765999994,486.25797400000005,559537.1204199998,84.26344924012162,2.98311,68,1080,3217199,221,20.462962962962962,Major,40.648148148148145,No
90,28884786,40262.0,16867.0,25711.0,3258.0,6597.0,5751.0,2203.0,5039.0,712.0,5655.0,4134.0,7866.0,6367.0,12000.0,78150.21765999994,486.25797400000005,559537.1204199998,84.26344924012162,2.98311,68,1080,3476737,2,0.18518518518518517,Minor,40.648148148148145,No
91,28884786,40262.0,16867.0,25711.0,3258.0,6597.0,5751.0,2203.0,5039.0,712.0,5655.0,4134.0,7866.0,6367.0,12000.0,78150.21765999994,486.25797400000005,559537.1204199998,84.26344924012162,2.98311,68,1080,3763486,1,0.09259259259259259,Minor,40.648148148148145,No
92,28884786,40262.0,16867.0,25711.0,3258.0,6597.0,5751.0,2203.0,5039.0,712.0,5655.0,4134.0,7866.0,6367.0,12000.0,78150.21765999994,486.25797400000005,559537.1204199998,84.26344924012162,2.98311,68,1080,4759889,16,1.4814814814814814,Minor,40.648148148148145,No
93,28884786,40262.0,16867.0,25711.0,3258.0,6597.0,5751.0,2203.0,5039.0,712.0,5655.0,4134.0,7866.0,6367.0,12000.0,78150.21765999994,486.25797400000005,559537.1204199998,84.26344924012162,2.98311,68,1080,5444098,14,1.2962962962962963,Minor,40.648148148148145,No
