,Revision,Author,Date,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Ranking,Maintainability Index
0,6f33768,Maarten Pronk,2019-06-19,136 (0),65 (0),68 (0),24 (0),18 (0),27 (0),23 (0),26 (0),9 (0),27 (0),19 (0),38 (0),36 (0),57 (0),294.686 (0),6.33333 (0),1866.34 (0),A,69.3948 (0)
