,Revision,Author,Date,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Ranking,Maintainability Index
0,d6f6faa,Andrew Chael,2019-12-06,85 (0),40 (0),37 (0),17 (0),16 (0),15 (0),17 (0),7 (0),8 (0),37 (0),29 (0),57 (0),45 (0),86 (0),472.299 (0),6.16216 (0),2910.39 (0),A,72.7428 (0)
