,Revision,Author,Date,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Ranking,Maintainability Index
0,d8d9283,Manuel Vázquez Acosta,2019-08-06,74 (0),50 (0),53 (0),11 (0),0 (0),11 (0),10 (0),12 (0),3 (0),10 (0),7 (0),13 (0),13 (0),20 (0),74.0088 (0),1.95 (0),144.317 (0),A,72.1863 (0)
