project_id,Revision,Author,Date,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Ranking,Maintainability Index
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,70,44,46,10,0,14,10,6,5,49,31,58,54,89,512.185,2.95918,1515.65,A,66.0053
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,58,36,36,8,0,14,8,12,4,8,5,10,12,15,53.7744,2.5,134.436,A,76.9539
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,1263,661,639,87,247,283,94,252,21,257,219,407,278,626,5082.46,16.6284,84513.2,B,12.7746
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,170,118,123,15,0,36,11,25,8,60,34,68,68,102,620.921,4.53333,2814.84,A,49.8989
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,83,43,46,8,12,17,8,13,10,25,16,32,35,48,246.206,6.4,1575.72,A,74.9091
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,599,294,280,23,154,142,23,105,13,92,64,121,105,185,1242.14,8.54891,10618.9,A,41.2698
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,244,174,174,15,0,55,15,27,4,9,5,10,13,15,55.5066,2.22222,123.348,A,53.067
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,162,66,62,10,54,36,10,21,5,15,8,16,20,24,103.726,2.66667,276.603,A,68.8001
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,211,87,82,21,52,55,22,36,7,24,14,28,31,42,208.076,4.08333,849.645,A,64.935
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,306,200,206,16,0,84,16,17,17,165,162,305,182,467,3506.14,15.7121,55088.9,A,30.9935
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,43,31,29,8,0,6,8,7,7,13,9,15,20,24,103.726,4.03846,418.895,A,78.178
