project_id,Revision,Author,Date,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Ranking,Maintainability Index
36761320,11d233b,Raymond Kristiansen,2019-12-02,74,46,46,8,4,15,9,16,0,0,0,0,0,0,0,0,0,A,100
36761320,11d233b,Raymond Kristiansen,2019-12-02,161,64,70,69,0,22,69,0,4,29,17,34,33,51,257.264,2.34483,603.24,A,67.6877
36761320,11d233b,Raymond Kristiansen,2019-12-02,19,7,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,A,100
36761320,11d233b,Raymond Kristiansen,2019-12-02,582,436,433,20,62,65,22,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
36761320,11d233b,Raymond Kristiansen,2019-12-02,78,71,66,4,0,8,4,17,6,30,22,42,36,64,330.875,4.2,1389.68,A,53.9645
36761320,11d233b,Raymond Kristiansen,2019-12-02,116,99,100,5,0,11,5,19,6,40,23,42,46,65,359.032,3.15,1130.95,A,49.2233
36761320,11d233b,Raymond Kristiansen,2019-12-02,22,15,15,1,0,6,1,0,0,0,0,0,0,0,0,0,0,A,100
36761320,11d233b,Raymond Kristiansen,2019-12-02,127,109,114,1,0,12,1,41,9,49,31,54,58,85,497.928,4.95918,2469.32,A,37.1979
36761320,11d233b,Raymond Kristiansen,2019-12-02,138,97,100,1,16,21,1,35,6,30,17,32,36,49,253.326,3.2,810.644,A,57.4422
36761320,11d233b,Raymond Kristiansen,2019-12-02,217,179,176,14,0,26,15,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
36761320,11d233b,Raymond Kristiansen,2019-12-02,56,44,50,0,0,6,0,16,6,25,14,28,31,42,208.076,3.36,699.136,A,46.0345
36761320,11d233b,Raymond Kristiansen,2019-12-02,6,5,5,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
36761320,11d233b,Raymond Kristiansen,2019-12-02,101,77,73,1,11,15,2,26,3,11,9,13,14,22,83.7618,1.77273,148.487,A,63.9302
36761320,11d233b,Raymond Kristiansen,2019-12-02,196,161,172,0,0,24,0,51,8,62,39,72,70,111,680.35,4.64516,3160.34,A,25.4349
36761320,11d233b,Raymond Kristiansen,2019-12-02,36,29,29,0,0,7,0,8,4,9,5,9,13,14,51.8062,2,103.612,A,55.1537
36761320,11d233b,Raymond Kristiansen,2019-12-02,28,22,23,0,0,5,0,8,1,6,3,6,7,9,25.2662,0.5,12.6331,A,60.0888
36761320,11d233b,Raymond Kristiansen,2019-12-02,86,70,74,5,0,9,3,13,6,18,12,21,24,33,151.304,3.5,529.563,A,57.6031
36761320,11d233b,Raymond Kristiansen,2019-12-02,62,50,52,1,0,9,1,10,3,24,13,25,27,38,180.686,1.5625,282.321,A,54.212
36761320,11d233b,Raymond Kristiansen,2019-12-02,131,116,116,4,0,12,3,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
36761320,11d233b,Raymond Kristiansen,2019-12-02,25,19,19,1,0,5,1,3,3,6,5,8,9,13,41.209,2,82.4181,A,73.7756
36761320,11d233b,Raymond Kristiansen,2019-12-02,124,97,92,7,0,20,12,36,6,27,16,30,33,46,232.042,3.33333,773.474,A,52.5514
36761320,11d233b,Raymond Kristiansen,2019-12-02,50,37,37,4,0,9,4,6,4,8,7,11,12,18,64.5293,2.75,177.456,A,70.4585
36761320,11d233b,Raymond Kristiansen,2019-12-02,57,45,45,5,0,7,5,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
36761320,11d233b,Raymond Kristiansen,2019-12-02,118,98,91,12,0,16,11,17,6,45,27,50,51,77,436.777,3.33333,1455.92,A,55.504
36761320,11d233b,Raymond Kristiansen,2019-12-02,80,71,70,2,0,8,2,23,7,40,29,51,47,80,444.367,4.4625,1982.99,A,47.8821
36761320,11d233b,Raymond Kristiansen,2019-12-02,383,345,355,12,0,17,11,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
36761320,11d233b,Raymond Kristiansen,2019-12-02,47,42,41,0,0,6,0,9,2,18,10,18,20,28,121.014,1,121.014,A,48.9304
36761320,11d233b,Raymond Kristiansen,2019-12-02,135,108,111,6,7,11,6,39,9,71,51,88,80,139,878.748,5.57746,4901.19,A,48.9587
36761320,11d233b,Raymond Kristiansen,2019-12-02,128,107,115,5,0,10,3,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
36761320,11d233b,Raymond Kristiansen,2019-12-02,109,84,92,5,0,12,5,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
