project_id,Revision,Author,Date,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Ranking,Maintainability Index
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,6,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,A,100
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,3,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,A,100
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,282,141,184,22,22,54,22,12,1,2,1,2,3,3,4.75489,0.5,2.37744,A,71.977
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,100
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,170,99,96,14,34,26,14,30,2,9,5,10,11,15,51.8915,1.11111,57.6572,A,69.7689
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,46,34,35,1,0,10,1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,346,72,314,1,0,31,1,17,2,4,2,4,6,6,15.5098,1,15.5098,A,52.6759
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,153,95,95,16,0,42,16,23,0,0,0,0,0,0,0,0,0,A,100
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,36,26,26,0,0,10,0,8,0,0,0,0,0,0,0,0,0,A,100
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,64,48,48,0,0,16,0,19,1,8,4,8,9,12,38.0391,0.5,19.0196,A,49.8396
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,1085,671,722,71,51,247,65,59,6,11,7,13,17,20,81.7493,3.54545,289.838,A,39.8193
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,1661,1649,1649,6,0,6,6,4,2,5,3,5,7,8,22.4588,1,22.4588,A,23.5989
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,146,120,123,0,0,23,0,22,1,19,11,22,20,33,142.624,0.578947,82.5716,A,36.7366
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,100
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,33,25,25,0,0,8,0,7,0,0,0,0,0,0,0,0,0,A,100
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,118,75,66,0,39,13,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,62,36,34,8,11,9,8,12,2,11,6,12,13,18,66.6079,1.09091,72.6632,A,81.3048
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,95,42,58,5,18,14,5,15,2,3,2,3,5,5,11.6096,1,11.6096,A,83.5978
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,1262,683,670,290,122,234,236,46,0,0,0,0,0,0,0,0,0,A,100
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,66,42,43,0,18,5,0,11,2,10,5,10,12,15,53.7744,1,53.7744,A,79.7311
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,21,12,10,0,8,3,0,3,0,0,0,0,0,0,0,0,0,A,100
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,68,38,45,1,15,7,1,8,2,10,5,10,12,15,53.7744,1,53.7744,A,80.0916
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,590,352,404,42,36,115,35,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
