,Revision,Author,Date,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Ranking,Maintainability Index
0,9a8f017,Vd,2019-07-05,217 (0),153 (0),153 (0),9 (0),0 (0),57 (0),7 (0),58 (0),10 (0),63 (0),38 (0),75 (0),73 (0),113 (0),699.45 (0),5.95238 (0),4163.39 (0),A,39.2448 (0)
