project_id,Revision,Author,Date,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Ranking,Maintainability Index
29026813,d4c4423,vd,2020-02-07,447,8,443,1,0,3,1,5,3,7,4,8,10,12,39.8631,1.71429,68.3368,A,71.4287
29026813,d4c4423,vd,2020-02-07,28,20,20,1,0,7,1,7,1,6,3,6,7,9,25.2662,0.5,12.6331,A,74.0599
29026813,d4c4423,vd,2020-02-07,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29026813,d4c4423,vd,2020-02-07,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29026813,d4c4423,vd,2020-02-07,156,119,118,21,14,18,6,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29026813,d4c4423,vd,2020-02-07,135,102,99,10,0,26,10,29,4,31,23,46,35,69,353.921,2.96774,1050.34,A,54.0788
29026813,d4c4423,vd,2020-02-07,128,93,93,1,0,34,1,23,5,36,19,37,41,56,300.023,2.56944,770.892,A,42.8553
29026813,d4c4423,vd,2020-02-07,1315,986,985,40,6,285,39,408,15,349,206,393,364,599,5096.17,8.44556,43040,C,0
29026813,d4c4423,vd,2020-02-07,870,474,510,79,110,170,80,141,13,144,87,161,157,248,1809.07,7.26736,13147.1,A,30.1294
29026813,d4c4423,vd,2020-02-07,154,132,132,1,0,21,1,45,5,33,28,51,38,79,414.586,3.86364,1601.81,A,35.5471
29026813,d4c4423,vd,2020-02-07,84,47,64,5,0,15,5,12,4,21,12,24,25,36,167.179,2.28571,382.123,A,62.4823
29026813,d4c4423,vd,2020-02-07,1360,909,1019,26,10,307,24,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29026813,d4c4423,vd,2020-02-07,21,12,18,0,0,3,0,2,0,0,0,0,0,0,0,0,0,A,100
29026813,d4c4423,vd,2020-02-07,45,34,34,0,0,11,0,11,2,4,2,4,6,6,15.5098,1,15.5098,A,56.9107
29026813,d4c4423,vd,2020-02-07,551,410,406,16,5,124,16,104,12,128,96,172,140,268,1910.65,8.0625,15404.6,A,20.2581
29026813,d4c4423,vd,2020-02-07,482,345,349,16,0,119,14,106,16,119,78,143,135,221,1563.98,9.61345,15035.2,A,23.796
29026813,d4c4423,vd,2020-02-07,71,53,56,1,0,14,1,15,7,27,16,30,34,46,234.023,3.88889,910.091,A,51.6383
29026813,d4c4423,vd,2020-02-07,6,5,5,0,0,1,0,0,2,4,2,4,6,6,15.5098,1,15.5098,A,76.1471
29026813,d4c4423,vd,2020-02-07,74,43,43,12,0,19,12,21,7,40,25,48,47,73,405.485,4.2,1703.04,A,70.2104
29026813,d4c4423,vd,2020-02-07,152,116,115,3,0,34,3,34,9,39,26,45,48,71,396.532,5.19231,2058.92,A,42.7453
29026813,d4c4423,vd,2020-02-07,305,241,240,3,0,62,3,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29026813,d4c4423,vd,2020-02-07,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29026813,d4c4423,vd,2020-02-07,313,237,244,6,0,63,6,81,12,56,39,69,68,108,657.446,7.39286,4860.4,A,29.731
29026813,d4c4423,vd,2020-02-07,217,153,153,9,0,57,7,58,10,63,38,75,73,113,699.45,5.95238,4163.39,A,39.2448
29026813,d4c4423,vd,2020-02-07,464,332,325,36,11,94,34,89,12,98,57,102,110,159,1078.24,6.2449,6733.48,A,34.141
29026813,d4c4423,vd,2020-02-07,677,472,495,14,7,163,12,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29026813,d4c4423,vd,2020-02-07,12,8,8,1,0,3,1,1,3,6,3,6,9,9,28.5293,1.5,42.794,A,89.3965
29026813,d4c4423,vd,2020-02-07,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,100
29026813,d4c4423,vd,2020-02-07,19,13,13,0,0,6,0,1,1,2,1,2,3,3,4.75489,0.5,2.37744,A,70.6901
29026813,d4c4423,vd,2020-02-07,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29026813,d4c4423,vd,2020-02-07,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29026813,d4c4423,vd,2020-02-07,487,370,376,11,12,88,11,119,11,77,43,83,88,126,813.888,5.92857,4825.2,A,22.4671
29026813,d4c4423,vd,2020-02-07,196,136,140,3,0,53,3,41,8,23,12,23,31,35,173.397,4,693.587,A,42.4798
29026813,d4c4423,vd,2020-02-07,532,387,383,33,0,116,33,77,12,91,58,109,103,167,1116.65,7.18681,8025.12,A,30.041
29026813,d4c4423,vd,2020-02-07,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29026813,d4c4423,vd,2020-02-07,91,61,65,3,5,18,3,17,3,8,4,8,11,12,41.5132,1.5,62.2698,A,68.0805
29026813,d4c4423,vd,2020-02-07,138,89,82,3,24,29,3,22,2,11,6,11,13,17,62.9075,1,62.9075,A,69.3259
29026813,d4c4423,vd,2020-02-07,375,246,272,2,0,101,2,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29026813,d4c4423,vd,2020-02-07,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29026813,d4c4423,vd,2020-02-07,23,18,18,1,0,4,1,7,2,3,2,3,5,5,11.6096,1,11.6096,A,78.2087
29026813,d4c4423,vd,2020-02-07,251,174,182,7,0,63,6,60,13,120,70,138,133,208,1467.5,7.475,10969.6,A,33.1124
29026813,d4c4423,vd,2020-02-07,229,144,170,6,0,53,6,71,9,58,38,63,67,101,612.675,4.88793,2994.71,A,36.9662
29026813,d4c4423,vd,2020-02-07,794,600,612,27,7,148,27,236,17,272,183,374,289,557,4553.43,11.6875,53218.3,C,0.0627041
29026813,d4c4423,vd,2020-02-07,109,74,81,2,0,26,2,24,4,17,11,22,21,33,144.946,2.58824,375.156,A,50.3513
29026813,d4c4423,vd,2020-02-07,101,81,80,0,0,20,1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
