python10Cache10,python10NoCache,python11Cache11,python11NoCache,python12Cache12,python12NoCache,python13Cache13,python13NoCache,python14Cache14,python14NoCache,python15Cache15,python15NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
5.28709,4.4314,3.9366,5.8242,5.23432,5.28041,5.20638,4.42366,4.78714,4.08379,5.43822,4.78649,7.21589,6.96461,5.82442,5.62386,5.12928,5.25004,4.50395,6.00395,4.48449,5.36354,4.65447,5.96818,5.10857,4.41843,4.23875,5.41617,5.22551,5.40954
5.14406,5.6362,4.91037,4.07053,4.83161,5.63495,5.15498,5.42977,3.95068,4.88295,4.56687,5.5003,7.27748,7.01832,6.0099,5.58622,4.9061,5.65001,4.45457,5.54718,4.57102,5.13685,4.68144,5.69715,3.80516,5.13889,4.91611,4.37772,4.74631,5.06488
5.329,5.80288,5.49282,5.22702,5.06034,5.31914,4.14171,5.37449,5.60169,4.98514,5.08015,5.67288,7.35188,7.13964,5.80868,5.68421,4.51656,5.28901,4.59899,4.00825,4.73156,4.87702,4.84072,5.46742,5.0031,5.69299,5.10119,5.68586,5.01638,5.28724
5.27526,5.31368,5.45113,5.41052,4.8833,5.0825,5.34307,4.34013,5.21323,5.60638,5.31459,5.20592,7.35629,7.29202,5.46038,5.66672,4.82091,5.78425,3.79917,5.45875,4.66584,5.48986,4.45242,5.63634,4.93971,5.32361,5.10807,5.23034,4.87937,5.29375
3.98045,5.05038,4.9977,4.47698,5.23844,5.37046,3.9729,5.37963,5.01676,5.80359,4.23931,4.51865,7.30113,6.99581,5.66718,5.64348,5.44091,5.27742,4.76562,5.23225,4.83141,4.96095,4.85547,5.41,4.99693,5.14295,4.9457,5.27284,4.4959,4.54535
5.05015,3.94417,5.71601,5.44408,4.65261,5.21912,5.16519,5.94561,4.76128,5.40865,5.0181,5.42685,7.49873,7.01602,5.87207,5.55301,4.1644,5.6123,4.15318,5.49927,4.69209,5.49053,4.54377,5.35881,4.89768,5.34611,4.40641,5.1739,4.9028,5.66149
4.76508,5.73922,4.13061,5.89017,5.07857,5.66706,4.86836,5.32107,5.33253,5.39525,4.31506,5.46202,7.50882,6.94063,5.96682,6.03738,4.66272,4.69237,4.69104,4.87063,4.79115,5.33758,4.96923,6.0608,4.96325,5.50311,4.63433,5.06254,5.28349,4.86616
3.51495,5.33686,4.10696,5.66006,4.88915,5.08273,4.95588,5.31456,5.4844,5.14907,5.56355,5.59117,7.32335,7.07561,4.73554,6.00445,4.60272,5.59936,4.83882,5.65294,4.30963,5.39205,5.36618,5.21209,4.31002,5.97235,5.19211,5.47942,4.10641,5.2876
4.69926,5.36859,4.75864,5.12743,5.1799,5.10498,5.56475,5.41669,5.01992,5.70696,5.35214,5.68475,7.1483,7.14336,6.01618,5.57745,4.52685,5.35669,3.55947,5.21768,4.45425,5.82257,3.64543,5.02551,4.30163,5.3978,5.249,5.20735,4.93611,5.80315
4.23299,5.30015,5.07561,5.47434,4.2209,5.21413,4.5384,5.50462,4.51017,5.42531,5.05496,5.20062,6.49536,6.74093,6.00801,5.92346,3.62354,5.06948,4.50689,5.33235,3.6077,5.74058,4.35843,5.28945,3.9565,4.89939,3.67877,5.93861,4.26872,5.49448
