python10Cache10,python10NoCache,python11Cache11,python11NoCache,python12Cache12,python12NoCache,python13Cache13,python13NoCache,python14Cache14,python14NoCache,python15Cache15,python15NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
3.39666,4.19994,2.23247,2.97672,3.13201,3.07061,3.30343,3.72684,3.21077,3.92761,2.20521,4.18008,6.94568,6.58624,4.71783,5.22548,3.57254,4.01749,2.78532,4.44458,2.68424,3.81534,4.14689,3.58611,3.64069,2.77381,3.61252,3.94712,3.30129,4.49068
4.13256,3.48333,3.11278,3.95969,2.90743,2.72801,2.12595,4.52911,4.05552,3.44113,3.23962,2.35906,7.1825,6.58599,3.88105,4.96288,3.09272,3.45872,3.21984,3.37798,3.07797,3.49455,3.90034,3.75412,2.37399,2.59418,2.54265,4.81275,4.59294,4.67944
3.45968,3.45738,3.77791,4.22387,3.85334,4.07791,4.04034,2.96674,3.21988,4.20733,2.88126,3.36207,7.13847,6.58841,5.56617,3.86978,3.85728,3.84198,4.07291,4.1126,2.66775,3.22922,2.97876,4.1036,4.14004,3.86513,1.87737,4.62183,3.331,3.07899
3.56984,3.87288,3.39777,3.2917,4.27197,4.89282,4.40168,4.25139,2.45187,4.06214,3.887,4.53054,5.70305,6.65414,3.65958,5.16246,3.42519,4.59926,3.34395,4.13579,2.50986,3.86599,2.73795,2.9727,3.80034,3.68534,3.39237,3.83082,2.65275,3.57883
4.61813,3.91321,4.3651,3.50908,2.40782,4.31667,2.55238,4.20821,4.11053,2.66163,3.48365,3.8228,7.0209,6.09284,5.18059,5.04338,4.02904,3.51585,3.36662,3.57425,3.53506,3.33687,2.50679,4.4454,4.1808,4.19007,3.37303,3.77256,3.23448,3.05078
3.5793,3.81047,3.89617,3.64106,4.20271,3.94365,2.68709,3.41878,4.48317,4.62254,4.31482,3.7208,7.03697,6.59408,5.65196,4.91316,2.21959,4.18519,3.11797,3.39186,3.81346,3.3714,3.30724,3.86408,3.19319,4.37887,4.45472,4.58839,4.11713,4.37467
2.72615,3.69619,3.11949,4.02416,3.95832,3.86371,3.97871,4.40687,3.56327,4.08486,3.58672,3.4633,7.6367,6.35392,4.49269,4.76532,4.37341,4.14779,3.78261,4.29417,4.06291,4.15484,3.94692,4.43062,2.01344,3.15075,2.85876,2.59625,2.74617,3.97065
3.86048,4.35686,4.22292,4.9388,3.3461,4.14039,2.79489,2.35849,2.69075,3.89188,4.22451,4.41054,6.66237,6.33742,5.46523,4.59556,2.63654,3.90312,3.68043,4.12628,4.34151,4.44831,3.29325,3.5108,4.0613,4.28427,4.39882,3.58465,3.65244,4.21717
3.00874,3.52437,2.61109,4.66975,3.80527,4.34519,4.1043,3.4812,4.22853,3.64166,3.84318,4.29896,6.4698,6.49341,5.57031,4.87872,3.67171,4.04681,3.54554,4.05631,3.24338,4.7435,3.50282,4.90932,2.93104,4.56865,3.84144,4.49173,3.67344,4.1981
2.74534,4.85147,4.0376,3.92072,3.69836,4.07232,4.30213,4.46878,3.95608,4.42963,3.72355,4.03025,6.84695,6.74464,5.20133,5.41077,3.73034,4.44095,3.09175,4.54604,2.34255,3.77299,3.53066,3.87089,2.48164,4.43039,4.17228,3.16246,4.03164,3.78129
