python10Cache10,python10NoCache,python11Cache11,python11NoCache,python12Cache12,python12NoCache,python13Cache13,python13NoCache,python14Cache14,python14NoCache,python15Cache15,python15NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
3.76819,3.7697,3.01879,4.49306,3.21285,3.04502,2.83271,3.52666,3.68195,0.64127,0.910837,1.97047,7.42618,7.01232,5.43015,5.1162,2.30876,5.19314,2.17327,3.11574,3.72802,0.803499,2.04882,5.17621,4.19783,2.30184,0.641765,3.89946,2.46681,1.42722
1.02782,0.958644,1.93334,1.48717,0.711834,2.56438,1.4957,3.02811,2.16117,0.978999,4.05251,5.10497,7.36561,7.063,6.06746,5.13916,2.85188,2.0919,2.58984,1.42624,2.53568,4.884,1.10508,4.03504,2.9185,4.24017,1.93879,5.09182,1.59629,3.93895
0.956521,0.433296,1.23251,2.13111,1.49262,0.764746,3.20935,3.72667,0.638781,1.50991,0.386159,0.386212,7.60282,7.01062,5.16123,4.63762,3.76611,2.21434,1.47336,3.99856,0.849459,3.30203,4.13368,2.15641,3.05134,4.91069,2.80403,0.797211,3.50442,1.75665
0.84023,5.35758,3.39066,3.47594,1.89412,3.67336,3.72667,1.49579,0.853233,2.18825,3.21397,0.656935,7.60616,6.88033,5.93361,4.99617,4.28228,3.33657,1.71698,4.11316,3.90468,5.40244,3.78368,5.61879,1.69745,4.21992,3.86825,2.97564,1.64971,3.18462
1.73598,4.07348,1.93983,2.66936,3.86542,4.95275,0.396402,4.6466,1.48875,5.36053,1.7896,1.57632,7.57953,6.87657,5.56897,4.49657,3.83067,4.85269,2.93127,2.6245,4.89889,3.35989,3.31108,1.12356,3.16881,1.77007,3.19014,1.94666,1.43308,2.74352
3.89528,1.04069,0.837367,4.34574,2.56604,1.89387,2.91038,3.40661,4.80959,4.34174,0.657234,3.6348,6.11915,6.82871,5.83208,5.96282,3.8431,4.01647,2.87826,2.88656,2.43481,1.08024,5.3664,1.15986,1.79687,3.19786,1.16174,1.30957,3.31624,4.3546
0.395908,1.02617,3.71647,3.13233,1.70275,4.69812,3.78413,0.396201,3.05454,2.36188,4.6835,4.04958,7.10122,6.88708,5.4699,5.42995,2.77737,4.82301,3.75471,1.69195,1.70117,4.01003,0.944849,4.48643,3.16546,1.79303,2.78525,3.42447,1.70408,1.98545
4.62226,2.70233,3.83448,3.87902,2.40805,1.86953,3.07157,3.01807,1.402,4.28359,1.37083,0.949105,7.08642,6.90503,4.54534,5.02,1.86269,2.58332,3.47228,3.16933,1.00789,10.052,1.04115,4.48638,1.54834,4.58135,3.63366,4.53513,3.06654,3.88787
3.4345,4.37966,2.99517,0.934029,4.38156,1.6751,4.81913,3.45031,3.41775,3.11877,3.16342,3.91624,7.0135,7.03095,4.91047,4.34634,3.11958,5.82902,1.51303,4.15496,2.29193,2.17958,4.27834,1.51185,1.55249,2.40313,4.29201,3.82622,2.76309,2.23782
3.84405,4.38911,5.46344,6.14045,4.35923,5.39297,2.40156,5.43186,3.88334,3.97538,3.7628,4.34281,7.33541,6.81037,5.43508,5.56419,4.05549,3.61465,3.78598,4.53632,6.95233,3.16322,3.00683,5.30972,4.00069,3.78724,2.89223,3.62117,4.82145,5.64861
