python10Cache10,python10NoCache,python11Cache11,python11NoCache,python12Cache12,python12NoCache,python13Cache13,python13NoCache,python14Cache14,python14NoCache,python15Cache15,python15NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
3.95161,4.13597,1.35318,4.02456,4.13807,2.54303,2.62283,2.86968,3.66144,3.45647,6.44624,7.09571,6.33284,6.68929,4.31655,4.14222,2.28018,2.11709,2.27003,2.73718,1.41341,1.57307,2.06074,3.18333,3.21306,2.50223,2.12726,1.84343,2.28353,3.62967
3.70226,2.92467,2.97732,2.66351,3.73693,2.33366,4.40655,3.06803,3.93056,4.643,4.18341,7.25068,6.86157,5.02175,4.17702,3.60257,1.74658,4.62292,1.71928,2.57502,3.53671,3.0932,1.27039,2.8916,2.05875,1.46359,2.52014,3.53138,1.87184,10.3426
2.25981,1.89304,1.57479,1.36086,2.41942,4.13589,4.69585,4.57226,3.31932,6.28788,1.92476,2.07169,5.32315,4.42008,2.30755,4.12525,2.31125,2.09096,2.63307,2.10563,1.69128,2.35563,2.33498,2.5976,1.25551,2.94465,3.33995,2.36826,3.33709,1.54786
1.62635,3.90198,1.21056,1.61209,3.34313,3.95218,3.31743,6.4042,4.03588,3.52835,4.2718,2.0253,7.05707,6.60031,4.08791,4.00895,1.60498,2.83746,2.82067,3.22385,2.12128,4.68864,1.3252,2.43314,3.78872,2.90587,2.38921,3.37448,1.4508,3.2763
2.973,2.66329,2.54316,7.96395,3.50681,2.59446,5.32594,2.54582,3.94809,6.36713,6.2059,5.81328,6.34291,5.90355,4.43727,4.10599,2.20093,2.35172,2.64785,2.36058,1.41248,2.1197,2.57755,2.32681,2.63808,1.96796,8.35819,3.15579,2.5646,5.03035
2.03336,3.06486,3.89613,3.25417,2.3302,3.62826,4.07962,4.89821,2.61069,4.6014,4.10482,6.37582,5.24766,5.18445,4.15641,2.67958,3.79293,2.40883,2.19042,4.11595,2.96412,2.88527,2.39146,4.33269,2.73817,2.26155,2.42406,2.78833,4.64793,2.05372
2.46343,2.48996,3.70296,3.88311,2.03709,4.56762,4.82167,5.16022,3.74506,5.67992,3.01867,3.06423,5.07476,5.05047,4.22314,2.77192,2.36417,2.92451,2.3232,2.86346,4.20208,3.96059,2.37976,3.2061,3.64022,3.34412,1.59762,15.1682,2.28807,2.61516
2.31597,2.22816,3.66759,3.77017,2.19732,2.13585,2.66035,3.35437,6.02833,5.11781,1.63055,5.11031,4.43046,5.9378,2.7694,4.06219,1.91597,1.76434,2.0792,2.36917,2.5668,2.95847,2.88398,1.65703,1.81489,3.84265,2.6802,2.29286,2.44519,2.75407
1.70335,2.09383,5.23534,8.68541,2.01696,2.40264,5.28062,6.64494,3.23459,2.67277,3.92256,5.36862,5.45532,5.629,4.54971,4.08242,2.20038,3.94228,2.64159,3.29469,1.5438,2.29686,2.05068,2.76307,7.3571,4.25015,2.08292,2.57029,1.76068,2.49504
3.28728,3.67682,6.0368,2.19843,1.77337,2.11493,1.91433,7.21544,6.28535,7.31606,5.53704,6.2692,6.62368,4.9632,3.53474,4.21084,3.58296,3.11607,2.52794,2.61232,2.00135,1.61198,3.80297,1.51402,1.46339,13.9207,3.24236,3.28258,6.35338,2.07868
