python10Cache10,python10NoCache,python11Cache11,python11NoCache,python12Cache12,python12NoCache,python13Cache13,python13NoCache,python14Cache14,python14NoCache,python15Cache15,python15NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
3.90909,4.4598,4.7532,3.76394,4.44213,5.6688,4.44652,4.44075,3.44762,4.45763,4.05283,5.18393,6.44861,6.48377,3.34582,4.85687,4.55965,4.72192,3.34782,5.16124,3.47591,4.0712,4.75589,4.15536,4.08151,4.52616,4.49741,4.25769,4.04867,4.07331
3.99459,5.4722,3.83998,3.98816,4.06869,4.61464,4.67663,4.84009,5.2356,5.56663,4.85669,4.1811,7.01591,6.50297,3.89401,5.5829,3.96301,4.25424,4.45782,5.262,3.69112,5.42875,4.0999,4.69156,4.22767,5.29371,3.27825,4.9755,3.65293,4.92505
5.33859,4.07157,5.0353,5.31705,3.70054,4.82058,4.3837,4.08855,3.62734,5.07857,3.80555,4.01464,6.92006,6.74647,5.00639,4.47559,4.12739,4.11254,3.94824,4.61495,3.49605,4.48139,4.29449,5.29433,3.69493,4.5084,3.7651,4.34892,4.39486,4.41645
5.14911,4.44522,3.40149,4.30612,3.34533,4.77189,3.94274,5.03068,4.81649,4.38118,3.49608,4.18456,6.80917,6.40216,4.38797,4.40278,2.65883,5.43457,5.04554,5.95712,2.79119,3.87425,3.37641,5.11657,4.97668,4.25706,2.78547,5.48425,3.77566,5.74928
3.69227,6.30917,2.78636,4.59725,4.53955,4.15989,4.58125,4.57199,4.009,4.26703,4.00101,5.18779,6.4819,6.7846,4.66399,6.2859,4.21649,6.24507,3.41846,4.27306,4.65083,4.86792,4.21472,5.00433,4.59384,4.59365,4.2569,5.68886,4.79296,5.18952
3.10262,3.896,4.35628,5.49419,3.45028,4.13605,3.73685,4.34092,4.00331,4.70527,5.00795,4.68436,6.63902,6.78998,5.26525,5.57324,3.52612,4.55422,3.55277,4.32064,2.93591,4.82661,3.72726,4.81395,4.00052,6.42769,3.78937,3.64775,4.24941,4.75407
4.18413,4.8868,3.44252,4.83446,3.79651,3.82734,3.70568,6.27654,3.40255,3.53596,3.23697,3.87696,5.35363,6.57914,3.38279,5.31894,3.13327,4.44341,3.41928,4.30828,3.97644,4.34568,3.27239,4.18498,3.69019,4.22504,3.52463,4.98511,3.51425,4.077
3.93252,4.94227,3.45655,4.35873,5.31743,4.38914,3.64678,4.79689,3.86553,4.01392,4.00633,4.86492,6.33269,5.87723,4.77993,5.0915,3.20543,4.39371,2.53366,3.8382,3.21708,4.07534,4.36129,4.12043,2.96774,4.10981,4.57725,3.6635,3.05595,6.2224
2.30215,4.54852,5.5259,4.41856,5.19599,4.9884,2.45272,4.76986,2.77014,4.4797,5.80559,6.479,5.90618,6.19486,4.2677,4.66654,1.95317,4.64506,1.86596,5.08359,3.97738,4.73997,3.01706,4.99015,1.87251,3.96114,4.96993,4.20213,2.20621,4.26943
5.27278,6.36531,2.43863,6.33898,2.40195,5.93133,5.53035,4.18809,5.77424,6.57403,2.55315,4.30374,6.17778,6.17841,3.88875,6.25931,3.11267,5.94927,3.37275,6.20558,2.41312,6.15694,1.92441,6.3844,4.20273,5.61921,1.82799,6.24899,5.10982,4.23973
