python10Cache10,python10NoCache,python11Cache11,python11NoCache,python12Cache12,python12NoCache,python13Cache13,python13NoCache,python14Cache14,python14NoCache,python15Cache15,python15NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
2.36519,4.26422,4.29651,4.70608,3.98676,4.59026,2.89143,5.00559,3.84377,5.02071,2.77419,5.51273,6.28834,5.63452,3.39718,3.72549,2.96153,4.03923,2.79605,3.37901,3.43521,3.60638,2.90973,3.39664,2.33577,3.38984,3.80112,2.78196,3.36269,3.21753
3.37637,3.04163,4.37604,5.09208,3.88622,4.12849,4.70569,4.20325,4.52842,4.413,3.13898,3.03206,6.90128,6.63419,3.41923,5.42268,3.45033,3.74963,3.77033,4.32987,3.50757,3.71234,3.54387,3.73737,2.60305,3.7487,2.07695,4.54604,2.89793,3.60054
2.34154,3.33278,2.78843,3.4529,3.32018,4.50358,3.59443,3.74441,4.78055,4.96391,3.0969,3.58928,6.62358,6.15777,4.28258,5.04995,2.90986,4.03297,3.35819,4.12446,2.13329,4.56554,2.74465,4.17616,3.23632,3.51313,2.13151,3.75427,3.18998,3.6815
3.18116,3.7083,3.8762,3.48753,3.362,3.94242,3.46538,4.06043,2.43376,2.9175,5.08736,3.43096,6.56166,5.97724,5.01246,4.2437,2.72855,4.14338,2.67006,3.96267,1.8284,4.28623,2.18978,3.4218,3.09381,4.2017,2.48705,3.2904,2.64064,3.87076
2.40867,4.2926,2.35402,3.86916,2.63022,3.74454,2.74826,3.23731,2.59752,3.32335,3.855,3.47829,6.19797,6.12617,4.6089,4.53756,2.45083,2.91034,2.91332,3.97125,2.72092,3.029,2.77398,3.71592,3.4553,3.50452,2.59359,4.04971,3.56052,2.90471
3.93804,3.88638,2.74247,3.45996,2.82933,3.90748,2.68473,2.87972,2.73829,3.31992,3.06535,3.43378,6.05655,6.43094,3.97021,4.42018,3.01682,3.41952,2.36519,3.87974,1.92058,3.12899,3.59832,4.32607,2.61716,3.31997,3.80959,3.26782,2.95574,3.24313
3.68836,3.35162,2.89731,4.24506,3.90523,3.20069,2.6045,3.50147,2.79641,3.47372,2.86978,3.71569,6.11779,6.61499,4.59522,4.75806,3.15096,3.78717,2.49881,4.16448,2.7834,3.36462,2.7408,3.18202,2.49884,4.20382,2.5148,3.04796,2.17335,4.43011
3.27704,4.45028,2.9703,3.12088,2.57209,3.57497,2.32798,3.74769,2.98678,3.3009,2.88519,3.38441,6.11192,6.29615,4.35741,4.16002,2.12537,3.87064,2.98718,4.10421,2.52668,3.53319,1.95989,3.30269,2.67137,3.87861,3.3891,4.39029,2.62986,4.22555
2.42807,2.9901,2.56972,3.59606,2.45969,3.25283,3.76149,3.36689,3.39125,3.87264,2.84998,4.38393,5.42228,5.94744,3.36827,4.5935,2.8378,3.46563,2.40487,3.45,2.1865,3.79792,2.36251,3.69356,2.94651,3.33352,2.64884,3.43344,2.68284,3.60143
2.63715,3.30627,2.62491,3.39138,3.01755,3.40909,2.94227,3.49586,2.91432,3.78318,2.78756,3.29033,6.12784,5.99919,4.19201,3.87506,2.9492,3.66351,2.20535,3.33022,3.04568,3.34617,2.36709,3.14339,2.38489,3.42677,2.44673,3.50932,2.90697,3.67059
