python10Cache10,python10NoCache,python11Cache11,python11NoCache,python12Cache12,python12NoCache,python13Cache13,python13NoCache,python14Cache14,python14NoCache,python15Cache15,python15NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
1.99139,2.22446,3.30545,2.43264,3.88003,4.25046,2.4898,3.87105,2.61778,3.01817,2.72866,3.16053,6.34268,6.71671,4.75691,5.53385,3.17792,3.66582,3.64513,4.01142,3.21696,3.96579,2.48576,5.02858,3.98378,2.63577,2.45277,4.19725,4.13316,4.64108
2.30202,3.17902,2.23677,2.60891,2.54873,2.6695,3.6409,2.99233,3.9207,2.48984,2.63655,2.45055,6.86024,5.4809,4.38972,4.60499,2.50731,3.83003,3.08659,4.62459,3.09268,2.85538,3.05302,3.42771,2.44925,4.83786,3.65078,2.61538,2.05723,3.33218
2.90493,3.45829,2.53724,3.26073,1.50969,3.86838,2.11764,2.60997,2.57864,4.25675,2.76192,2.77407,5.61232,6.72443,4.7691,4.78574,3.49212,4.44086,3.62793,3.43459,1.63405,2.69,2.39567,1.88587,2.4417,2.90572,3.26117,1.39579,3.80455,3.43905
3.59221,2.75148,3.0991,3.46613,2.84274,3.10772,2.50282,2.96865,2.23531,3.07997,4.02462,3.24605,5.19638,6.98032,3.61288,4.03561,2.74435,3.14015,2.81292,1.98857,2.56439,1.85298,1.57956,3.45425,3.04038,3.50356,2.28348,3.66164,2.25648,2.76728
2.36095,4.31644,2.51093,2.84466,3.5089,2.11856,2.42606,3.4902,3.2869,4.21082,2.38951,2.68455,5.40137,5.31943,5.2208,4.81182,2.98694,4.0373,2.4524,4.28165,1.91888,2.18545,2.82286,2.3007,1.98147,4.59841,1.06548,4.30074,2.9988,3.90547
3.54225,2.69428,2.82736,1.90447,4.17808,3.05487,2.45154,2.64555,3.31373,3.561,2.25862,1.66551,5.42147,5.57579,3.05181,4.80848,3.80123,4.62042,2.86532,4.11895,2.70837,4.17962,1.89335,3.89003,1.41289,3.10062,2.65034,3.78713,1.77609,2.4439
3.01063,3.43473,1.16086,3.73539,2.73084,4.57478,3.25306,3.51159,2.85204,3.44667,3.62281,4.19323,6.91966,3.91546,4.56425,3.59418,3.71439,4.36917,2.54794,3.22274,2.52085,3.04683,2.85112,2.90432,4.15221,3.1058,2.85263,4.36577,2.99229,4.33965
2.8591,4.28351,3.42819,4.29391,1.55403,3.93678,3.05935,2.36889,1.24977,1.62717,3.12552,4.30409,5.1473,5.37935,2.8889,3.34084,3.45475,4.83922,2.20436,3.663,2.19535,3.68935,3.83461,3.24411,0.935781,1.77718,3.76827,3.24553,1.22784,2.3997
3.15871,4.26244,2.20023,3.60782,2.47291,2.09938,1.74865,3.21602,2.81565,3.32903,1.11097,3.72304,3.47809,5.5703,1.94248,2.26033,1.62604,2.0131,1.28799,3.37614,1.27848,3.75011,1.05506,1.83527,2.40915,1.44434,0.842785,1.34739,2.47081,2.05233
0.373786,0.991189,0.668659,1.3546,0.489481,1.32378,0.498067,1.19872,0.352634,1.11831,0.449321,1.19534,2.88095,3.61963,1.37505,1.92022,0.844948,1.50569,0.725612,1.3988,0.493876,1.21946,0.51192,1.26571,0.698435,1.52769,0.583167,1.28914,0.34262,1.12237
