python10Cache10,python10NoCache,python11Cache11,python11NoCache,python12Cache12,python12NoCache,python13Cache13,python13NoCache,python14Cache14,python14NoCache,python15Cache15,python15NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
2.37057,2.07166,2.55045,2.67689,1.53992,2.40834,1.72847,2.86945,2.38135,1.81142,2.11725,3.19799,6.39131,5.77565,4.60147,4.26646,2.50627,2.59608,2.53037,2.75844,2.39657,3.4297,1.89538,2.08721,2.44238,2.1115,1.96268,3.41393,1.70263,2.66186
2.27345,2.21262,2.48493,2.94981,2.99493,2.42308,2.71912,2.24948,2.47813,4.01785,2.16205,2.49838,6.49229,5.94072,4.59747,4.26251,3.28408,3.10074,2.9904,2.98318,2.81973,2.09243,1.96873,2.7713,2.35908,2.06808,2.68159,2.50953,2.33553,2.17132
2.95431,3.10629,2.19005,2.71102,2.26313,3.13754,2.66614,2.02813,1.71006,2.64473,2.63371,2.90647,6.58716,6.18416,4.71829,4.67392,2.52878,3.71849,2.49814,2.54072,2.72816,2.07747,1.90269,2.84028,2.65664,3.31963,2.99937,2.74179,2.33896,2.96445
2.09616,3.46082,2.72622,2.57023,1.80474,1.85997,2.12826,2.99084,2.49652,2.04741,2.76084,3.09386,6.73428,6.18355,4.29188,4.30506,3.53365,2.65899,2.79958,2.99308,1.80841,3.24368,2.9493,3.06287,2.372,3.23494,2.67428,3.1898,3.21371,2.00858
3.01715,2.89393,1.91334,2.16504,2.15083,2.39222,2.63816,2.96933,3.43487,2.65669,2.42,2.31012,6.72841,5.99128,4.29804,4.24509,2.10205,2.8652,2.40583,3.19269,2.25442,2.65427,2.66891,2.42083,1.96906,3.24773,2.55889,2.97927,2.57942,3.61592
1.75448,2.47159,2.20132,3.19466,2.11355,2.59882,2.57316,2.97651,1.85598,2.53467,2.48681,2.75473,6.33617,6.15537,4.31072,4.47042,2.4047,3.75449,2.59932,2.90856,1.9498,2.4322,2.36585,2.50036,2.57831,3.51886,2.81255,3.26056,2.4905,2.15122
2.63822,2.5,2.63762,3.01442,2.82188,2.53663,2.16263,2.91012,1.59048,3.19306,1.94267,2.90624,6.15632,6.24629,4.01593,3.99825,2.37947,4.07864,2.34142,3.11581,2.49776,3.17911,2.34152,3.58358,1.70306,3.3683,2.28876,2.20693,2.0154,2.79338
1.9789,2.57243,2.59593,2.42248,2.26729,3.21625,1.64654,3.5679,2.79648,2.00525,2.31091,2.74122,6.68299,6.01219,4.30101,4.12589,2.30727,2.59669,2.04973,3.20066,2.15114,2.58273,2.15892,2.16386,2.51571,2.78236,2.13372,3.60643,1.83619,2.62483
1.91355,3.35525,1.98822,2.77723,2.70075,3.15081,2.79554,2.81003,2.15465,2.64751,2.73008,2.09716,6.42977,6.40873,3.89649,4.47541,2.22002,2.83412,2.37529,2.74886,2.53235,2.93256,1.73236,2.31809,2.95786,2.58162,1.23543,1.68611,1.93002,3.56852
2.17321,2.85083,1.58476,3.32934,1.95265,3.13792,2.52658,3.32645,2.31235,3.54625,2.22336,3.48995,5.91782,6.29877,4.48813,3.87111,3.13851,3.85285,1.81946,3.74446,1.5637,3.75349,2.52584,3.56066,1.70665,3.53461,1.68171,2.95265,2.24728,2.88339
