python10Cache10,python10NoCache,python11Cache11,python11NoCache,python12Cache12,python12NoCache,python13Cache13,python13NoCache,python14Cache14,python14NoCache,python15Cache15,python15NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
3.73653,3.89175,3.54779,4.00653,3.40996,3.50836,3.68244,4.16071,3.75714,3.68714,4.19397,3.45771,6.89007,6.61789,5.12387,4.62999,3.91884,4.80032,3.9083,3.95291,3.80354,4.19786,3.39825,3.88561,3.7769,3.47904,4.23712,4.02267,3.41822,4.00542
3.71246,3.94869,3.06311,3.80932,3.78894,4.18622,3.53357,3.8571,3.63329,3.49392,3.81405,4.07968,6.82872,6.65459,5.50886,4.91681,3.99447,3.84545,4.05569,4.26433,3.27108,4.29433,3.59586,3.78872,3.84768,4.95067,3.73888,3.32629,3.8372,4.42715
3.70461,3.78166,3.81223,3.62943,4.41818,4.24754,3.66459,3.75879,3.347,3.63002,3.30149,3.84193,6.90771,6.72147,5.66789,5.28041,4.50227,3.82168,3.56362,3.91457,3.59533,4.11157,3.93064,3.73807,3.85581,3.89223,4.20246,3.50784,3.68783,3.92854
4.39239,3.56003,4.01353,4.07765,3.15445,3.49198,4.09364,3.81318,3.55667,4.05526,3.60163,3.36431,6.91072,6.47839,4.86961,5.16367,3.78475,4.2071,3.61731,4.95566,3.49367,3.83182,3.92625,4.30923,3.79234,3.26568,3.68524,4.42598,3.76111,3.88029
3.67252,4.33338,4.03386,3.99076,3.41978,3.90784,3.68633,3.70011,3.4841,3.63951,4.31132,3.90487,6.86971,6.46688,4.70978,4.94642,4.22407,4.52688,3.6605,3.80936,3.7254,3.73959,3.2592,4.06724,3.64364,4.0583,3.40282,4.0383,3.8762,3.7272
3.73462,3.83498,3.76037,4.16961,4.07863,4.22778,3.11357,3.16936,4.2555,3.93485,3.80645,4.41638,6.90485,6.58964,5.19803,4.69979,4.0295,3.84473,3.86991,4.27778,3.66682,3.71212,3.79491,3.46534,3.0127,3.92005,3.5979,3.83814,3.26071,3.8103
3.24926,3.75842,4.30866,3.14438,4.16812,4.19337,3.84909,4.69918,3.59597,4.2916,4.01342,3.68247,6.90266,6.66279,5.31593,4.92319,3.66908,4.604,3.25402,3.35287,3.6772,3.93151,3.68119,3.3935,4.47498,4.12997,3.22682,3.7741,4.19164,3.77705
3.43171,3.32713,3.59531,3.67755,3.5131,3.60672,3.81242,3.6505,3.56793,3.38257,4.30023,3.70723,6.74817,6.55714,5.52482,4.92275,3.90797,3.96153,3.81631,3.90504,3.52277,3.51157,3.64742,4.01329,3.95414,4.08231,3.75387,4.53237,3.52749,4.0155
3.36755,3.52329,3.81374,4.44993,4.077,4.51327,3.70815,3.84879,3.94526,4.23132,3.66343,4.22934,6.88415,6.60611,5.3976,4.95821,3.97696,4.01038,3.78348,3.95767,3.62427,3.92864,3.25048,4.14591,3.88437,4.1509,4.21999,3.24577,3.85319,3.34071
4.20687,4.51183,3.58345,3.83194,4.03115,3.2683,4.61529,3.9632,4.14041,3.62458,3.36216,4.35743,6.93432,6.55381,5.3068,4.71562,4.03925,4.08818,4.05738,3.71551,3.95463,3.85431,3.78021,3.8552,3.36334,4.17505,3.05635,4.4457,3.61904,3.49005
