python10Cache10,python10NoCache,python11Cache11,python11NoCache,python12Cache12,python12NoCache,python13Cache13,python13NoCache,python14Cache14,python14NoCache,python15Cache15,python15NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
0.459637,0.450208,4.64587,5.47908,2.89312,1.12139,3.6737,2.49381,4.63851,5.90371,0.510324,1.74647,7.33871,6.99676,4.10401,4.71271,1.85298,2.93362,2.04377,5.73063,2.58552,5.07226,2.48087,1.87239,2.33644,5.5024,2.35436,5.54746,3.46317,1.86624
1.07998,2.46632,1.05163,5.904,1.1142,3.27676,2.30446,2.70531,1.7937,1.90671,3.25122,5.67998,6.53391,6.28078,5.21034,5.20857,4.08728,1.945,4.66049,2.2705,1.13684,2.02623,1.21286,1.66629,1.98562,2.46626,2.32187,4.0541,2.973,1.8548
1.56725,1.65302,1.85648,1.23017,3.48114,2.96992,3.77061,1.73159,2.2806,1.93075,3.69923,2.47393,7.19742,6.63238,3.82848,4.94509,2.00994,6.40509,2.11319,3.45665,3.96508,2.80118,1.37153,1.23215,2.45147,1.25341,3.00946,3.76665,1.17254,3.9804
1.75663,5.50388,3.52494,1.23677,2.11498,2.51337,1.0881,1.11334,1.59403,3.76562,3.30682,1.49704,7.56282,6.55219,5.08697,5.52585,1.61238,5.35707,2.748,2.15625,1.04583,1.93849,1.71975,2.59951,4.26614,3.49392,4.85679,3.34528,1.55135,5.27335
1.76011,5.64879,1.20052,1.88725,2.88312,2.17942,3.57314,3.9849,1.75873,5.39351,5.27918,5.90216,6.21989,6.37498,2.79148,6.09179,3.64371,1.69235,2.07563,4.16016,4.50096,1.88047,3.17211,5.93833,1.51168,2.56381,1.1584,0.601175,2.78136,1.16774
4.25363,2.75633,1.19402,4.44524,4.71377,1.56242,1.57011,4.91866,3.66297,4.84518,2.33847,0.523628,7.02808,6.8917,3.83491,5.53317,4.61612,4.17694,1.47064,2.12787,1.47303,5.93447,5.66222,2.61825,3.80969,1.91537,4.50896,3.48737,1.64247,2.53311
2.03111,1.94314,3.79622,1.0815,2.47389,5.47069,2.50734,5.35704,3.34209,1.68405,2.86658,3.6245,6.0094,7.0367,5.1398,5.7784,2.9624,2.98109,3.61119,1.66012,3.91499,2.72688,1.97054,6.92245,1.19507,2.69596,0.458404,1.23151,1.17711,1.21985
2.4983,1.08131,4.47767,1.84564,1.64511,2.6693,2.80807,4.01843,0.440478,0.435327,1.67569,5.4087,6.75695,6.69806,4.50618,4.37369,2.39658,4.14259,1.82377,5.74819,1.32874,5.50425,1.62607,2.02768,1.56268,4.84019,3.58198,1.89041,2.02713,5.90483
4.10722,1.97632,1.65512,5.38391,1.34249,5.55926,0.921689,3.20552,4.81642,5.40822,1.31526,3.96157,6.74549,6.5977,5.21468,3.56149,2.72221,2.67817,2.77283,5.14455,2.36535,1.63994,4.01222,5.72043,2.95098,2.23528,4.59018,5.57608,4.38312,5.43534
4.68162,5.8633,3.18403,5.53533,4.38756,5.2848,4.53565,1.81769,4.52172,2.80424,4.56088,3.19708,7.09892,6.71084,4.29188,6.22788,2.33767,5.15423,3.20096,4.1565,3.09939,4.09414,3.90839,5.19645,3.14099,4.02458,1.55836,5.54168,4.39103,3.17146
