python10Cache10,python10NoCache,python11Cache11,python11NoCache,python12Cache12,python12NoCache,python13Cache13,python13NoCache,python14Cache14,python14NoCache,python15Cache15,python15NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
4.21672,2.70284,2.21037,4.76696,3.17297,3.72146,4.08899,4.84701,5.00725,2.78159,2.93014,3.209,7.34049,6.39912,5.36441,5.20253,2.18911,3.30786,2.37787,2.5858,1.4083,5.98315,2.32342,2.12008,4.11532,3.55832,2.36336,3.99351,3.10904,4.13363
2.49821,5.49267,4.31712,4.36523,3.81691,3.12525,4.64382,3.92404,3.97093,3.11464,2.95927,3.39979,6.17337,6.9293,4.43791,5.18621,4.55117,4.07342,2.79763,3.48348,3.61942,4.39224,1.92723,5.40842,2.2622,3.01366,3.6581,4.46722,2.93017,4.20023
3.20688,4.01539,4.32253,5.77982,4.288,5.57034,4.38776,2.24051,2.92696,4.33269,4.48784,3.66156,7.34181,7.09241,5.06323,4.80977,2.91087,3.5169,4.18786,4.46051,3.91169,1.70503,3.46115,3.45124,4.2642,4.32758,3.58708,4.55332,4.50671,3.4061
3.85376,3.51582,5.29427,3.97396,3.59837,4.43676,2.65157,2.97311,2.46526,2.49665,3.54346,2.98987,7.21317,6.87634,4.88999,4.84794,3.34954,4.8201,2.43011,5.85436,3.23979,3.95476,4.27627,3.14056,2.68087,4.21236,2.28607,4.45418,3.9433,4.30102
3.85035,4.02955,3.55932,4.93866,2.9774,3.33083,3.48287,5.25267,2.76919,5.02603,3.0126,4.90409,7.47223,6.881,4.69531,5.15816,3.7866,3.27363,2.78316,3.46759,3.68475,5.32032,3.55353,4.256,3.23608,4.07169,4.1111,2.76061,3.51446,4.32178
4.09535,4.2001,2.9356,4.377,3.11373,4.81253,1.81965,3.88467,2.01144,5.50594,4.36051,4.54461,7.21839,7.2219,4.75524,5.3912,3.04296,4.38378,2.90118,4.81529,4.70726,4.5569,4.07768,4.61259,3.37888,4.12665,3.7349,5.01408,3.55005,3.83266
3.53137,5.01295,4.22034,3.29311,5.05487,3.14073,3.77234,4.46116,4.43138,2.94638,3.06579,3.02997,6.9756,7.00972,4.79334,5.02814,3.45971,6.11086,3.7601,3.44245,2.87721,3.47951,2.92555,3.98791,3.80985,2.65296,3.72286,2.82773,3.83587,5.23973
3.8744,4.59342,3.54629,2.7986,2.85557,4.87727,4.32939,5.13089,4.13376,4.57971,3.73694,4.07069,7.37398,6.94752,5.0691,6.31969,3.61526,4.76204,4.0961,3.96812,3.46691,3.66217,2.74057,2.70608,4.37111,5.32565,4.1132,3.94081,4.28472,5.03134
3.94807,5.03668,3.93888,4.38111,3.32708,3.96363,3.50954,4.42417,3.57832,4.84046,3.93954,4.35987,7.10752,6.91224,5.71056,5.53681,3.63489,4.92307,3.20058,4.53577,3.41667,4.21574,2.92756,4.11761,3.53348,5.67941,3.66487,5.29618,2.97947,3.40918
3.38075,4.44408,3.36084,4.53971,4.18135,4.19829,3.97142,4.49056,4.11489,4.44689,4.07101,5.01011,6.99268,6.86847,5.09752,5.45619,3.52873,4.79459,3.59794,4.70093,2.95127,4.41749,3.84055,5.00781,2.92978,4.40177,3.31439,4.43791,3.61942,4.06277
