python10Cache10,python10NoCache,python11Cache11,python11NoCache,python12Cache12,python12NoCache,python13Cache13,python13NoCache,python14Cache14,python14NoCache,python15Cache15,python15NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
3.47946,3.27253,2.81115,4.19076,3.19023,3.81444,3.43179,2.76612,2.73819,2.80182,2.59653,3.84084,6.56939,6.18699,4.68419,5.02957,3.47985,4.13274,3.10234,3.75843,3.56191,3.23794,3.19848,3.81847,2.85928,3.43943,3.85861,3.64503,3.53781,3.73677
3.31186,3.8708,3.58226,3.06526,3.78484,3.74706,3.78164,2.73951,3.03792,3.11319,3.03348,2.62791,6.69714,6.19968,4.5828,4.22653,3.41792,3.43718,2.82575,4.07431,3.01627,3.79441,3.7609,3.29699,3.05912,3.98517,2.96004,3.12458,4.00467,3.63426
3.73138,3.68208,2.96632,4.80977,3.2663,4.17174,3.81696,3.54325,3.05607,4.31525,2.53682,4.06731,6.85096,6.2161,4.32242,4.54602,3.51285,3.76201,3.18955,3.44823,3.14467,3.87158,3.11728,4.18646,3.2752,3.07118,3.4927,3.67913,3.13378,3.45482
3.59101,3.42528,3.477,3.70425,3.24322,3.88142,4.06752,3.52647,4.12002,3.66893,3.89192,3.90211,6.59731,6.28181,4.82328,4.83395,3.67682,3.70556,3.78403,3.25259,3.13667,3.93942,3.13379,3.09364,3.42053,3.21736,3.54635,4.10222,3.20632,4.23892
3.76999,4.05217,4.17685,3.05036,3.65856,4.0913,3.01899,4.00029,4.21436,4.46332,4.05612,2.77396,6.65359,6.24151,5.10095,4.2154,3.76696,3.0411,2.90285,3.14348,3.59622,3.1423,2.88602,3.51687,3.9344,4.19704,3.48025,4.43987,3.41157,3.9722
2.94197,3.61437,3.73367,3.96284,3.56614,3.65577,2.677,4.3841,3.6743,3.89305,3.78213,4.09953,6.82248,6.21113,5.26104,4.0594,3.80005,3.54571,4.18435,3.77954,2.94466,3.21344,3.63229,3.7619,3.41633,3.21521,3.61365,3.67699,3.51359,4.29843
3.37712,4.06465,4.19748,3.69313,4.00953,3.26953,2.5198,3.89199,3.48284,3.12764,3.60514,3.1633,6.83484,6.44641,4.4941,5.06322,3.0978,4.02619,3.33293,3.15752,3.05937,3.64804,3.69375,4.13029,2.99598,4.28592,3.50503,4.06928,3.8357,3.31771
3.49992,3.97916,2.94881,4.29518,3.82258,4.28867,4.0499,4.58199,3.34378,3.7741,3.62862,4.2847,6.48215,6.26252,4.85995,4.56942,3.21039,4.04514,3.25011,4.46149,3.19712,4.31156,3.14369,3.94761,3.56642,3.95139,3.03093,3.9823,2.96471,3.30098
3.86121,4.35478,3.56796,3.12165,3.78111,4.07697,3.83433,4.12692,3.4853,4.39613,3.76641,4.1561,6.64912,6.15985,5.04099,4.91839,3.88929,4.81158,3.17252,4.51725,3.49997,3.73179,3.70148,3.90491,3.40165,4.06652,3.92652,3.57049,3.27118,4.65381
3.60271,4.01447,3.63933,4.0717,3.29189,3.3779,3.89942,4.27985,3.99409,4.01991,4.22058,4.51839,6.65423,6.28391,4.61184,4.60775,3.51664,3.66493,3.70006,3.64813,3.44723,4.06993,3.22353,3.72211,3.65179,3.9487,3.09005,3.78708,3.81402,3.49226
