python10Cache10,python10NoCache,python11Cache11,python11NoCache,python12Cache12,python12NoCache,python13Cache13,python13NoCache,python14Cache14,python14NoCache,python15Cache15,python15NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
2.71328,3.27134,3.72973,3.74236,3.53481,3.40979,3.96369,4.15757,3.03741,3.27495,2.83837,4.04229,6.783,6.58421,4.81882,4.69723,3.17218,3.84559,4.20125,4.37258,3.00989,3.47712,3.00956,4.10312,3.57542,3.19735,2.77436,4.44573,2.63991,3.33359
3.64351,3.93136,4.125,4.25954,3.55621,4.27552,3.05739,3.19538,4.01337,3.10641,2.79207,3.15039,6.66916,6.55751,5.67576,4.97237,3.97889,3.31126,2.97125,4.37454,3.23629,3.52447,3.87178,3.40021,3.92661,4.47836,2.93471,3.47439,3.76134,3.03492
3.21025,2.96409,3.79647,3.49756,4.25214,2.85797,4.40776,3.66562,3.8585,3.34686,3.92694,4.37937,7.34804,6.57955,4.94223,4.82184,2.92154,4.22015,2.97338,3.38163,2.58884,3.46483,2.61726,3.35474,3.24671,3.3239,3.80604,4.21375,4.03743,4.2405
2.86464,4.00586,3.36766,3.40771,3.17972,4.64576,3.5097,3.93911,4.19047,3.18227,4.07375,3.87319,7.00279,6.89363,5.13874,4.62353,3.42134,4.05506,3.13406,3.98884,2.28471,2.90589,2.95007,3.68524,3.04508,3.9967,3.43968,3.6616,3.06116,4.04743
2.62511,4.56748,2.70275,3.08102,3.17154,3.9055,2.81311,3.21804,3.02075,3.82193,3.68365,4.85184,6.9677,6.58776,4.64879,4.79926,3.38028,3.88913,3.36205,3.7949,3.07191,4.06773,3.08374,3.74671,3.55337,3.81374,2.86108,4.15248,3.21262,3.93467
2.41084,3.39509,2.84126,3.93457,2.36273,3.82221,3.59839,3.85637,2.78205,4.31379,3.29183,3.96432,7.06713,6.3687,5.00531,4.67018,3.81493,3.53177,3.06378,4.53098,2.92856,2.75735,3.36157,3.1017,2.84616,4.04035,3.8926,3.26293,3.36547,2.85811
3.86426,2.79796,3.35544,3.89577,3.15903,3.86448,3.50158,4.57869,3.47803,3.90859,4.72292,3.42937,6.86149,6.57164,4.74541,5.2969,3.3336,3.70554,3.78851,3.63891,3.16437,3.8527,2.92918,4.23148,3.03006,3.51509,3.13466,3.68245,2.91021,4.46991
3.86723,2.68569,4.06937,3.15314,3.54424,3.65003,3.94303,3.14598,3.61271,4.04124,2.9194,2.99793,6.91454,6.46603,4.74507,4.83687,3.91656,4.06915,3.00763,3.53517,3.23972,3.6399,3.40551,3.96692,3.19001,3.45778,3.18248,3.09635,3.91196,3.15759
3.9928,4.22051,3.72366,4.02028,3.69124,3.40042,2.92482,3.99808,3.23443,4.15974,3.78458,3.33314,6.79694,6.63681,5.14558,4.72297,3.86335,4.41931,3.91033,3.45516,3.64003,3.6148,4.07,3.40154,3.66738,3.71896,3.99251,3.92637,2.93391,3.87099
4.10191,4.23741,2.92517,4.37025,4.34076,3.46376,3.84846,4.1927,3.95588,4.27545,3.17761,3.45287,7.01694,6.57167,5.00229,4.5681,3.74659,4.4307,3.29282,3.26815,4.18119,4.82505,3.64057,4.53771,3.36392,3.83906,3.42582,3.3193,3.92814,4.33118
