python10Cache10,python10NoCache,python11Cache11,python11NoCache,python12Cache12,python12NoCache,python13Cache13,python13NoCache,python14Cache14,python14NoCache,python15Cache15,python15NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
1.78152,1.8191,0.537666,2.55823,0.699226,1.04942,1.78488,1.42778,1.72214,1.34699,0.642269,1.43998,5.63091,5.3008,3.49897,3.76149,2.70288,1.47888,1.93111,2.2851,1.27969,1.94436,0.887664,1.68146,2.1925,1.96554,0.612052,2.61966,2.15907,1.45017
0.735831,1.91103,0.981889,0.548394,2.29479,1.74861,1.06046,1.2196,2.14181,2.7748,1.26498,1.1568,6.34901,5.90683,3.32735,3.90358,1.38728,1.37401,2.22819,1.24738,1.4134,1.33121,1.77574,1.34494,1.33565,2.20992,1.56846,1.41414,1.42947,2.78549
2.0424,2.78126,1.39623,2.33489,0.930835,2.40508,1.42695,2.12732,3.13237,0.81039,1.37667,1.95639,5.57787,5.46943,3.3076,3.4812,2.33341,2.3972,1.13953,1.64099,1.33146,1.37808,1.52324,1.62196,1.76832,0.900863,1.39114,1.76552,1.58508,2.28486
1.49301,2.27784,2.21398,1.00542,1.76346,1.88144,1.20423,1.89329,2.63211,1.75758,1.61601,2.80724,4.8821,5.33981,3.55452,3.08288,2.02712,2.52645,2.00848,1.25245,1.87333,1.32455,0.81433,0.885961,1.6499,1.01033,1.69905,1.60395,2.60962,1.96655
1.28471,0.866823,2.4732,2.64223,1.75852,2.83895,1.78357,1.14541,1.31039,2.14224,0.989353,2.31487,6.12325,5.65357,3.142,3.25909,2.44395,2.94929,1.51227,1.91305,1.84864,2.79967,1.23221,0.942073,0.865446,1.94082,0.758167,2.69806,1.33265,2.26094
3.7127,1.5226,1.49738,1.46361,1.84259,1.78923,3.95198,1.50956,1.94711,3.19136,2.25399,1.9223,6.34438,5.31974,4.19868,2.90961,1.55557,2.00799,1.78997,2.08349,1.64491,1.76958,2.25441,1.98351,0.885143,2.69226,1.69862,2.27505,2.26172,2.18804
1.88104,1.32839,1.32369,2.59444,2.53601,2.22934,1.56088,4.44786,1.838,1.93421,1.86918,2.66119,5.79853,6.11074,3.9374,3.41936,1.97528,2.25507,1.78706,2.57038,2.2265,1.46714,3.32679,1.26808,1.86058,2.37155,2.06156,0.666782,1.26103,1.83992
1.13852,2.32706,2.16668,1.82801,2.44598,1.34637,1.32598,1.75688,2.20783,2.40791,2.5994,0.665223,5.66204,5.8758,3.78664,3.69205,1.39568,3.00533,1.14826,2.14407,1.27917,1.82493,1.48918,3.85593,1.27043,1.34261,2.52833,2.55472,2.07881,1.37441
2.35856,4.02468,2.42446,1.57218,2.00271,0.79997,3.34484,3.63319,0.618402,2.54449,2.5578,1.39288,6.55653,6.09931,4.01875,3.1835,2.21693,2.49575,2.02655,2.07114,1.69774,2.15296,1.33682,2.52743,2.53461,2.67258,2.07197,1.87976,1.00579,1.09888
2.16287,1.23862,2.3875,2.58599,1.23259,2.74876,1.57467,1.69466,1.06008,1.09015,1.74742,1.85047,6.57207,4.92938,3.28507,3.2834,2.74238,2.13601,2.55112,2.88518,2.0718,2.40156,1.76963,2.21685,2.50912,1.52954,2.22746,0.794034,1.92464,2.15669
