python10Cache10,python10NoCache,python11Cache11,python11NoCache,python12Cache12,python12NoCache,python13Cache13,python13NoCache,python14Cache14,python14NoCache,python15Cache15,python15NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
2.41487,0.780099,1.34986,0.906029,2.70832,0.968409,2.90493,1.93432,3.10016,1.73406,1.29801,1.80757,7.01093,6.07843,3.80093,3.43824,2.84503,1.86793,1.21465,2.04864,2.9071,1.49869,1.37417,1.34549,1.99258,2.60701,3.23566,3.22231,2.38916,1.87134
3.09812,2.21978,0.848403,4.09067,1.53764,2.45595,2.07737,2.98181,1.50923,0.992594,1.94223,1.96519,6.86002,5.69066,2.43777,3.91845,2.42026,3.04725,3.20163,3.4613,1.45703,2.21306,1.7958,2.08021,2.7131,1.04116,2.97601,2.41315,2.45194,1.4781
0.919446,3.39862,3.72126,1.20986,3.16456,1.67981,1.81657,3.62648,2.92552,3.77152,1.75676,1.97199,7.07174,5.64961,3.91,3.87144,1.63684,3.05349,1.27865,1.23181,1.95319,3.88284,1.63474,2.18329,2.18442,3.22595,1.75004,3.5527,1.37273,2.82427
1.94409,1.02791,1.87691,3.20392,2.07726,3.7848,2.54104,2.56688,1.64144,1.81343,1.33593,1.39776,5.88694,6.45881,3.31373,3.69821,2.88953,2.67381,2.28878,1.25067,1.17798,2.01991,2.02497,2.44922,1.9666,3.60056,1.30223,3.80388,1.86949,1.87235
2.20147,3.1204,2.97437,2.5055,0.948738,3.37274,3.37849,3.57066,0.838339,3.44239,1.80167,3.51965,5.92095,5.73209,3.95408,4.53952,1.99439,3.44166,2.46921,3.919,3.48456,3.12346,1.16477,3.9897,0.978099,2.28134,2.67649,2.98927,1.372,3.20874
2.71815,3.317,0.911741,3.71839,2.46172,2.80607,1.60929,3.29017,1.7087,3.20645,2.60641,3.89017,5.73345,6.3119,4.04324,5.01843,2.84528,3.60909,1.15602,4.0438,1.84909,4.00952,2.506,2.74675,2.07784,3.61194,2.17698,1.5036,2.97168,3.79449
0.778471,2.94867,3.52361,1.5966,3.5968,3.49179,2.19128,1.72667,3.95247,1.99308,3.19166,1.47195,6.96907,6.41719,4.86764,3.85666,2.60122,2.11435,1.75751,1.8573,2.82397,1.6786,2.98999,1.23851,3.23302,2.45712,2.37295,2.53656,1.41887,3.5281
2.27282,3.86509,2.85829,4.0439,3.00791,2.62286,3.42649,2.59963,3.35352,3.10204,3.50308,4.60749,6.94588,6.18584,4.97002,2.77521,3.75687,4.06112,1.94806,3.95782,3.26292,4.21468,2.42761,3.50703,3.15383,3.02385,2.98138,2.53861,3.24466,1.48273
3.11483,2.23715,3.52411,3.44975,2.98743,3.67866,3.61267,4.13423,2.57455,4.03998,4.45601,3.40782,6.27574,6.11971,3.97315,5.12872,2.65192,3.96552,2.8088,1.56014,2.35255,3.40845,3.28115,3.85134,1.72098,4.11972,2.13534,3.52411,2.67541,2.78081
2.94835,3.57701,2.12261,3.61216,2.04693,3.62819,2.03453,3.16872,2.49372,3.76973,2.30261,3.25747,5.9598,6.39976,4.38887,4.60557,2.10877,4.23916,3.44828,3.3314,1.89863,3.4402,2.43131,3.79225,2.6093,2.3186,2.11608,3.24777,2.45534,3.77736
