python10Cache10,python10NoCache,python11Cache11,python11NoCache,python12Cache12,python12NoCache,python13Cache13,python13NoCache,python14Cache14,python14NoCache,python15Cache15,python15NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
3.02774,4.7537,5.02202,4.09895,3.64287,5.27252,3.57864,4.19907,3.91174,5.00322,5.04608,4.48709,7.04301,7.05844,5.93233,5.66669,3.16652,4.93,4.55689,3.54477,3.6035,3.16167,2.84587,3.91423,3.46757,4.55332,5.1827,3.43625,5.20462,4.40111
4.44235,5.34863,3.19073,3.55511,5.0194,4.6449,4.01557,5.13216,3.48566,3.67146,4.56425,5.24434,6.80744,6.88482,5.14981,5.22304,3.5323,3.31369,3.74881,3.53992,3.68854,3.852,2.94259,5.08026,4.49104,3.88101,4.65966,4.03964,4.20943,4.03887
5.52416,5.68266,4.39044,4.73068,4.22008,5.09853,5.12866,4.62241,4.4443,3.76704,4.39463,3.84023,7.49272,6.91302,4.52224,5.2774,3.33378,5.22317,3.02262,4.77421,2.65706,3.80762,4.56974,4.74806,4.96551,3.767,3.92528,3.37452,3.21506,5.45222
4.66138,5.4759,4.76088,5.70728,4.35458,4.62564,4.14219,3.73593,4.6085,3.98403,4.44652,4.72825,6.56497,6.81116,5.94749,5.63128,4.03722,5.53823,3.10389,4.83859,4.24415,5.57525,3.2603,3.23094,3.51977,4.6351,3.90877,4.82517,4.68792,4.80853
3.6577,3.24424,4.36232,4.2948,2.37393,5.88331,4.39373,5.02308,3.46749,4.82097,3.81121,4.57178,7.22543,6.62405,5.69498,5.80824,4.65041,4.19397,4.31166,4.90306,5.08089,4.19343,3.20127,3.71917,4.64396,5.36912,4.28884,4.46846,4.14956,3.93729
2.9823,3.32604,3.68502,3.37601,3.49385,4.09208,4.70034,4.9604,4.39613,4.88238,3.65416,4.69894,7.03438,6.83729,5.43847,5.66886,3.73964,4.7021,4.16186,4.08282,3.58341,5.4382,5.54442,3.11282,2.95947,5.58567,2.90816,5.36416,4.02685,4.40696
2.62905,3.20709,4.01857,4.76839,5.13638,4.82967,4.29147,4.65841,3.70072,4.8265,3.16144,4.06489,7.01571,6.8468,6.14118,5.17727,4.21093,4.50125,2.82443,4.74184,2.99518,3.84613,4.00411,5.803,4.10694,4.87804,3.63428,4.53863,4.208,4.593
5.27544,3.90992,3.23115,5.05414,3.93222,2.55245,3.98339,4.45019,4.8547,4.54622,4.35943,3.38128,7.54671,6.97312,5.87392,5.31765,4.26367,4.35374,4.05109,3.74906,3.9576,4.41752,3.93919,5.01387,5.08944,5.41825,5.24293,4.27279,3.71128,4.22959
5.14949,5.22936,3.69829,4.99618,4.19383,3.70103,4.60508,4.65575,4.74819,5.11276,4.59163,4.00282,7.13325,6.7227,5.41075,5.83237,4.66779,4.48249,4.29629,4.81455,3.0847,3.70009,4.62745,4.51319,3.34588,3.76475,2.71807,5.59599,3.84437,4.35338
4.24391,4.74177,5.40596,3.9878,5.64122,4.13795,5.20356,5.49209,4.6345,4.8982,3.78566,4.75776,7.40367,6.76308,5.12579,5.67551,4.59462,5.61219,3.96302,5.17079,4.30855,4.96501,3.00681,3.44279,4.20707,4.87542,3.8647,4.64571,3.50709,3.7823
