python10Cache10,python10NoCache,python11Cache11,python11NoCache,python12Cache12,python12NoCache,python13Cache13,python13NoCache,python14Cache14,python14NoCache,python15Cache15,python15NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
4.38022,7.93785,6.49798,7.85202,3.65247,4.25237,5.79905,10.6932,3.26854,19.0067,6.49063,12.828,7.21769,5.23083,3.59432,5.35766,4.66271,2.30952,4.44855,5.33001,3.3469,5.73334,3.35474,3.61586,5.96813,5.06211,5.68419,5.977,2.85645,3.87473
4.99119,8.50077,4.55705,4.86824,12.9134,10.8919,12.2335,8.46842,6.02797,5.85696,5.65845,6.46507,6.9595,6.32626,5.3337,3.92419,1.89011,4.70762,4.33018,4.79796,5.429,5.24209,3.48308,5.42729,2.16477,5.4654,4.36147,5.72567,6.5711,7.91561
3.17039,5.61617,7.62375,6.02937,10.886,18.0972,6.98265,8.92583,5.48536,6.79139,9.38057,39.4768,7.11023,6.70244,6.43923,5.89931,4.95791,5.3109,3.74474,4.9763,1.78329,4.72371,3.20153,5.18286,4.11466,5.54066,3.68057,5.67237,4.80338,7.8569
6.52169,5.30681,5.70547,8.0672,13.4255,9.05621,6.2351,15.1219,18.5005,7.32138,8.48512,9.69946,4.93624,6.11955,3.81018,5.47983,2.43128,3.68672,1.64787,5.92937,2.90117,5.38929,4.17563,4.98702,2.99644,6.026,3.16142,3.72292,5.32659,6.20882
7.57065,5.24966,7.90702,6.62357,8.17361,7.84461,6.01564,7.69511,7.32304,5.82143,12.7496,8.58735,7.54368,6.72573,4.9577,4.00153,4.40317,5.55932,2.93009,5.30709,2.85851,4.27496,5.00643,4.91979,5.30013,4.37625,5.35932,4.03821,4.6985,4.94797
8.47036,6.30403,2.31576,3.99703,7.39142,8.77011,7.99423,13.7482,7.18587,4.50151,6.36586,7.20239,6.46658,6.78589,5.04408,5.08533,4.39818,4.88789,4.28142,5.32375,5.55618,5.44705,4.24619,4.76373,2.14801,4.47289,3.09667,4.22109,3.49086,5.48231
6.01297,6.81428,4.62267,5.07854,8.51191,8.61737,14.9203,6.43819,6.7972,7.52776,8.11497,5.65893,6.52307,6.36171,3.07121,4.27495,3.75728,5.03928,2.16248,4.77517,4.94676,3.80631,4.74592,3.84994,3.84327,5.56708,2.2899,5.14229,2.84588,4.25568
2.61787,4.39572,6.02342,5.38932,4.05532,7.57091,5.90747,5.95952,5.10464,6.11751,29.3246,6.34066,7.00538,6.58805,3.03324,5.91112,4.60099,5.39838,4.413,4.27175,2.51571,2.95164,2.8439,4.96777,2.59851,3.19527,2.12698,3.02631,5.24285,5.54377
3.31661,5.22063,6.47099,6.99133,7.58175,14.1117,11.6823,6.23715,6.08191,7.28157,5.38665,8.70719,5.54561,5.87261,2.93622,4.80591,2.86703,4.84716,4.9756,3.82728,4.1458,5.71771,3.30317,4.42456,4.77158,3.29871,5.29626,4.95818,5.60109,5.72349
7.10172,7.38024,4.6675,9.47228,7.44237,5.51852,10.679,17.7079,5.25263,6.05842,8.57013,10.1387,6.55346,6.12039,6.00543,5.55512,3.02739,5.46366,5.13301,5.68493,4.31872,5.26061,4.06196,5.3018,5.30224,4.37377,5.60474,5.90176,5.35742,4.49514
