python10Cache10,python10NoCache,python11Cache11,python11NoCache,python12Cache12,python12NoCache,python13Cache13,python13NoCache,python14Cache14,python14NoCache,python15Cache15,python15NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
2.10831,2.57105,3.41054,3.22108,2.25242,2.15558,2.55723,2.31203,2.38087,5.3479,2.331,1.34155,6.58576,6.65157,3.09544,2.9822,2.36454,2.87257,2.16179,2.04335,1.89854,3.13605,1.82982,2.07639,2.84418,3.39608,1.78545,3.39204,2.70265,2.95591
3.70962,3.83241,3.15803,1.13959,1.60879,2.38134,2.60016,3.65483,1.95244,2.03168,1.06394,2.40078,6.40152,5.91388,5.93436,5.62167,1.94316,3.27085,2.06493,2.64337,2.56822,2.09812,2.49497,1.37742,2.71683,2.8659,3.11137,2.39803,2.79075,2.89419
2.53031,2.12018,1.65308,2.58487,1.26609,2.25939,3.38769,2.77465,3.85539,1.68159,2.32604,1.15385,6.97268,6.29858,4.3099,5.18317,3.37003,4.62672,2.11414,2.29375,2.90926,2.00075,2.35699,2.54768,3.86224,2.84155,1.99816,3.10192,3.57848,3.87376
2.43712,2.95002,1.56195,1.9174,2.05033,3.62257,2.21243,2.63559,2.73731,3.35032,4.23293,1.77808,6.66268,6.19883,4.40304,3.05826,1.51956,3.89948,3.93308,1.89151,1.83175,3.01718,1.88257,1.76171,1.87998,2.07051,2.18488,2.48454,2.5572,1.99179
3.45136,1.12776,2.21103,3.90785,3.07677,2.47207,1.95798,2.15916,1.37689,3.9886,2.58741,4.46849,5.03167,5.05298,2.59733,3.922,3.66029,1.79417,1.10112,5.06767,3.09516,2.97255,1.79415,1.87337,2.57374,4.01119,3.23153,2.73696,1.4924,1.27108
1.18647,1.1315,0.772354,2.55596,2.04999,1.52735,0.970551,2.53861,0.885396,2.65825,0.804933,2.66395,5.06202,4.96804,3.89484,4.27687,3.21835,1.90662,1.78422,2.15694,2.40495,2.10045,1.51572,2.11444,0.798446,2.77024,2.39524,1.43171,3.80707,2.82923
0.803517,4.1988,1.42499,1.34463,3.9035,4.2393,1.48404,1.30346,5.07416,1.38848,1.54617,3.02118,5.0156,5.12839,2.5085,2.68025,1.67063,2.67135,1.29131,1.35756,1.33234,3.41479,1.31539,2.55754,1.21561,1.58852,0.99554,2.12975,0.909619,1.53594
0.834195,1.47584,0.93543,2.60206,0.718104,1.51727,1.09013,1.65313,1.50802,1.22858,1.74565,1.11895,4.84774,4.96709,2.53793,2.66596,1.24784,1.61391,0.989085,2.30646,1.1346,2.02096,0.994414,2.43448,1.08421,1.13556,0.7431,1.05055,1.00238,4.30207
1.01787,1.86955,0.759443,1.01937,0.997567,1.12973,1.32264,1.59262,0.918683,2.51324,0.808916,2.90269,4.82062,5.21172,2.16903,2.39723,1.2759,1.93516,1.47426,1.29437,0.96114,1.46286,1.32665,1.79377,0.842277,2.08439,1.13586,1.93173,0.878037,1.26825
0.993608,1.49867,1.06681,1.6514,1.07397,1.65374,1.08372,1.53941,0.772374,1.16191,0.962618,1.41956,5.12283,4.93615,2.34516,2.97047,1.43427,1.79135,1.10822,1.60659,0.878181,1.18797,1.05041,1.65778,1.50586,1.09592,1.39861,1.95569,1.00587,1.73254
