python10Cache10,python10NoCache,python11Cache11,python11NoCache,python12Cache12,python12NoCache,python13Cache13,python13NoCache,python14Cache14,python14NoCache,python15Cache15,python15NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
4.31154,4.44542,4.24064,4.89714,4.65107,4.52724,4.20052,4.38855,4.24793,4.60498,3.88917,4.02104,7.05868,6.54256,4.53733,4.70177,3.50688,3.86902,3.6478,4.1139,3.5906,3.81598,3.80415,3.99089,4.17386,4.76672,3.99492,4.02763,3.59394,4.06939
4.17252,4.37744,4.47934,4.83222,4.71214,4.41074,4.53777,4.1303,4.30804,4.8913,4.88114,4.94611,7.20618,6.8715,5.42203,5.47949,3.64193,3.69857,3.45231,4.07001,3.2592,3.95117,4.2838,3.64931,3.56353,3.97097,3.79223,4.19347,4.27214,3.71367
4.14152,4.55526,4.35156,4.65932,4.45857,4.88095,4.01544,4.91202,4.80926,4.90974,4.80477,4.79118,7.19491,6.86265,5.47388,4.42054,3.17716,3.96911,3.60388,4.03038,3.38201,3.79908,3.6345,4.16393,3.64035,3.94102,4.11517,4.29866,3.95077,4.03436
4.12475,4.51879,4.58963,4.42104,4.16574,4.93471,4.73496,4.95525,4.12126,4.50895,4.92196,4.71878,7.06416,6.56844,5.31455,4.99873,3.46091,4.39784,3.60935,3.65939,3.1466,4.42117,3.10611,4.15437,3.68855,4.626,3.76904,4.42597,3.77432,4.56852
4.01323,4.62904,4.4256,4.56946,4.31417,4.74462,4.64004,4.87746,4.28639,5.09415,4.47806,5.18433,7.24855,6.4337,5.15512,4.77193,3.38612,4.08435,3.44798,3.65667,3.67413,4.95474,3.47192,4.26301,3.78075,4.14037,3.77913,4.17303,3.92005,4.78696
3.73891,4.40477,4.74538,4.90818,4.14047,4.90488,4.32357,5.02822,5.22895,4.44381,4.7845,4.74847,6.5161,6.8402,4.7453,5.42929,3.93087,4.31461,3.12105,4.29038,3.74194,3.62369,3.52887,5.04541,3.74348,4.83865,3.81825,4.31041,4.12801,4.51917
4.35475,4.41758,4.08549,4.37772,4.56723,4.64416,4.17899,4.3239,4.39143,4.59929,4.28919,4.97808,7.40102,6.74984,4.38685,5.02352,3.87401,4.14086,3.62905,4.16735,3.22106,3.37918,3.61003,3.89007,3.99368,4.0794,4.13046,4.49117,4.25715,4.53749
4.11614,4.30759,4.18953,5.08504,4.41564,4.70652,4.74311,4.91986,4.40948,4.47843,4.85371,4.95947,6.96066,6.59032,5.47871,4.92992,3.874,4.17519,3.47125,3.84957,3.52904,4.09614,3.56628,4.66193,3.59971,3.8046,4.19363,4.49885,4.24329,4.79565
4.19537,4.87353,4.3721,4.49586,3.804,4.94827,4.75449,5.13789,4.28784,4.93313,4.51656,5.12775,7.12746,6.50296,4.5008,4.93117,3.82959,4.77871,3.30141,4.54898,3.76656,4.06879,3.62436,4.50667,4.12094,4.37334,3.85381,4.72372,4.30392,4.73134
4.27701,4.91933,4.084,4.62346,4.48245,4.49457,4.32721,4.64419,4.6586,5.40564,4.60402,5.33767,7.13348,6.59672,4.42428,5.28864,3.51363,4.36262,3.47048,4.48102,3.68616,4.51577,3.89665,3.83932,3.95708,4.75591,3.88154,4.70392,4.16142,4.98413
