python10Cache10,python10NoCache,python11Cache11,python11NoCache,python12Cache12,python12NoCache,python13Cache13,python13NoCache,python14Cache14,python14NoCache,python15Cache15,python15NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
2.46974,3.4403,1.40588,3.91079,2.36581,3.43209,0.903741,4.86319,1.79707,4.5387,0.843405,4.11539,7.15011,6.44858,4.05169,3.95359,3.84624,1.99495,1.98215,3.99542,3.59582,3.74163,3.37765,2.31121,1.63743,1.68685,1.64939,4.08534,2.55125,2.25752
3.43185,2.73725,2.38118,1.20886,1.96746,2.27473,1.31306,2.73963,1.08746,0.621328,1.14425,2.27347,6.84232,6.46433,5.07033,3.61882,2.06219,1.90252,2.33622,3.35734,1.18931,1.30933,2.4722,2.46109,2.25096,3.40619,1.3715,4.42685,1.89734,3.97989
1.40012,1.47794,2.47615,2.86494,3.0936,2.39315,2.52624,0.916379,2.5294,2.53678,1.61004,0.842148,7.43851,6.53418,4.44518,5.14688,3.05009,2.95987,3.8456,1.76793,2.26333,1.54752,1.10837,3.6144,3.40054,3.43543,1.10077,2.74976,2.39609,2.57001
1.61346,3.9437,1.39356,2.3874,2.04162,3.22729,4.70967,4.26014,1.65374,1.09852,2.27064,4.2709,6.84635,6.43379,4.01302,5.77826,2.64062,3.68193,2.58709,2.86032,2.20083,4.07165,1.23949,3.63625,3.25897,3.8604,3.45729,3.50012,2.9364,4.67655
2.16076,3.88533,4.80815,2.82765,3.12366,1.70729,4.51244,4.60251,0.615655,1.7941,1.37609,1.61983,6.72084,6.41498,4.63477,3.93513,3.43193,1.95477,2.70322,3.098,2.7181,2.38669,3.49676,2.4063,3.39084,1.84038,4.30571,1.10288,2.15238,2.17507
3.83956,1.58069,3.49318,1.40564,1.57941,4.62289,1.59081,2.10295,2.05104,1.6514,4.11039,2.20573,6.94547,6.55297,4.92633,4.35844,2.18714,3.63855,3.53088,2.17978,1.36199,1.20581,2.21415,1.11646,1.22718,3.87553,4.42846,5.02728,2.04973,2.0284
1.41533,2.22336,2.70025,1.38563,1.70721,1.62109,3.90531,1.12254,4.36452,4.08452,3.78578,1.39044,6.82962,6.32789,5.0235,3.626,2.79772,2.80818,2.45691,2.3887,1.23572,2.16464,2.22037,1.42892,2.61481,4.492,3.31067,1.6814,2.23159,1.91268
3.27012,2.16625,3.79096,3.0154,4.4857,4.00921,4.2019,1.59988,3.45789,2.05687,2.12287,1.13978,6.86565,6.41903,5.12951,4.60046,1.95441,4.01323,3.13184,3.97875,3.1983,2.83173,3.58524,4.071,3.58363,2.26075,3.798,1.52131,3.92658,3.19442
3.13247,3.26457,1.19989,5.33724,2.11102,2.06529,1.11929,1.53004,3.54665,3.48206,2.38144,2.52182,7.17814,6.53598,5.62987,4.6269,3.48454,3.38873,1.71239,2.28736,2.39396,4.75269,2.08326,3.71642,1.58486,3.56839,2.77015,1.75563,4.11495,3.05069
3.52451,4.04322,2.63859,3.93188,3.77011,2.62666,1.97614,4.7834,3.41759,3.68748,5.03668,5.36354,7.02738,6.50124,5.18854,4.99225,3.11013,4.04585,2.72624,4.26397,3.97036,2.91263,2.85598,2.24549,3.85039,1.21871,1.59527,4.04927,1.84874,2.38458
