python10Cache10,python10NoCache,python11Cache11,python11NoCache,python12Cache12,python12NoCache,python13Cache13,python13NoCache,python14Cache14,python14NoCache,python15Cache15,python15NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
4.25309,4.6582,4.24398,4.81541,4.56979,4.73298,4.08202,4.97723,5.17473,4.38619,4.85802,5.25928,7.71948,6.60199,5.63824,5.54236,4.30207,4.82576,5.14863,4.87737,3.83583,5.16013,4.11659,5.13796,4.42222,4.59172,4.1442,5.08375,5.97049,5.31688
4.51434,5.16066,4.8063,4.2965,4.92975,4.68841,4.89804,4.47063,4.33291,4.8012,5.17166,4.22969,7.04926,6.65653,5.26318,5.58024,3.82842,5.26433,4.25389,5.39312,4.36649,5.11714,4.67787,5.44338,5.38741,4.84947,4.85577,5.07781,4.84015,4.98943
4.62773,4.75666,4.17108,5.22106,4.25031,4.98641,4.33869,5.25965,4.96273,5.29124,4.23047,5.10103,7.15498,6.6476,5.60807,5.32812,3.8882,5.31874,4.9014,5.33394,4.65313,5.45629,5.1941,4.34363,4.56717,4.75169,4.16289,4.6977,4.54176,5.08539
5.03085,4.92939,4.71872,4.94681,4.47856,4.98759,4.76268,5.27502,4.61606,5.02198,5.03785,4.31824,7.23338,7.12965,6.28736,5.57893,4.52358,5.11231,4.80758,5.02164,5.06422,4.76923,4.55251,4.91209,4.68682,4.71112,5.09157,5.30714,5.13525,5.1623
4.9941,5.47139,5.55747,4.79477,4.73522,5.1524,4.38635,5.31746,4.78119,4.96159,4.65671,5.13229,7.28644,6.70517,5.03112,5.22445,4.68961,5.45833,3.94184,4.79651,5.01253,5.24535,4.48004,5.08034,4.68909,5.10224,4.75881,5.31779,4.51952,4.67912
4.81356,5.06408,4.47249,5.14461,4.89844,4.97825,4.2077,5.20169,5.29103,5.38264,4.21219,5.053,7.02734,6.7601,5.41972,5.32626,4.72959,4.80729,4.82584,5.38739,4.45582,4.58152,4.86145,4.40131,4.07564,5.52207,5.19599,5.06783,4.60174,4.6618
5.20899,5.26732,4.3949,5.60224,4.65705,5.01739,5.29769,4.38203,4.68082,5.15903,4.45794,5.23625,7.22418,6.61414,5.93862,5.46805,4.23678,5.0362,4.43114,4.5991,4.02554,4.62191,4.11532,5.31579,4.15979,4.93721,4.8919,4.7667,4.31009,4.91922
4.11547,5.13766,3.45617,5.13443,5.60222,4.58773,4.75267,4.76549,4.09719,4.93358,4.34904,5.38723,7.42581,6.50284,4.9331,5.21987,5.01307,4.97962,4.6672,5.08925,3.568,4.79382,3.87026,4.5058,4.84878,4.99136,4.35004,4.78503,4.84893,6.0112
4.27581,4.21361,4.41489,4.50458,4.75517,5.47684,5.04694,4.93147,4.81146,4.95187,4.83479,5.07248,6.83489,6.48457,6.08135,5.76412,4.72614,4.8627,2.86866,4.86469,3.95061,4.75235,3.18702,4.86514,3.20409,5.16899,4.46899,4.69224,4.3672,4.83928
4.13853,4.6821,5.11839,4.7597,4.14867,5.62259,4.96621,4.94076,4.40931,4.75528,5.29013,4.73001,6.34817,6.57135,4.70011,5.28681,4.33451,4.84294,3.824,5.12441,4.1528,4.85615,4.21965,5.05429,4.22638,5.04937,3.84505,5.16947,3.18055,4.91164
