python10Cache10,python10NoCache,python11Cache11,python11NoCache,python12Cache12,python12NoCache,python13Cache13,python13NoCache,python14Cache14,python14NoCache,python15Cache15,python15NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
4.13281,3.91202,4.37326,3.09768,2.42144,3.52449,5.02257,6.38408,5.59984,7.22785,2.36348,6.2375,7.2773,6.77092,4.0832,5.21583,3.71783,3.7732,3.20443,5.07691,2.14042,3.97814,4.52526,4.52609,1.59902,4.75713,3.95902,4.10171,3.24643,4.10369
1.96245,6.2575,3.2637,5.78,4.26239,4.47154,1.80641,9.88861,5.85343,4.69497,1.89168,5.25759,6.59891,5.7079,5.68013,5.24491,3.35102,4.04827,5.18618,6.32677,1.34621,3.33162,4.3852,4.56746,3.2616,3.70445,4.73015,3.91605,3.4868,3.47189
4.00202,3.58377,1.98977,3.96911,3.56552,12.1898,6.35951,5.02257,2.33523,5.59984,3.99773,3.62124,7.38449,7.08346,4.49502,4.47284,4.57128,5.66498,5.77704,3.98585,4.40949,4.08873,3.96852,3.33362,4.14193,4.54351,3.9816,6.0042,3.16491,4.33048
3.57121,4.53071,5.71578,3.27646,1.36547,4.26239,5.45066,3.55338,5.15029,5.84966,6.21775,3.07046,6.96691,7.02019,3.52367,3.68301,4.76141,4.97762,2.62691,3.38015,3.32218,4.28463,2.16366,3.5036,4.33326,5.14331,5.74091,3.97526,5.62263,3.94936
6.20814,4.56472,4.73774,5.72575,4.39904,5.34114,5.52809,5.56668,4.14095,5.0501,3.70488,4.22452,8.0184,6.47992,2.84395,4.42255,2.28863,5.25689,6.37833,5.29957,3.54969,5.79279,2.20989,5.04294,3.96567,2.6236,5.77343,4.87545,3.95701,3.50288
4.19112,4.04335,5.67273,5.2384,5.33979,5.25186,4.43436,3.71022,4.69497,2.33523,3.07046,3.72977,7.32863,6.28777,3.7864,5.35582,3.13521,5.47674,1.45129,4.15891,4.03137,2.82151,4.59949,2.75583,4.72505,4.85436,3.37134,5.77856,3.09719,3.91511
3.82952,3.85824,2.22181,4.53526,2.75619,4.41446,2.87032,3.87527,6.1292,4.16641,4.23008,4.2546,6.61858,6.76811,5.57904,4.17707,1.17998,2.42715,2.60794,2.55778,1.71071,5.41944,5.16135,4.62378,5.42077,4.83468,3.35471,3.13985,2.97705,4.05812
3.77281,5.11671,2.81532,4.87863,7.45718,3.59326,7.24361,5.07901,4.9989,5.02354,4.95589,4.36773,6.54076,6.39658,6.37676,6.51933,4.27033,4.05069,4.179,6.1332,5.05428,3.44993,3.92841,5.41294,4.26413,5.61309,2.84049,4.23306,5.58097,5.73359
4.27122,4.79063,4.56923,3.28177,4.96568,5.51742,3.1356,5.6327,4.14476,5.40979,3.1337,4.07678,5.62719,6.24684,3.892,4.51866,4.52531,3.59031,2.52054,3.4569,3.46925,4.19145,1.47842,5.6048,1.40623,4.1342,1.61751,3.87909,2.14537,5.69038
4.37301,4.77833,4.22526,4.90505,5.20518,3.5673,4.92442,5.2594,4.57974,5.24718,6.15058,7.10324,7.15523,6.57235,6.00532,6.10463,4.63137,5.10266,4.42478,5.91288,4.63505,5.59258,4.29406,5.14144,4.245,4.9147,4.52698,5.28824,4.98498,5.3962
