python10Cache10,python10NoCache,python11Cache11,python11NoCache,python12Cache12,python12NoCache,python13Cache13,python13NoCache,python14Cache14,python14NoCache,python15Cache15,python15NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
5.33166,8.1547,4.89833,3.14618,7.35066,3.04581,2.07157,2.16163,4.82973,4.90986,5.9768,4.60484,6.73394,7.11063,4.52107,4.43588,4.59503,3.47244,3.0014,6.34922,4.74198,5.25026,11.715,6.82076,5.16188,5.74065,3.24053,5.46994,6.17662,3.71536
8.14466,2.84345,4.96522,4.91284,2.62183,2.99801,2.23966,2.29744,4.22056,3.43637,3.87314,2.34193,7.54536,6.39279,5.188,5.02994,3.62652,3.49307,2.45543,3.01475,3.67029,2.22901,4.16083,11.7204,2.15059,1.70968,4.49085,3.69033,3.56894,2.85779
1.88555,3.73869,2.82732,6.19174,5.24819,7.3521,2.90724,1.52295,4.39213,2.16023,2.32204,3.87314,7.27224,7.03086,5.10342,5.54549,3.62129,4.47066,12.3833,3.02849,1.65929,4.91463,2.94586,3.67456,9.29947,5.88778,2.01721,2.41166,6.65272,5.55123
4.79386,4.16537,2.9639,2.99231,2.4969,5.39745,3.91599,5.3911,5.47817,4.98394,4.09074,6.10555,7.64083,6.53294,4.44144,5.95458,5.55486,6.19379,4.76377,14.6252,4.51303,6.05723,4.80246,6.49896,4.44267,4.50171,5.27888,2.01655,2.05048,2.24076
2.84171,5.67531,6.50694,5.27769,2.96539,2.73749,1.52807,5.73454,5.56114,4.49584,4.60634,4.50792,7.44933,6.49083,5.36801,4.70151,3.88723,4.81094,4.14414,5.32837,3.83645,12.8639,5.32374,3.3057,5.51925,5.15603,2.33719,5.50855,1.73447,1.72
4.03943,5.39234,6.1629,4.88319,3.335,3.33316,5.27925,4.05278,1.80654,4.21706,3.66032,4.01106,6.90214,6.69617,4.9308,6.73166,3.15026,3.67067,2.70956,2.60188,2.20478,1.61385,3.42376,4.792,3.60855,2.66777,7.24519,7.54961,5.49977,6.68508
3.41146,2.06526,1.56786,4.58772,2.41627,2.45469,4.59945,5.05519,4.65128,3.43392,3.87646,4.13951,7.11572,6.49039,4.96051,5.08471,2.98511,4.34474,1.90959,1.87172,5.68118,3.87694,2.06415,3.053,1.61623,5.73123,4.45959,4.73527,2.79758,6.99003
5.64264,1.45723,3.32432,6.30354,3.74409,4.29577,3.749,2.93052,3.43637,5.48318,4.30225,5.33854,6.94566,6.82231,5.14836,4.92688,2.88816,2.9831,2.72141,4.97892,11.2563,4.87947,5.4331,4.54115,3.485,5.78989,3.56914,6.08081,4.61468,6.3893
1.34337,5.61813,6.02573,1.64609,3.21732,4.47541,5.12816,5.62463,3.34169,5.65219,4.82126,3.9108,6.44942,6.63517,6.11821,5.67483,3.72836,3.79575,4.63907,5.46461,2.70792,4.33365,1.86893,2.03657,4.5636,9.3784,3.06823,3.29676,4.47465,4.76936
4.63798,5.91777,3.97972,6.53011,6.03162,6.18734,5.53582,5.19483,4.98519,5.83634,4.10692,4.81955,6.7291,6.46874,4.44085,4.81314,3.31885,5.8648,4.29496,5.85237,3.08768,4.23854,5.20665,5.68605,5.17369,3.76013,5.57458,5.55917,5.03898,5.55091
