python10Cache10,python10NoCache,python11Cache11,python11NoCache,python12Cache12,python12NoCache,python13Cache13,python13NoCache,python14Cache14,python14NoCache,python15Cache15,python15NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
5.07515,5.59274,3.47423,5.55921,3.19356,4.23994,3.8063,5.36389,3.09801,4.10538,3.68439,4.76948,7.30442,6.79796,5.63928,6.20814,5.26992,4.4495,3.03045,4.45629,4.73298,5.00505,4.33088,6.00494,3.96313,5.33794,5.33489,5.7847,4.95047,5.85708
3.95939,5.51164,4.91005,5.30737,4.03701,3.23793,5.49122,4.57764,4.20943,5.52279,4.05981,4.5985,7.02589,6.86074,4.19108,5.97419,2.85457,3.61102,4.23331,3.65051,2.56681,2.90406,4.50822,4.67707,4.26216,5.04887,3.18351,5.10339,3.7547,6.01701
3.62437,4.61208,3.32572,5.62935,4.85755,5.41354,5.00738,5.07287,5.29954,3.73659,5.56116,5.64979,7.9159,6.99683,6.25814,5.6042,4.63484,5.93673,3.5154,5.28205,4.23703,5.73186,4.83612,4.89985,3.10583,4.07865,4.08315,4.4402,4.07354,3.96947
4.67238,5.23788,5.52387,5.50717,5.11212,5.72191,5.26758,4.84567,4.76811,5.47031,4.70834,5.40154,7.31696,7.15928,5.09222,5.80781,4.68504,5.52186,4.56435,5.06561,3.89179,5.51062,3.81083,5.37883,5.74506,6.07577,4.38195,5.14649,4.47659,5.3003
5.02221,3.90709,5.21519,3.955,4.88473,4.99071,4.58775,4.30373,5.76073,4.95311,4.89767,5.33492,7.07824,7.31274,5.91686,5.51618,4.01754,5.36284,4.90263,5.56514,5.10906,5.78675,4.28397,5.19683,3.12174,5.51633,4.64503,5.72093,3.41648,4.37098
4.72132,5.31212,5.48784,5.24809,5.29001,5.82204,4.55661,5.7465,3.97126,5.34465,5.08912,4.70174,6.83684,7.08759,6.00565,5.36771,4.40782,5.00153,4.37713,5.17293,3.88313,5.55922,5.26977,5.12209,4.8469,3.81504,5.26048,6.24672,4.84294,5.52388
4.42819,5.73233,5.36227,6.39793,4.82264,5.1554,4.4816,5.61969,5.1293,5.84615,5.39132,3.7623,7.31343,7.04859,4.64808,5.70749,3.56804,5.4164,3.93511,5.64363,5.29924,4.67425,3.96216,5.58421,5.41295,5.74138,4.44007,4.99602,4.34877,5.28528
5.23338,5.6529,4.11562,5.0927,4.99067,5.3243,5.31231,4.99068,5.09325,5.19794,4.09339,5.52639,7.43038,6.9398,5.79059,5.97391,4.64074,5.92169,5.03661,5.95545,3.39177,5.31719,4.04839,3.96651,3.83729,5.49185,4.17579,5.71229,5.3357,5.38198
5.51983,4.98282,5.06845,5.64882,5.57079,5.47712,4.56129,5.82607,4.82593,5.33801,5.40097,5.60269,6.47192,7.05927,5.82611,5.64059,4.85864,5.70044,3.79362,4.91666,4.49532,5.47171,4.70444,5.32205,5.41872,3.4044,3.70685,5.36111,5.4152,5.60826
4.12567,5.62318,4.4933,5.67861,4.20624,5.74733,4.73964,6.16505,4.85936,5.73933,4.84631,6.14081,6.74871,7.22612,4.74718,6.50433,3.70402,5.87281,4.17463,6.02009,3.8496,6.06709,4.01134,5.74509,4.16097,5.94946,5.1049,3.50127,4.13712,6.13082
