project_id,Revision,Author,Date,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Ranking,Maintainability Index
31069027,c8906ab,Javier,2020-02-07,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,100
31069027,c8906ab,Javier,2020-02-07,22,1,1,20,0,1,20,0,0,0,0,0,0,0,0,0,0,A,100
31069027,c8906ab,Javier,2020-02-07,5,2,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,A,100
31069027,c8906ab,Javier,2020-02-07,6,1,1,3,0,2,3,0,0,0,0,0,0,0,0,0,0,A,100
31069027,c8906ab,Javier,2020-02-07,8,5,5,2,0,1,2,0,0,0,0,0,0,0,0,0,0,A,100
31069027,c8906ab,Javier,2020-02-07,295,171,224,38,0,33,38,89,12,117,77,147,129,224,1570.51,7.53846,11839.3,A,41.3946
31069027,c8906ab,Javier,2020-02-07,33,7,9,20,0,4,20,1,0,0,0,0,0,0,0,0,0,A,100
31069027,c8906ab,Javier,2020-02-07,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,100
31069027,c8906ab,Javier,2020-02-07,37,2,32,3,0,2,3,0,0,0,0,0,0,0,0,0,0,A,100
31069027,c8906ab,Javier,2020-02-07,48,2,24,23,0,1,23,0,0,0,0,0,0,0,0,0,0,A,100
31069027,c8906ab,Javier,2020-02-07,19,7,7,3,0,9,3,2,0,0,0,0,0,0,0,0,0,A,100
31069027,c8906ab,Javier,2020-02-07,15,2,11,3,0,1,3,0,0,0,0,0,0,0,0,0,0,A,100
31069027,c8906ab,Javier,2020-02-07,49,15,21,23,0,5,23,10,1,2,1,2,3,3,4.75489,0.5,2.37744,A,92.8323
31069027,c8906ab,Javier,2020-02-07,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,100
31069027,c8906ab,Javier,2020-02-07,31,2,27,3,0,1,3,0,0,0,0,0,0,0,0,0,0,A,100
31069027,c8906ab,Javier,2020-02-07,42,10,17,21,0,4,21,3,1,2,1,2,3,3,4.75489,0.5,2.37744,A,94.9216
31069027,c8906ab,Javier,2020-02-07,206,129,148,31,0,27,31,117,15,56,46,85,71,131,805.617,11.3839,9171.08,A,49.4308
31069027,c8906ab,Javier,2020-02-07,111,31,76,23,0,12,23,5,1,2,1,2,3,3,4.75489,0.5,2.37744,A,88.8895
31069027,c8906ab,Javier,2020-02-07,28,16,20,3,0,5,3,3,0,0,0,0,0,0,0,0,0,A,100
31069027,c8906ab,Javier,2020-02-07,206,94,139,31,12,25,30,49,9,50,30,57,59,87,511.79,5.13,2625.48,A,60.5381
31069027,c8906ab,Javier,2020-02-07,153,76,107,20,0,26,20,38,9,24,16,32,33,48,242.131,6,1452.79,A,62.5517
31069027,c8906ab,Javier,2020-02-07,76,50,55,3,0,18,3,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31069027,c8906ab,Javier,2020-02-07,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,100
31069027,c8906ab,Javier,2020-02-07,48,11,28,17,0,3,17,1,0,0,0,0,0,0,0,0,0,A,100
31069027,c8906ab,Javier,2020-02-07,4,1,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,A,100
31069027,c8906ab,Javier,2020-02-07,7,4,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,A,100
31069027,c8906ab,Javier,2020-02-07,23,2,20,3,0,0,3,0,0,0,0,0,0,0,0,0,0,A,100
31069027,c8906ab,Javier,2020-02-07,52,17,33,14,0,6,13,9,2,4,3,4,6,7,18.0947,1,18.0947,A,92.2086
31069027,c8906ab,Javier,2020-02-07,21,1,1,20,0,0,20,0,0,0,0,0,0,0,0,0,0,A,100
31069027,c8906ab,Javier,2020-02-07,39,14,13,20,0,6,20,3,0,0,0,0,0,0,0,0,0,A,100
31069027,c8906ab,Javier,2020-02-07,32,1,1,29,0,2,29,0,0,0,0,0,0,0,0,0,0,A,100
31069027,c8906ab,Javier,2020-02-07,110,15,95,3,3,9,3,6,0,0,0,0,0,0,0,0,0,A,100
31069027,c8906ab,Javier,2020-02-07,65,24,27,23,0,15,23,16,6,14,7,14,20,21,90.7605,3,272.281,A,82.6567
