project_id,Revision,Author,Date,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Ranking,Maintainability Index,file
29817913,dc2da48,Dave Lasley,2017-02-15,21 (0),10 (0),14 (0),3 (0),0 (0),4 (0),3 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/130.csv
29817913,dc2da48,Dave Lasley,2017-02-15,192 (0),128 (0),140 (0),3 (0),0 (0),33 (0),19 (0),29 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/96.csv
29817913,dc2da48,Dave Lasley,2017-02-15,111 (0),74 (0),76 (0),3 (0),0 (0),23 (0),12 (0),19 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/104.csv
29817913,dc2da48,Dave Lasley,2017-02-15,170 (0),107 (0),124 (0),3 (0),0 (0),31 (0),15 (0),25 (0),1 (0),4 (0),2 (0),4 (0),5 (0),6 (0),13.9316 (0),0.5 (0),6.96578 (0),A,54.6958 (0),/home/senior/senior/all_metric/29817913/92.csv
29817913,dc2da48,Dave Lasley,2017-02-15,63 (0),50 (0),56 (0),3 (0),0 (0),4 (0),3 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/141.csv
29817913,dc2da48,Dave Lasley,2017-02-15,207 (0),75 (0),132 (0),6 (0),51 (0),17 (0),7 (0),25 (0),6 (0),15 (0),10 (0),17 (0),21 (0),27 (0),118.593 (0),3.4 (0),403.215 (0),A,69.9493 (0),/home/senior/senior/all_metric/29817913/63.csv
29817913,dc2da48,Dave Lasley,2017-02-15,393 (0),224 (0),318 (0),6 (0),14 (0),52 (0),9 (0),46 (0),6 (0),18 (0),12 (0),19 (0),24 (0),31 (0),142.134 (0),3.16667 (0),450.09 (0),A,43.4706 (0),/home/senior/senior/all_metric/29817913/54.csv
29817913,dc2da48,Dave Lasley,2017-02-15,330 (0),138 (0),267 (0),8 (0),11 (0),44 (0),8 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/29817913/36.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,52 (0),44 (0),44 (0),0 (0),0 (0),8 (0),0 (0),12 (0),6 (0),64 (0),40 (0),80 (0),70 (0),120 (0),735.514 (0),3.75 (0),2758.18 (0),A,42.3293 (0),/home/senior/senior/all_metric/31125446/42.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,109 (0),78 (0),88 (0),4 (0),0 (0),17 (0),4 (0),7 (0),5 (0),89 (0),64 (0),125 (0),94 (0),189 (0),1238.82 (0),3.51124 (0),4349.78 (0),A,48.6283 (0),/home/senior/senior/all_metric/31125446/8.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,472 (0),102 (0),100 (0),330 (0),0 (0),42 (0),330 (0),27 (0),9 (0),64 (0),56 (0),120 (0),73 (0),176 (0),1089.41 (0),8.4375 (0),9191.89 (0),B,14.2371 (0),/home/senior/senior/all_metric/31125446/14.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,76 (0),65 (0),65 (0),1 (0),0 (0),10 (0),1 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/50.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,188 (0),168 (0),165 (0),6 (0),0 (0),19 (0),4 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/7.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,140 (0),111 (0),109 (0),9 (0),0 (0),22 (0),9 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/12.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,50 (0),41 (0),41 (0),4 (0),0 (0),5 (0),4 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/30.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,298 (0),207 (0),198 (0),52 (0),4 (0),44 (0),52 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/23.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,204 (0),138 (0),145 (0),19 (0),0 (0),40 (0),19 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/32.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,10 (0),6 (0),6 (0),0 (0),0 (0),4 (0),0 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/45.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,135 (0),100 (0),99 (0),6 (0),0 (0),30 (0),6 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/2.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,189 (0),121 (0),128 (0),24 (0),0 (0),37 (0),24 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/18.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,51 (0),38 (0),37 (0),8 (0),0 (0),6 (0),8 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/17.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/31125446/13.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,13 (0),9 (0),9 (0),1 (0),0 (0),3 (0),1 (0),1 (0),1 (0),60 (0),36 (0),72 (0),61 (0),108 (0),640.52 (0),0.6 (0),384.312 (0),A,78.0261 (0),/home/senior/senior/all_metric/31125446/44.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,323 (0),290 (0),288 (0),2 (0),0 (0),34 (0),1 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/21.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,117 (0),85 (0),84 (0),11 (0),0 (0),22 (0),11 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/51.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,211 (0),187 (0),184 (0),2 (0),0 (0),25 (0),2 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/43.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,152 (0),69 (0),68 (0),45 (0),0 (0),39 (0),45 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/9.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,43 (0),43 (0),41 (0),0 (0),0 (0),2 (0),0 (0),14 (0),7 (0),35 (0),21 (0),40 (0),42 (0),61 (0),328.931 (0),4 (0),1315.73 (0),A,44.9942 (0),/home/senior/senior/all_metric/31125446/34.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,149 (0),115 (0),111 (0),24 (0),0 (0),14 (0),24 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/5.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,154 (0),122 (0),118 (0),13 (0),0 (0),23 (0),13 (0),16 (0),9 (0),163 (0),104 (0),202 (0),172 (0),306 (0),2272.44 (0),5.57669 (0),12672.7 (0),A,47.3956 (0),/home/senior/senior/all_metric/31125446/0.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,21 (0),14 (0),14 (0),0 (0),0 (0),7 (0),0 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/26.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,50 (0),46 (0),45 (0),0 (0),0 (0),5 (0),0 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/35.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,84 (0),39 (0),50 (0),21 (0),0 (0),13 (0),21 (0),3 (0),4 (0),31 (0),22 (0),43 (0),35 (0),65 (0),333.403 (0),2.77419 (0),924.926 (0),A,75.8412 (0),/home/senior/senior/all_metric/31125446/25.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,213 (0),163 (0),163 (0),20 (0),0 (0),30 (0),20 (0),52 (0),10 (0),50 (0),59 (0),109 (0),60 (0),168 (0),992.358 (0),10.9 (0),10816.7 (0),A,43.3089 (0),/home/senior/senior/all_metric/31125446/19.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,13 (0),8 (0),8 (0),0 (0),0 (0),5 (0),0 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/27.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,69 (0),56 (0),53 (0),4 (0),0 (0),12 (0),4 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/28.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,136 (0),106 (0),110 (0),18 (0),0 (0),8 (0),18 (0),25 (0),11 (0),76 (0),61 (0),112 (0),87 (0),173 (0),1114.63 (0),8.10526 (0),9034.36 (0),A,52.7249 (0),/home/senior/senior/all_metric/31125446/41.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,139 (0),104 (0),101 (0),17 (0),0 (0),21 (0),17 (0),16 (0),7 (0),57 (0),40 (0),73 (0),64 (0),113 (0),678 (0),4.48246 (0),3039.11 (0),A,56.2624 (0),/home/senior/senior/all_metric/31125446/31.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,320 (0),285 (0),284 (0),11 (0),0 (0),25 (0),11 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/49.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,27 (0),26 (0),26 (0),0 (0),0 (0),1 (0),0 (0),7 (0),3 (0),36 (0),20 (0),38 (0),39 (0),58 (0),306.553 (0),1.58333 (0),485.376 (0),A,50.7818 (0),/home/senior/senior/all_metric/31125446/3.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,185 (0),144 (0),135 (0),18 (0),0 (0),32 (0),18 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/6.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,169 (0),76 (0),74 (0),77 (0),0 (0),18 (0),77 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/22.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,42 (0),35 (0),35 (0),3 (0),0 (0),4 (0),3 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/47.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,71 (0),59 (0),59 (0),3 (0),0 (0),9 (0),3 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/29.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,110 (0),85 (0),80 (0),6 (0),0 (0),24 (0),6 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/48.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,202 (0),121 (0),120 (0),56 (0),0 (0),26 (0),56 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/24.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,28 (0),26 (0),26 (0),0 (0),0 (0),2 (0),0 (0),5 (0),2 (0),77 (0),41 (0),82 (0),79 (0),123 (0),775.365 (0),1.06494 (0),825.713 (0),A,48.2289 (0),/home/senior/senior/all_metric/31125446/52.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,113 (0),87 (0),84 (0),5 (0),0 (0),24 (0),5 (0),17 (0),8 (0),37 (0),23 (0),43 (0),45 (0),66 (0),362.462 (0),4.64865 (0),1684.96 (0),A,52.3175 (0),/home/senior/senior/all_metric/31125446/37.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,184 (0),142 (0),140 (0),3 (0),0 (0),41 (0),3 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/16.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,133 (0),92 (0),92 (0),32 (0),0 (0),9 (0),32 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/20.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,94 (0),65 (0),59 (0),8 (0),0 (0),27 (0),8 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/15.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,99 (0),78 (0),78 (0),5 (0),0 (0),18 (0),3 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/38.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,57 (0),39 (0),49 (0),0 (0),0 (0),8 (0),0 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/39.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,5 (0),2 (0),2 (0),0 (0),0 (0),3 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/31125446/4.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,156 (0),128 (0),128 (0),8 (0),0 (0),20 (0),8 (0),33 (0),5 (0),17 (0),21 (0),40 (0),22 (0),61 (0),272.025 (0),5.88235 (0),1600.15 (0),A,47.026 (0),/home/senior/senior/all_metric/31125446/46.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,27 (0),22 (0),22 (0),1 (0),0 (0),4 (0),1 (0),0 (0),4 (0),13 (0),8 (0),16 (0),17 (0),24 (0),98.0991 (0),2.46154 (0),241.475 (0),A,68.4649 (0),/home/senior/senior/all_metric/31125446/10.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,99 (0),97 (0),92 (0),0 (0),0 (0),7 (0),0 (0),32 (0),11 (0),63 (0),41 (0),80 (0),74 (0),121 (0),751.344 (0),6.98413 (0),5247.48 (0),A,32.2199 (0),/home/senior/senior/all_metric/31125446/11.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,334 (0),268 (0),263 (0),39 (0),0 (0),32 (0),39 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/1.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,231 (0),179 (0),178 (0),33 (0),4 (0),18 (0),31 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/40.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,112 (0),58 (0),58 (0),36 (0),0 (0),20 (0),34 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/31125446/33.csv
31125446,fb692c3,Jonathan Rubin,2017-12-13,2 (0),1 (0),1 (0),0 (0),0 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/31125446/36.csv
32552050,170df9f,Daniel Rivas,2019-05-02,0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/32552050/116.csv
32552050,170df9f,Daniel Rivas,2019-05-02,107 (0),5 (0),100 (0),2 (0),0 (0),5 (0),2 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/32552050/81.csv
32552050,170df9f,Daniel Rivas,2019-05-02,24 (0),5 (0),17 (0),2 (0),0 (0),5 (0),2 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/32552050/132.csv
32552050,170df9f,Daniel Rivas,2019-05-02,51 (0),6 (0),44 (0),2 (0),0 (0),5 (0),2 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/32552050/153.csv
32552050,170df9f,Daniel Rivas,2019-05-02,36 (0),8 (0),29 (0),2 (0),0 (0),5 (0),2 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/32552050/159.csv
32552050,170df9f,Daniel Rivas,2019-05-02,8 (0),7 (0),7 (0),0 (0),0 (0),1 (0),0 (0),3 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/32552050/122.csv
32552050,170df9f,Daniel Rivas,2019-05-02,100 (0),10 (0),92 (0),2 (0),0 (0),6 (0),2 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/32552050/189.csv
32552050,170df9f,Daniel Rivas,2019-05-02,16 (0),5 (0),9 (0),2 (0),0 (0),5 (0),2 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/32552050/190.csv
32552050,170df9f,Daniel Rivas,2019-05-02,40 (0),5 (0),33 (0),2 (0),0 (0),5 (0),2 (0),1 (0),1 (0),1 (0),1 (0),1 (0),2 (0),2 (0),2 (0),0.5 (0),1 (0),A,96.7874 (0),/home/senior/senior/all_metric/32552050/69.csv
32552050,170df9f,Daniel Rivas,2019-05-02,60 (0),5 (0),53 (0),2 (0),0 (0),5 (0),2 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/32552050/42.csv
32552050,170df9f,Daniel Rivas,2019-05-02,130 (0),5 (0),123 (0),2 (0),0 (0),5 (0),2 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/32552050/97.csv
32552050,170df9f,Daniel Rivas,2019-05-02,121 (0),78 (0),80 (0),3 (0),0 (0),38 (0),3 (0),21 (0),3 (0),7 (0),4 (0),7 (0),10 (0),11 (0),36.5412 (0),1.5 (0),54.8118 (0),A,57.4551 (0),/home/senior/senior/all_metric/32552050/8.csv
32552050,170df9f,Daniel Rivas,2019-05-02,53 (0),8 (0),46 (0),2 (0),0 (0),5 (0),2 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/32552050/95.csv
32552050,170df9f,Daniel Rivas,2019-05-02,6 (0),5 (0),5 (0),0 (0),0 (0),1 (0),0 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/32552050/110.csv
32552050,170df9f,Daniel Rivas,2019-05-02,35 (0),8 (0),28 (0),2 (0),0 (0),5 (0),2 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/32552050/147.csv
32552050,170df9f,Daniel Rivas,2019-05-02,37 (0),8 (0),30 (0),2 (0),0 (0),5 (0),2 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/32552050/174.csv
32552050,170df9f,Daniel Rivas,2019-05-02,25 (0),5 (0),18 (0),2 (0),0 (0),5 (0),2 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/32552050/75.csv
32552050,170df9f,Daniel Rivas,2019-05-02,22 (0),6 (0),15 (0),2 (0),0 (0),5 (0),2 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/32552050/14.csv
32552050,170df9f,Daniel Rivas,2019-05-02,46 (0),5 (0),39 (0),2 (0),0 (0),5 (0),2 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/32552050/66.csv
32552050,170df9f,Daniel Rivas,2019-05-02,16 (0),5 (0),9 (0),2 (0),0 (0),5 (0),2 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/32552050/157.csv
32552050,170df9f,Daniel Rivas,2019-05-02,0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/32552050/227.csv
32552050,170df9f,Daniel Rivas,2019-05-02,25 (0),5 (0),18 (0),2 (0),0 (0),5 (0),2 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/32552050/50.csv
32552050,170df9f,Daniel Rivas,2019-05-02,42 (0),8 (0),35 (0),2 (0),0 (0),5 (0),2 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/32552050/155.csv
32552050,170df9f,Daniel Rivas,2019-05-02,26 (0),14 (0),15 (0),0 (0),4 (0),7 (0),0 (0),4 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/32552050/7.csv
32552050,170df9f,Daniel Rivas,2019-05-02,246 (0),148 (0),139 (0),6 (0),38 (0),65 (0),4 (0),46 (0),9 (0),28 (0),18 (0),36 (0),37 (0),54 (0),281.31 (0),5.78571 (0),1627.58 (0),A,57.6756 (0),/home/senior/senior/all_metric/32552050/12.csv
