project_id,total_author
11161411,1
26427893,10
27472783,26
27489574,17
27496810,11
27940657,1
28261590,5
28420571,26
28687875,6
28884786,68
29026813,2
29126205,1
29379373,24
29817913,3
30169075,22
31015510,11
31030536,2
31069027,11
31125446,1
31400029,9
31657027,15
32552050,3
34561609,1
34600889,3
35149818,1
36761320,6
40955019,5
41010830,1
41339733,1
47754491,2
47838894,110
51732151,4
52512066,1
56604179,1
