project_id,hv,cc,sloc,percent
11161411,34.82892142331043,6,62,0.6080322580645161
11161411,562.3661755322469,4,36,1.2216944444444444
11161411,1594.1534505105788,8,147,0.470156462585034
11161411,149.27754454988144,5,39,0.32220512820512814
11161411,19574.204718097237,38,322,0.4878105590062111
11161411,4463.693152000653,21,168,1.7203452380952382
11161411,3771.5868141052633,16,629,0.13984419713831478
11161411,343.66196213531276,2,90,0.41886666666666666
11161411,269.8789827584685,2,124,0.20267741935483868
11161411,208.9735285398626,1,63,0.2991904761904762
11161411,1005.9163296644174,6,187,0.5375828877005346
11161411,545.9431618637298,2,266,0.16534210526315787
11161411,441.7200318756511,3,118,0.3194745762711865
11161411,5753.273079771237,13,886,0.29783972911963885
11161411,1242.988776277951,2,237,0.21208438818565398
11161411,216.22022703449025,1,60,0.41886666666666666
11161411,320.51015899877143,2,96,0.58903125
11161411,1555.000803430663,3,276,0.15935144927536232
11161411,1461.8508755494613,4,226,0.2502079646017699
11161411,4923.169201047374,8,1197,0.18896240601503758
11161411,539.231742277876,2,91,0.4142637362637363
11161411,2572.381366762307,5,543,0.19670534069981585
11161411,1217.4378850216829,7,200,0.43981000000000003
11161411,499.216357432593,2,106,0.2370943396226415
11161411,598.5083002250008,2,125,0.201056
11161411,367.35492594105096,1,83,0.3027951807228916
11161411,2251.410913413134,5,288,0.8508229166666665
11161411,412.2613730712554,1,63,0.2991904761904762
11161411,5381.585357217567,22,200,0.5654699999999999
11161411,215.90318620677482,5,40,0.31415
11161411,41.51317942364757,8,50,4.3980999999999995
11161411,1378.9635526615887,47,611,0.08226513911620295
11161411,186.46184263312372,32,200,0.157075
11161411,102.56692722865783,13,87,0.3610919540229885
11161411,399.9303973207899,21,146,0.2151712328767123
11161411,419.7594753058907,27,233,0.24269098712446352
11161411,916.5429038676915,31,204,0.15399509803921568
11161411,474.4964606053333,40,204,0.24639215686274507
11161411,70.32403072095333,9,43,1.1689302325581394
11161411,18845.53592796199,642,4064,0.340123031496063
11161411,471.90077517740446,38,182,0.1726098901098901
11161411,0.0,4,19,1.6534210526315787
11161411,317.06856386476005,13,48,1.9634375
11161411,246.6525931318485,25,157,0.6002866242038216
11161411,1411.777045219944,52,329,0.40104255319148935
11161411,1238.8172929670734,34,277,0.861927797833935
11161411,1263.7485996376283,61,274,1.490492700729927
11161411,0.0,1,49,0.0
11161411,1065.806217075154,5,26,1.4499230769230769
11161411,444.63429801500524,5,26,0.7249615384615384
11161411,1425.281262956492,7,65,1.1599384615384616
11161411,122.13617281353935,3,27,0.698111111111111
11161411,1869.0,9,159,0.6717672955974843
11161411,1441.0169125313603,7,233,0.755038626609442
11161411,836.3656082526368,5,25,1.50792
11161411,255.26321491581857,4,31,1.0133870967741936
11161411,38.053747805010275,31,258,0.12176356589147286
11161411,245.1751010249378,3,92,0.40976086956521734
11161411,999.6684021509737,6,180,0.5584888888888889
11161411,204.32967235008786,2,69,0.364231884057971
11161411,359.45228222839756,2,126,0.19946031746031745
11161411,5085.021288410674,8,769,0.1552366710013004
11161411,499.7586317660004,3,182,0.24165384615384614
11161411,264.97209216286,2,68,0.3695882352941176
11161411,1528.743569928774,4,262,0.1438854961832061
11161411,737.5340751013158,4,152,0.24801315789473682
11161411,315.4226961575211,2,107,0.29359813084112146
11161411,621.3869766601637,2,164,0.383109756097561
11161411,2476.5213879758735,5,424,0.2815495283018868
11161411,236.83666567851094,2,97,0.582958762886598
11161411,2668.836834855004,3,243,0.3361275720164609
11161411,1021.5262652413244,6,205,0.45973170731707313
11161411,1375.8596475759634,3,335,0.2625731343283582
11161411,547.3263250706734,2,106,0.2370943396226415
11161411,5073.636589832167,8,795,0.10274088050314466
11161411,505.2504848623301,2,106,0.2370943396226415
11161411,439.5274451308699,2,122,0.5665
11161411,2327.893730780587,6,649,0.1355346687211094
11161411,185.46604019833754,1,61,0.412
11161411,638.5199284689053,2,128,0.5399453125
11161411,1893.711903042683,4,200,0.28273499999999996
11161411,2510.2629198196123,3,408,0.16939460784313726
11161411,1334.001086779078,7,215,0.49679534883720927
11161411,610.0180752293277,2,279,0.18015770609318996
11161411,245.1751010249378,2,89,0.28238202247191013
11161411,295.0,2,97,0.5181855670103092
11161411,216.22022703449025,1,60,0.41886666666666666
11161411,425.754247590989,1,62,0.30401612903225805
11161411,140.1816079436383,2,74,0.33962162162162157
11161411,366.2973245700245,2,105,0.41886666666666666
11161411,5435.881328709624,8,1046,0.12013384321223709
11161411,3977.800233421435,7,348,0.1986005747126437
11161411,295.0,2,94,0.2673617021276596
