project_id,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Index,cross-entropy_mean
34600889,8.636042325254618,7.897296472595885,8.133587417660966,5.765191102784844,7.044032897274685,6.666956792429207,5.68697535633982,6.483107351457199,3.828641396489095,5.8522024797744745,5.308267697401205,6.0014148779611505,5.973809611869261,6.405228458030842,8.557237554862159,6.654109563934152,15.209865652704488,70.99388382604786,3.25606072
35149818,9.667575327569097,8.934850340289763,8.840580188488795,7.715569534520208,8.33758794211651,7.81762544305337,7.709308333385869,8.511376306094673,7.337587743538596,8.392763113038061,8.258163361537619,8.878079256126435,8.691314551644853,9.308464769969381,11.837199127042252,8.62053706564394,20.45754858381184,69.03008348675445,4.1624213333333335
36761320,7.957527402230773,7.675081857716334,7.719573989259581,5.147494476813453,3.871201010907891,5.937536205082426,5.198497031265826,6.320768294250582,5.030437921392435,6.569481420414296,6.135564891081739,6.715383386334681,6.762729506931879,7.1592919047975645,9.436362212262013,6.985373998537236,16.420730765901535,71.27771498253968,4.005252866666666
40955019,11.853802272924089,11.099680169543102,11.310405282483078,9.907678757154596,9.704365657063827,10.191107123034703,9.674074388208323,7.2991214627108,7.751045117971802,9.30301070681749,9.038483865029992,9.648143587996293,9.495068084601527,10.082177523096034,12.69941626973251,9.897573045041847,22.59693596414959,66.55663917996036,2.531698640000001
41010830,9.220587688427733,7.787796878181171,8.768574284141687,6.068425588244111,7.513163545234075,7.203405521083095,6.2166061010848646,6.3818160174060985,4.890349128221754,5.996452088619021,5.459585514144159,6.093569770045136,6.280395838960195,6.517671272912275,8.720003807274052,5.876142968216164,14.593174406368336,70.421216088056,3.769488933333333
41339733,9.231710397712375,8.797246236703527,8.81001204797317,5.337538079701318,7.330405211844402,7.52456122628536,4.9344739331306915,7.706612913964197,4.859812404361672,8.667335849845957,8.446985296372741,9.194515821629212,8.689127655323706,9.58211080356025,12.110613437546128,11.568766457572334,23.679364937395967,68.72639742380059,5.2687855333333315
47754491,7.691200097522863,7.166265974133638,7.1592919047975645,6.075346031088684,5.220355825078324,5.937536205082426,5.834810737062605,5.356586274672012,4.553876891600541,5.945420608606575,5.598421958998375,6.263398262591624,6.16541785423142,6.677083461247136,8.861092702655489,6.302901454743496,15.162019944612084,72.36374202993558,4.8219172000000015
47838894,9.701922012375412,9.258368340986765,9.36691667901828,7.204892510204673,6.675823221634848,7.851271997109883,7.166265974133638,7.878155336503324,5.82600010738045,8.06777619577889,7.67786350067821,8.31996102188653,8.168486417126681,8.74257423767064,11.209189977402872,9.228768200393876,20.437846451017123,68.57030650942356,5.371555
51732151,9.43731656931057,8.953769294549454,9.005773206234908,6.962243464266207,7.255591274253665,7.611347717403621,6.871091294610546,6.97914527506881,4.762173934797756,6.3578422665081,5.905361848054571,6.53813982376767,6.541029999189903,6.963189985870238,9.206730605439787,6.813103503072046,16.01863397166283,69.80459422313503,4.925895933333334
52512066,6.410174881966167,5.579729825986222,5.8377304471659395,4.59511985013459,4.430816798843313,4.574710978503383,4.465908118654584,4.127134385045092,3.4011973816621555,4.976733742420574,4.727387818712341,5.407171771460119,5.159055299214529,5.814130531825066,7.8176921992915736,5.631458939509228,13.445160177198476,74.82783463578657,3.7071870533333335
56604179,10.252523392677578,9.558176367247711,9.593218981411551,7.653969180478774,8.571491964823617,8.756525002926972,7.630946580890459,8.33302993974291,6.481577129276431,8.390041405755754,8.077136638538454,8.706159290928861,8.528133131454572,9.133351330448047,11.643112300733788,9.293540571823563,20.936552073087928,68.20965260332012,5.444093199999998
