project_id,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Index,cross-entropy_mean
11161411,11.750027146752942,11.032289512367296,11.365828184665654,8.770128527538184,9.69830670159609,9.788076701024801,8.752897524775305,9.235325624670091,7.444833273892193,10.904064284264555,10.705466716232126,11.256328537396799,10.935015860910363,11.71149759634994,14.469971312288166,13.472095774379925,27.942065157192065,65.60425651701446,4.649215466666666
26427893,10.509686990445372,10.008117801614212,10.011085563134147,8.226840890408578,8.193400231952097,8.912473274466036,8.119398589612294,8.55564437779049,6.401917196727186,9.885272664115224,9.608109273449877,10.256360277191787,9.915465529295535,10.676992775661722,13.337574969241293,12.399863326487115,25.737432563832016,67.14798425123546,4.9535988
27472783,9.128479345495862,8.357024439263416,8.45638105201948,6.100318952020064,7.757478766584179,7.465082736399547,6.056784013228625,7.237778191923443,5.3981627015177525,6.964135612418245,6.52649485957079,7.142827401161621,7.15305163493748,7.5740450053721995,9.907523612063134,7.402055100790792,17.30891875941791,70.13054496260055,5.120644466666667
27489574,9.978966013712034,9.230535079261703,9.365205082537098,7.278628942320682,8.685246776412487,7.865187954187467,7.226936018493289,7.693025748417888,5.308267697401205,6.960347729101308,6.467698726104354,7.086737934510577,7.134890851565884,7.516977224604321,9.847884307909956,7.429684698443281,17.27692262674289,69.10786634708116,3.933792666666668
27496810,8.543835122362658,8.183955717304954,8.22282213081366,5.793013608384144,4.663439094112067,6.97166860472579,5.484796933490655,6.962243464266207,5.181783550292085,6.9975959829819265,6.455198563340122,7.106606137727303,7.147559271189454,7.5256399750415355,9.85832678921894,7.581519489940005,17.439284078666176,70.41012502823233,4.802755400000001
27940657,8.43663368355782,8.160518247477505,8.22389538017882,5.655991810819852,0.0,6.466144724237619,5.493061443340548,6.98933526597456,5.4116460518550396,6.666956792429207,6.1224928095143865,6.78105762593618,6.9167150203536085,7.197435354096591,9.497072145377247,6.686910093369411,16.18265934971389,70.63266137422582,4.652295733333332
28261590,9.889591447344017,9.307194813340065,9.533944453604027,7.029972911706386,7.186144304522325,8.188966863648876,6.891625897052253,7.765993079407675,6.415096959171596,8.487558386286548,8.186185994226083,8.847072312567807,8.605936401250625,9.263312256742289,11.78216894766628,9.56672371602675,21.348815001760077,68.28534092111224,3.921776
28420571,11.5595991051679,10.61120309727147,10.750299580640224,8.994172434398399,10.235413757309422,9.95151552154671,9.135616825780247,9.073030421011577,7.6093665379542115,9.771041285235823,9.539931847505173,10.139705263337609,9.87996300748917,10.577248019295883,13.23424082468016,11.008842870939294,24.243065352541876,66.58537961623225,4.539704933333334
28687875,11.860980362834509,11.192940562206463,11.723307938981824,8.2482674474469,7.336936913707618,9.456027887725288,8.268218880067506,6.93537044601511,4.574710978503383,6.455198563340122,5.942799375126701,6.579251212010101,6.595780513961311,7.003065458786462,9.254987358163289,7.137096253204299,16.39119267577518,67.24223129090727,3.1758345666666665
28884786,10.603188212065916,9.73317361486645,10.154713087977294,8.089175678837561,8.794521851788527,8.657302899400882,7.698029170272805,8.525161361065415,6.569481420414296,8.640472207576408,8.327242607457793,8.970432074329242,8.75904072752422,9.392745258631441,11.929249907076231,9.706131947532713,21.63531434961343,67.54509844448677,3.2988986599999994
29026813,8.942199454731238,8.532869670801245,8.633196867172543,5.730099782973574,5.159055299214529,7.353081920515432,5.707110264748875,7.397561535524052,5.337538079701318,7.3914152346753585,6.917705609835305,7.54274354536855,7.511524648390866,7.971085753505607,10.353650837944768,8.281900656058665,18.635266537567198,69.6884851211992,4.614163333333334
29126205,8.97297111339799,8.427049641563272,8.40290404501411,7.201916317531627,5.978885764901122,7.503289630675082,7.107425474110705,6.489204931325317,5.181783550292085,8.217438537730187,7.829630389150193,8.494129251817686,8.264105763728956,8.90910013492555,11.387379585225176,10.177142250632272,21.564472468096135,69.62285629840814,4.408126266666667
29379373,8.866017398810255,8.454040376410969,8.580731212220226,5.916202062607435,5.583496308781699,7.035268599281097,5.886104031450156,6.92461239604856,5.583496308781699,7.500529485395295,6.990256500493881,7.6624678152002375,7.637234388789473,8.074649075066652,10.473851277677287,8.21670494047273,18.69025781930632,69.80088692163002,3.1569712000000005
29817913,9.895707365217167,9.361944956108077,9.568084743872936,6.5638555265321274,6.641182169740591,8.085486772102845,7.335633981927201,7.865955413933502,4.990432586778736,5.910796644040527,5.429345628954441,5.978885764901122,6.244166900663736,6.432940092739179,8.629359209131684,5.659768557271552,14.28546019239625,69.45973981042827,3.3714758666666658
30169075,8.610136937058975,7.744569809354496,8.047189562170502,6.437751649736401,6.827629234502852,6.937314081223682,6.021023349349527,6.329720905522696,4.543294782270004,6.597145701886651,6.115892125483034,6.75110146893676,6.716594773520978,7.175489713624222,9.445717183205806,7.484278026639791,16.929354217292204,70.78998714625588,6.4855247999999985
31015510,9.731274729890462,9.27058845232154,9.504203303503045,6.816735880594968,5.0689042022202315,7.786967002614872,6.75110146893676,7.409741954080923,5.147494476813453,7.282761179605593,6.990256500493881,7.596894438144544,7.3938782901077555,8.031710375322042,10.398497922852577,8.436814949874663,18.835065637771695,68.74381307862465,2.6154954
31030536,9.085343881801498,8.19891444498699,8.79497643168877,5.831882477283517,5.537334267018537,7.43307534889858,5.641907070938114,6.951772164398911,5.135798437050262,6.71901315438526,6.2285110035911835,6.86484777797086,6.904750769961838,7.288927694521257,9.586890291440067,7.1221028624955,16.708117190859024,69.90451043970286,4.1416336000000005
31069027,9.69467827290507,8.798001694924846,9.207536444643448,8.392310009269547,5.655991810819852,7.390798521735676,8.379079889286603,7.962067308753666,6.214608098422191,7.911324018963353,7.44600149832412,8.0925452638913,8.079308192051961,8.513586695822125,10.96918398515783,8.450835407873466,19.41978842753445,68.87698330937097,3.995902333333333
31125446,7.5352967024440884,7.090076835776092,7.095064377287131,6.0844994130751715,0.0,5.438079308923196,6.0844994130751715,5.5909869805108565,4.634728988229636,6.838405200847344,6.489204931325317,7.151485463904735,6.942156705699469,7.566828479208331,9.870348858878288,8.00722994079765,17.877194029393774,71.91664835447536,3.3857412666666664
31400029,9.18686701579054,8.319473692442186,8.801017833540714,6.760414691083428,6.045005314036012,7.578656850594762,6.62273632394984,6.8001700683022,4.77912349311153,6.198478716492308,5.7430031878094825,6.380122536899765,6.413458957167357,6.803505257608338,9.027170684755161,6.4739495458447145,15.499455996311795,70.14673903440732,3.1308006733333333
31657027,9.225426009394223,8.679822114864455,8.722254235179681,6.403574197934815,7.042286171939743,7.706612913964197,6.476972362889683,7.543273346705446,5.765191102784844,7.417580402414544,6.933423025730715,7.576097340623111,7.592366128519796,7.998335395952982,10.391619774177263,7.894601769413417,18.285818046178008,69.62922456087047,4.707314066666666
32552050,9.173987542510384,8.181720455128108,8.883501584323207,6.104793232414985,5.902633333401366,7.412160334945205,6.021023349349527,6.70073110954781,4.844187086458591,6.251903883165888,5.8289456176102075,6.434546518787453,6.4692503167957724,6.8690144506657065,9.101419204700843,6.5479802967910885,15.647854113205765,70.04276265841627,2.285517553333334
34561609,9.18574025510795,8.709630081951286,8.71915396346254,6.884486652042782,6.990256500493881,7.441906728051625,6.744059186311348,6.854354502255021,5.5909869805108565,7.858640655620791,7.471932078245122,8.112527763478637,7.956827122090111,8.535622326884605,10.97594227734538,9.049338906981887,20.025146602244007,69.44894550837562,3.588059513333334
