project_id,language,url,bytes,created_at,updated_at,year_diff,forked_from,original_project
3879861,Python,https://api.github.com/repos/kovidgoyal/calibre,20898510,2013-05-28 10:03:23,2019-05-31 19:09:07,6,0,YES
3922905,Python,https://api.github.com/repos/jgoguen/calibre,17544279,2013-05-30 20:22:46,2019-05-18 17:35:14,5,3879861,NO
3929178,Python,https://api.github.com/repos/edx/edx-platform,18189206,2013-05-30 20:20:38,2019-05-31 08:21:32,6,0,YES
3933446,Python,https://api.github.com/repos/mikalstill/nova,16315242,2013-06-04 08:33:17,2019-03-13 23:09:22,5,10824,NO
3940702,Python,https://api.github.com/repos/t3d/calibre,20832364,2013-06-02 10:52:39,2019-01-22 08:46:58,5,3879861,NO
3946682,Python,https://api.github.com/repos/bendmorris/static-python,21786481,2013-10-11 19:12:22,2019-05-31 21:12:34,5,0,YES
4022910,Python,https://api.github.com/repos/woodrow/pyoac,35197024,2009-12-14 00:01:34,2019-05-27 01:03:48,9,0,YES
4027987,Python,https://api.github.com/repos/shinglyu/ns3-h264-svc,31559267,2013-06-10 12:19:16,2019-04-16 02:48:51,5,0,YES
4040225,Python,https://api.github.com/repos/Metallicow/Phoenix,14497159,2013-06-11 20:23:44,2019-02-14 09:39:35,5,2443151,NO
4067964,Python,https://api.github.com/repos/cbhaley/calibre,20822268,2013-06-01 08:20:24,2019-05-22 08:44:46,5,3879861,NO
4086661,Python,https://api.github.com/repos/cpennington/edx-platform,17495072,2013-06-14 12:13:54,2019-05-31 18:12:32,5,3929178,NO
4090191,Python,https://api.github.com/repos/zruan/biopython,10993384,2013-06-14 16:19:10,2019-05-15 07:56:24,5,55275,NO
4106790,Python,https://api.github.com/repos/stepos01/ns3-lr-wpan-mlme,30261955,2013-04-22 21:27:26,2019-02-19 12:19:43,5,0,YES
4359493,Python,https://api.github.com/repos/funkybob/django,11310936,2013-07-06 03:21:45,2019-05-15 23:32:33,5,1226,NO
4378847,Python,https://api.github.com/repos/wesen/blender,14821971,2013-06-21 05:18:53,2019-05-25 08:36:43,5,0,YES
4380530,Python,https://api.github.com/repos/kobolabs/calibre,15449089,2013-06-07 04:21:52,2019-02-12 23:16:28,5,0,YES
4429866,Python,https://api.github.com/repos/chenguo367/lovegrace,19844464,2013-07-09 01:08:45,2018-12-11 23:47:03,5,0,YES
4449031,Python,https://api.github.com/repos/santoshphilip/eppy,13862166,2012-09-28 20:17:52,2019-05-31 10:00:34,6,0,YES
4455477,Python,https://api.github.com/repos/vbraun/sage,63458331,2013-07-13 03:50:00,2019-05-27 20:04:50,5,323872,NO
4473333,Python,https://api.github.com/repos/cms-sw/genproductions,27923442,2013-07-15 14:18:33,2019-05-31 10:06:20,5,0,YES
4483000,Python,https://api.github.com/repos/mdornseif/huBarcode,30917758,2010-04-18 10:48:44,2019-02-26 20:53:50,8,333065,NO
4542112,Python,https://api.github.com/repos/bizonix/DropBoxLibrarySRC,15466124,2013-07-10 21:58:57,2018-12-23 13:59:00,5,0,YES
4550070,Python,https://api.github.com/repos/covarell/genproductions,14940517,2013-07-17 16:44:53,2019-04-08 11:27:17,5,4473333,NO
4695822,Python,https://api.github.com/repos/mrichart/ns-3-dev-git,36848329,2013-07-26 20:53:37,2019-03-27 17:58:43,5,3314898,NO
4723318,Python,https://api.github.com/repos/dpsanders/sympy,13177677,2013-07-28 05:51:38,2019-02-14 07:05:32,5,9793,NO
4725103,Python,https://api.github.com/repos/minusf/django,10488175,2015-02-02 19:02:05,2018-11-09 10:23:37,3,1226,NO
4748277,Python,https://api.github.com/repos/Stanford-Online/edx-platform,17965355,2013-07-23 19:05:46,2019-05-24 18:40:30,5,3929178,NO
4757690,Python,https://api.github.com/repos/golismero/golismero,10603464,2013-07-30 10:52:30,2019-05-28 18:45:24,5,0,YES
4766756,Python,https://api.github.com/repos/alviano/wasp,183567251,2013-07-31 13:15:05,2019-05-27 08:06:51,5,0,YES
