project_id,max_contribution
1142,20.93985311889932
1490,51.935483870967744
8081,92.96600234466588
8871,27.552890221555888
9793,17.819579288025892
10824,45.304134209587
11453,31.08108108108108
13666,20.86824067022087
31723,17.162886597938147
45658,40.349264705882355
54266,29.324894514767934
55818,19.85854189336235
62741,96.22302158273382
64630,23.30073932745051
69206,40.86142513683564
85925,97.77777777777777
131909,37.735849056603776
144335,36.734693877551024
153663,57.12101910828026
181526,19.590387234870597
188867,72.72727272727273
194154,99.05660377358491
195159,18.72158097236796
223561,41.74528301886792
286987,42.5287356321839
323872,16.04299363057325
333065,77.27272727272727
417964,65.48672566371681
480189,17.251461988304094
494272,99.24242424242425
506900,100.0
680323,67.93893129770993
701640,66.66666666666666
728153,87.30559058427912
775232,32.35294117647059
795859,100.0
802405,89.88648090815273
809314,37.132309509746015
829649,29.788961038961038
856441,72.265625
894588,100.0
901605,95.55555555555556
1062235,10.655737704918032
1069376,100.0
1193745,100.0
1432841,100.0
1522387,83.33333333333334
1974423,40.75235109717868
2230747,30.392156862745097
2309585,95.06172839506173
2467274,41.17647058823529
2501984,80.0
2511063,71.42857142857143
2689873,87.5
2771113,100.0
2789109,36.0
2794780,33.03822937625755
2847704,42.99065420560748
2884492,100.0
3010407,95.23809523809523
3111304,100.0
3182310,86.50519031141869
3202818,99.32432432432432
3213843,51.472650771388494
3219077,20.27148162376745
3605768,100.0
3672400,100.0
3780176,84.08360128617363
3867439,100.0
3879861,86.88928571428572
3929178,3.0575539568345325
3946682,85.71428571428571
4022910,100.0
4027987,43.75
4378847,100.0
4429866,100.0
4449031,59.39490445859873
4473333,18.824328916072037
4542112,100.0
4757690,83.92857142857143
4766756,72.89002557544757
4837138,45.42599958132719
4845094,30.76923076923077
4928468,60.0
5017985,100.0
5080558,100.0
5112713,100.0
5114635,76.49769585253456
5157401,88.76969812037213
5374655,50.051993067590985
5490882,98.64864864864865
5531064,99.87515605493134
5541827,54.15479061609296
5541830,61.458333333333336
5774282,100.0
5783454,86.81318681318682
6065028,94.11764705882352
6120371,87.5
6197453,100.0
6211510,100.0
6369242,30.275229357798167
6389567,36.92463328275164
6476018,100.0
6509126,81.62393162393163
6647075,100.0
6850710,100.0
7296431,78.29787234042553
7332763,100.0
7405649,68.85245901639344
7484910,50.0
7517171,100.0
7565205,80.95238095238095
7667597,100.0
7710184,80.85106382978722
7808844,71.95121951219512
7820774,100.0
8263008,54.02635431918009
8429554,100.0
8528375,100.0
8533092,100.0
8642892,67.64705882352942
8892059,91.30434782608695
8961082,12.906976744186046
8964129,57.31778425655977
9011315,59.25925925925925
9220450,36.36363636363637
9313674,70.3862660944206
9408755,100.0
9555207,100.0
9714508,20.59620596205962
9755597,94.3089430894309
9806716,68.74304783092325
9859425,98.42743747191852
9911373,100.0
9914117,22.837232453957192
9936411,36.31735256682223
9992447,86.1664712778429
9995770,100.0
10016145,100.0
10083240,73.0
10095118,90.0
10230856,90.9090909090909
10275805,100.0
10468973,40.72119613016711
10491744,77.01329163408913
10535452,19.183982683982684
10597460,45.83333333333333
10609057,37.50748951467945
10617561,37.83743915031715
10749359,97.36842105263158
10752221,66.66666666666666
10768726,80.0
10775142,91.53094462540716
11015752,15.18931611388318
11114278,70.0
11201097,100.0
11637464,42.24948875255624
11664079,46.22553588070829
11745340,90.38461538461539
11765420,100.0
11803289,80.0
11881598,60.0
12286104,70.42178323545116
12365328,100.0
12390090,89.75069252077562
12445377,100.0
12482617,97.25130890052355
12482853,76.01214574898786
12493589,100.0
