project_id,order,cross-entropy
52515283,1,8.066469999999999
13800286,1,5.569889000000001
7710184,1,7.868148000000001
9992447,1,7.732836000000001
795859,1,7.335821
85925,1,7.8715459999999995
1522387,1,6.183383000000001
30277669,1,7.062882
18861790,1,8.002434000000001
17172918,1,7.9363410000000005
24938794,1,7.381773
1432841,1,6.925037999999999
34611402,1,7.004793000000001
17785499,1,7.216944
4757690,1,7.8647089999999995
8533092,1,7.172091
18129905,1,4.273332999999999
57421331,1,7.695583999999999
1490,1,7.85131
9220450,1,7.839299
8642892,1,7.853571
28851790,1,7.041704
10824,1,7.870344
9714508,1,7.513631999999999
9408755,1,8.011013
20693413,1,6.974868000000001
38021184,1,7.355418
775232,1,7.298489999999999
29085491,1,7.686763000000001
16472186,1,7.966154
14218149,1,7.028503000000001
21322704,1,7.870035
29669543,1,7.603947
21360040,1,7.786581
12984034,1,7.812304
28703055,1,7.519087999999999
14870171,1,4.200025
13936271,1,7.848437000000001
4027987,1,4.548473
27590149,1,7.8623829999999995
28370725,1,6.980815
10768726,1,7.844973
52922816,1,7.674989999999999
8081,1,7.976304000000001
13407016,1,7.0321240000000005
10749359,1,7.787916
10468973,1,7.8476050000000015
701640,1,7.8335300000000005
728153,1,7.849059
22304244,1,7.998588999999998
2467274,1,7.953753000000001
8964129,1,7.19265
13666,1,7.842094
26221512,1,7.823483000000001
7565205,1,6.915215999999999
5374655,1,7.854173
25333585,1,7.879046000000001
6197453,1,8.041623
18826708,1,7.315582999999999
12555637,1,7.840414
15634015,1,7.066630000000001
14989147,1,7.22568
8961082,1,7.0188429999999995
31266028,1,6.943305
14286544,1,6.450306
4542112,1,7.860460999999999
30932642,1,7.064992999999999
18838350,1,6.528881
12286104,1,7.726572999999999
13825157,1,7.963174
16620617,1,7.109055
3219077,1,6.565873000000001
7808844,1,7.857483
18422785,1,7.347521
2230747,1,7.809464000000001
29559601,1,7.829725000000001
10617561,1,7.9106640000000015
18548728,1,7.834579
27552291,1,7.875846
11114278,1,7.849977999999998
7517171,1,8.053132999999999
8892059,1,7.520683
19556947,1,7.710759
30682266,1,7.875696
9936411,1,7.722173000000001
4449031,1,6.580999
15789441,1,7.147447
19982733,1,4.342456
3867439,1,7.900412
9911373,1,8.007052999999999
2884492,1,6.687481000000001
17440881,1,7.836099
25865890,1,4.218549
13988762,1,7.1682310000000005
62741,1,8.033609000000002
22752448,1,6.446283999999999
9793,1,6.433331
19982922,1,7.960986
7296431,1,7.193264999999999
1974423,1,4.865168
18284713,1,6.99577
53262729,1,8.012929000000002
19968609,1,7.874575999999999
4473333,1,7.784803000000001
54266,1,6.8161950000000004
19713594,1,7.068526
13591501,1,7.831692999999999
22331853,1,7.906992
29209187,1,5.205592
25224120,1,6.788487999999999
21201454,1,4.974367
28977818,1,4.746004999999999
3946682,1,7.837153000000001
56567840,1,7.3386689999999986
27683090,1,7.007441
9995770,1,4.700673999999999
3202818,1,6.071501
47727488,1,8.015581999999998
12482853,1,7.139408
1193745,1,7.861745999999999
24841797,1,7.7142219999999995
6389567,1,8.00912
1062235,1,7.985001
4022910,1,7.550659999999999
195159,1,6.898193000000001
194154,1,7.132875999999999
52841113,1,7.2500860000000005
23686537,1,7.605697999999999
27105955,1,7.861659
12482617,1,7.732671000000001
9914117,1,8.00629
52785686,1,7.837603999999999
323872,1,7.24256
21620625,1,6.649486999999999
20077201,1,6.967214000000001
17663271,1,7.039598
57321820,1,7.846278000000001
680323,1,7.857669999999999
7405649,1,7.851746
21685135,1,6.639545
9755597,1,7.108949
802405,1,7.842326
22216656,1,8.029083
10095118,1,7.832741
31675261,1,7.2910960000000005
31011708,1,7.984742
2309585,1,6.947095
286987,1,6.942832
2847704,1,4.248675
15630156,1,6.997844000000001
10775142,1,7.938626999999999
14819160,1,8.008895999999998
7332763,1,4.215336000000001
12573478,1,6.291361
32717382,1,5.990005
19531511,1,7.839051
6647075,1,7.274671
27984276,1,7.850269
24796473,1,8.030996
22086032,1,6.7133970000000005
8871,1,6.936936
9859425,1,7.227461
15219914,1,7.379454999999998
14536251,1,7.052988999999999
17632542,1,7.0991290000000005
30563070,1,7.2843279999999995
10597460,1,7.803795000000001
29612597,1,7.718601000000001
19938807,1,7.429782
30842366,1,7.707758
9313674,1,6.96058
17665409,1,7.826156999999999
15818554,1,6.696112000000001
10230856,1,7.8220139999999985
31723,1,7.070478
15777563,1,7.830246
13485883,1,7.856922999999999
3605768,1,6.381402
3672400,1,7.824796999999999
856441,1,7.860817
29875128,1,7.272841
18264371,1,7.859039
6476018,1,7.715602
28987187,1,7.845286
494272,1,5.023877000000001
7820774,1,8.020315
31462347,1,8.004532000000001
20593971,1,8.019011
28544819,1,7.675730999999999
480189,1,6.644005
20187604,1,7.731198999999999
1069376,1,7.8537289999999995
809314,1,6.535474000000001
26348442,1,7.361758
29365494,1,7.456015000000001
43033531,1,7.974791000000001
21561964,1,7.936615000000001
29257438,1,7.872629000000001
6369242,1,6.738124999999999
8429554,1,7.177776
4928468,1,7.2772689999999995
52835462,1,8.068627000000001
10491744,1,7.8502920000000005
131909,1,6.954843000000001
27368905,1,7.844275999999999
27232554,1,6.4692989999999995
11015752,1,7.751862
11453,1,7.842843
48762605,1,5.976272
34845713,1,8.007455
13046341,1,7.819114000000001
3213843,1,7.1393939999999985
13963468,1,7.937
5774282,1,7.847202
223561,1,7.192556000000001
16102031,1,8.007259999999999
30593749,1,7.128469
12365328,1,7.862774999999999
5531064,1,7.999070999999999
