project_id,author_id,total_commit_author
1142,399843,1
1142,401908,8
1142,403471,1
1142,405116,23
1142,408644,2
1142,411578,2
1142,415297,1
1142,422317,1
1142,426990,2
1142,428844,3
1142,430635,6
1142,433207,2
1142,433678,1
1142,434260,2
1142,434537,2
1142,442713,1
1142,448901,5
1142,450013,4
1142,451566,2
1142,454729,1
1142,457174,3
1142,457719,12
1142,457996,3
1142,459860,6
1142,460270,1
1142,460647,1
1142,462573,1
1142,470804,1
1142,470960,2
1142,471484,1
1142,475140,81
1142,476473,1
1142,476614,5
1142,477480,2
1142,479107,1
1142,484432,1
1142,484866,1
1142,485320,5
1142,485897,9
1142,485899,4
1142,486261,2
1142,488860,1
1142,490829,2
1142,491024,1
1142,493900,1
1142,495520,1
1142,500383,35
1142,500449,3
1142,505076,2
1142,506306,1
1142,508069,1
1142,510295,1
1142,512102,1
1142,513409,3
1142,513554,3
1142,520996,1
1142,522284,1
1142,523994,1
1142,525366,2
1142,530839,2
1142,532160,23
1142,533122,1
1142,533812,34
1142,534704,1
1142,548626,1
1142,551577,1
1142,552499,6
1142,556799,1
1142,557752,1
1142,564406,3
1142,564566,2
1142,572898,1
1142,575044,1
1142,577063,1
1142,577250,46
1142,577485,7
1142,580025,1
1142,587327,2
1142,588741,1
1142,589657,9
1142,593333,4
1142,593905,3
1142,595647,12
1142,598981,1
1142,604581,1
1142,611265,3
1142,614441,1
1142,615386,1
1142,615511,6
1142,617071,4
1142,617738,1
1142,618432,20
1142,619411,1
1142,622939,1
1142,625971,18
1142,626335,2
1142,629490,3
1142,640013,6
1142,645125,1
1142,649832,25
1142,652016,12
1142,655372,1
1142,659547,1
1142,660019,70
1142,660332,5
1142,663053,1
1142,663098,1
1142,663508,1
1142,670093,1
1142,675295,6
1142,680046,3
1142,680574,8
1142,683000,3
1142,699477,5
1142,703732,5
1142,708741,3
1142,709652,1
1142,713175,1
1142,713756,1
1142,716215,5
1142,720743,1
1142,723123,1
1142,726836,1
1142,727390,1
1142,727948,20
1142,729838,3
1142,737993,1
1142,740679,8
1142,744126,1
1142,744617,1
1142,752240,24
1142,756804,39
1142,758727,3
1142,768671,3
1142,769100,1
1142,770761,1
1142,781080,1
1142,781348,1
1142,785417,6
1142,786309,2
1142,787076,2
1142,787158,1
1142,788430,20
1142,788471,1
1142,789720,4
1142,791750,37
1142,796849,1
1142,796859,1
1142,802698,4
1142,807927,9
1142,811400,4
1142,820228,1
1142,825077,3
1142,827138,4
1142,832387,6
1142,845699,1
1142,848467,7
1142,851296,2
1142,851297,2
1142,863204,2
1142,870888,1
1142,877649,2
1142,877659,74
1142,877673,3
1142,877683,4
1142,886482,2
1142,887428,2
1142,889728,18
1142,894755,1
1142,895715,1
1142,899733,4
1142,903242,3
1142,912235,1
1142,913426,8
1142,914869,4
1142,920584,1
1142,926588,2
1142,930595,1
1142,934397,1
1142,938868,9
1142,945500,1412
1142,946577,2
1142,947129,1
1142,948180,2
1142,954156,1
1142,956209,1
1142,962200,1
1142,971775,2
1142,985663,1
1142,988811,8
1142,991995,276
1142,993070,1
1142,993265,4
1142,1000632,1
1142,1003133,1
1142,1006360,67
1142,1007326,1
1142,1008286,1
1142,1012687,1
1142,1012979,11
1142,1015653,8
1142,1015943,1
1142,1018199,47
1142,1021950,2
1142,1027059,3
1142,1028111,98
1142,1033092,3
1142,1037816,1
1142,1041525,1
1142,1044865,4
1142,1044960,5
1142,1045686,18
1142,1049088,1
1142,1049515,5
1142,1053281,1
1142,1060176,30
1142,1064395,1
1142,1072286,1
1142,1077843,7
1142,1078133,6
1142,1083956,1
1142,1092672,1
1142,1109670,4
1142,1112947,5
1142,1120414,5
1142,1129020,193
1142,1129622,1
1142,1136901,1
1142,1141651,3
1142,1161539,2
1142,1163018,2
1142,1164153,1
1142,1174672,2
1142,1180591,4
1142,1189634,1
1142,1189725,2
1142,1193702,7133
1142,1194639,1
1142,1205255,2
1142,1205532,1
1142,1224233,231
1142,1228186,7
1142,1235722,2
1142,1236133,2
1142,1239326,2
1142,1246578,1
1142,1251697,9
1142,1257129,4
1142,1259640,36
1142,1260600,50
1142,1273682,1
1142,1278068,1
1142,1283683,1
1142,1284709,1
1142,1291288,7
1142,1293288,43
1142,1296107,62
1142,1305551,1
1142,1315542,3
1142,1321104,2
1142,1324197,3
1142,1341572,18
1142,1343062,1
1142,1343722,1
1142,1345884,13
1142,1381136,4
1142,1382141,1
1142,1383486,1
1142,1390615,2
1142,1392701,1
1142,1395153,1
1142,1396296,2
1142,1403731,5
1142,1409872,1
1142,1413154,1
1142,1414671,3
1142,1422559,1
1142,1426902,4
1142,1430103,2
1142,1439831,1
1142,1442630,7
1142,1442872,1
1142,1443448,784
1142,1445623,64
1142,1445624,6
1142,1446944,1
1142,1449989,1
1142,1459071,3
1142,1460455,3
1142,1460964,2
1142,1461883,12
1142,1463635,36
1142,1466326,1
1142,1470039,1
1142,1486479,1
1142,1489654,110
1142,1507208,1
1142,1510995,1
1142,1520062,12
1142,1531585,1
1142,1533549,21
1142,1533648,1
1142,1534390,4
1142,1538935,1
1142,1539159,14
1142,1545701,1
1142,1556914,17
1142,1558311,2
1142,1566818,2
1142,1567836,1573
1142,1572021,3
1142,1592062,15
1142,1593447,1
1142,1595984,1
1142,1596151,1
1142,1604630,1
1142,1607477,3
1142,1612898,2
1142,1631741,2
1142,1641513,8
1142,1657927,4
1142,1669142,8
1142,1671783,57
1142,1674302,3484
1142,1681924,9
1142,1684675,6
1142,1684995,35
1142,1692184,6
1142,1698534,6
1142,1699562,3
1142,1704569,31
1142,1708937,3
1142,1710601,2
1142,1720520,2
1142,1730447,2
1142,1739728,7
1142,1745058,1
1142,1751104,1
1142,1752579,7
1142,1754039,1
1142,1760211,2
1142,1761790,3
1142,1767036,1
1142,1769659,7
1142,1776100,2
1142,1799607,11
1142,1805379,1
1142,1809166,1056
1142,1830794,2
1142,1836298,3
1142,1841281,1
1142,1847459,1
1142,1855395,2
1142,1856927,2
1142,1861517,1
1142,1866923,16
1142,1866925,30
1142,1868833,32
1142,1870571,1
1142,1879938,2
1142,1888404,11
1142,1888434,2
1142,1903052,53
1142,1905459,2
1142,1907075,11
1142,1907729,11
1142,1912473,2
1142,1912993,1
1142,1916178,1
1142,1921729,1
1142,1921855,1
1142,1923362,1
1142,1932710,2
1142,1943467,1
1142,1952505,3
1142,1954829,9
1142,1960292,16
1142,1962311,2
1142,1963928,1
1142,1964028,11
1142,1974451,2
1142,1991940,14
1142,2017057,1
1142,2017139,2
1142,2022215,1
1142,2038680,1
1142,2052832,1
1142,2056397,1
1142,2058827,1
1142,2069366,1
1142,2069584,1
1142,2071344,2
1142,2073456,1
1142,2077715,1
1142,2085911,1
1142,2087933,3
1142,2106296,13
1142,2107508,1
1142,2107965,1
1142,2108775,1
1142,2112728,1
1142,2125658,1
1142,2137247,19
1142,2147210,6
1142,2148883,1
1142,2159164,3
1142,2160795,4
1142,2163290,1
1142,2167871,15
1142,2168677,1
1142,2172911,182
1142,2178178,1
1142,2181690,1
1142,2182917,1
1142,2215824,1
1142,2219633,1
1142,2254909,3
1142,2260009,1
1142,2278663,1
1142,2280753,6
1142,2297746,6
1142,2302030,2
1142,2317225,2
1142,2320010,69
1142,2328934,1
1142,2333018,1
1142,2342613,1
1142,2351929,3
1142,2355100,11
1142,2357622,1
1142,2361280,1
1142,2385582,1
1142,2396050,3
1142,2410265,5
1142,2417176,1
1142,2461595,4
1142,2465526,1
1142,2466300,3
1142,2481143,1
1142,2503934,4
1142,2505252,5
1142,2511847,5
1142,2514552,4
1142,2514760,3
1142,2516144,1
1142,2518433,14
1142,2524542,2
1142,2524620,4
1142,2526411,2
1142,2543322,10
1142,2548079,1
1142,2548556,2
1142,2565638,9
1142,2567728,5
1142,2574738,1
1142,2582970,2
1142,2594875,1
1142,2601568,2
1142,2603429,2
1142,2619034,5
1142,2620923,4
1142,2622189,1
1142,2633499,4
1142,2635059,1
1142,2637853,4
1142,2638132,1
1142,2646232,1
1142,2653062,3
1142,2656062,13
1142,2661783,5
1142,2673845,6
1142,2689055,4
1142,2708511,51
1142,2743488,47
1142,2743538,4
1142,2748555,1
1142,2809214,1
1142,2824727,2
1142,2830508,1
1142,2835184,30
1142,2837730,1
1142,2838658,6
1142,2842772,2
1142,2862816,26
1142,2881505,1
1142,2898780,5
1142,2898787,22
1142,2903118,1
1142,2906284,5
1142,2912278,1
1142,2914043,3
1142,2914511,5
1142,2918595,1
1142,2930675,11
1142,2967263,1
1142,2977796,2
1142,2994469,4
1142,2994478,1
1142,2996376,1
1142,3006095,1
1142,3019994,6
1142,3029456,4
1142,3031079,2
1142,3034791,2
1142,3041724,3
1142,3043347,9
1142,3045846,21
1142,3055027,5
1142,3059730,1
1142,3061614,1
1142,3064541,1
1142,3087893,12
1142,3095316,2
1142,3098869,1
1142,3106104,95
1142,3107780,75
1142,3110116,3
1142,3111574,2
1142,3119461,3
1142,3135440,6
1142,3162554,12
1142,3165451,1
1142,3173148,1
1142,3179026,1
1142,3181639,1
1142,3225072,1
1142,3228831,1
1142,3232949,1
1142,3233160,7
1142,3249327,1
1142,3250371,2
1142,3274682,14
1142,3307580,6133
1142,3329599,1
1142,3330075,1
1142,3336057,1
1142,3336541,6
1142,3360297,1
1142,3365545,36
1142,3379232,1
1142,3391453,3
1142,3442141,5
1142,3448229,1
1142,3452713,1
1142,3470972,4
1142,3484533,1
1142,3485733,4
1142,3486619,3
1142,3486662,1
1142,3505783,6
1142,3508249,1
1142,3522388,1
1142,3558610,2
1142,3563454,4
1142,3565842,2
1142,3588297,19
1142,3590146,1
1142,3598590,2
1142,3601985,3
1142,3607019,3
1142,3607609,1
1142,3617828,1
1142,3618853,1
1142,3621850,4
1142,3643366,1
1142,3644233,2
1142,3649193,4
1142,3649795,1
1142,3660515,1
1142,3687048,2
1142,3689273,2
1142,3708105,5
1142,3714319,1
1142,3718292,1
1142,3722982,2
1142,3774494,3
1142,3778464,1
1142,3785049,2
1142,3787301,1
1142,3796520,1
1142,3811883,4
1142,3824577,8
1142,3859015,1
1142,3863969,1
1142,3879683,19
1142,3880743,2
1142,3880996,1
1142,3921257,20
1142,3933681,2
1142,3933682,2
1142,3933702,1
1142,3937656,2
1142,3945781,1
1142,3965584,1
1142,3966167,1
1142,3976735,1
1142,3978047,1
1142,3986715,5
1142,4000903,1
1142,4008315,1
1142,4015253,3
1142,4016501,5
1142,4022548,8
1142,4048939,1
1142,4055128,3
1142,4070849,20
1142,4101360,6
1142,4116958,1
1142,4157936,2
1142,4176161,1
1142,4235892,4
1142,4261438,1
1142,4270348,3
1142,4275738,1
1142,4291435,4
1142,4304775,1
1142,4392094,97
1142,4412710,21
1142,4416505,3
1142,4424710,2
1142,4454509,1
1142,4475529,3
1142,4499069,1
1142,4525916,1
1142,4566030,1
1142,4605692,1
1142,4610162,6
1142,4628638,29
1142,4651124,4
1142,4673493,2
1142,4688074,1
1142,4689400,3
1142,4710539,3
1142,4711653,15
1142,4752822,1
1142,4764504,2
1142,4766594,1
1142,4771567,1
1142,4780891,2
1142,4893094,1
1142,4912019,18
1142,4928165,48
1142,4943347,13
1142,4968782,1
1142,4997563,3
1142,5015841,6
1142,5015960,3
1142,5015961,2
1142,5023904,1
1142,5051719,24
1142,5062445,1
1142,5072153,91
1142,5076561,6
1142,5084854,1
1142,5085796,4
1142,5089336,1
1142,5098001,2
1142,5111685,4
1142,5124000,5
1142,5387160,1
1142,5440228,1
1142,5459705,1
1142,5499796,2
1142,5525751,2
1142,5526013,20
1142,5619495,3
1142,5669488,1
1142,5733828,1
1142,5762579,1
1142,5764383,184
1142,5807640,38
1142,5812689,2
1142,5854566,9
1142,5974278,3
1142,5996147,17
1142,6086947,3
1142,6097823,1
1142,6098725,2
1142,6102396,1
1142,6113577,1
1142,6127765,1
1142,6138408,2
1142,6160961,2
1142,6168875,10
1142,6172640,9
1142,6183750,2
1142,6195470,1
1142,6204542,1
1142,6205660,3
1142,6209375,3
1142,6210254,1
1142,6224467,2
1142,6232870,34
1142,6236649,4
1142,6245445,4
1142,6263326,1
1142,6371130,3
1142,6381475,8
1142,6405430,3
1142,6432949,3
1142,6438541,3
1142,6450587,1
1142,6460779,1
1142,6507182,1
1142,6509122,11
1142,6543589,1
1142,6595977,52
1142,6608015,3
1142,6613204,29
1142,6613240,1
1142,6739883,9
1142,6802296,1
1142,6802297,1
1142,6803618,2
1142,6844088,1
1142,6845325,1
1142,6845538,1
1142,6846618,2
1142,6916340,1
1142,6931639,1
1142,6942474,13
1142,6986360,1
1142,6989801,5
1142,6995572,4
1142,6997264,7
1142,7013104,1
1142,7018036,1
1142,7020248,1
1142,7067200,4
1142,7071294,3
1142,7092788,2
1142,7112728,5
1142,7124805,1
1142,7178433,2
1142,7214875,4
1142,7257531,1
1142,7262228,6
1142,7267227,2
1142,7304574,7
1142,7308158,2
1142,7314671,11
1142,7315669,917
1142,7317265,2
1142,7318561,137
1142,7348690,2
1142,7352370,1
1142,7365195,2
1142,7367457,1
1142,7367628,65
1142,7428853,1
1142,7454122,39
1142,7477796,10
1142,7494986,4
1142,7499588,1
1142,7500509,3
1142,7530240,1
1142,7545469,2
1142,7570347,1
1142,7575265,6
1142,7578773,1
1142,7590717,1
1142,7633706,4
1142,7656768,4
1142,7694862,1
1142,7713767,2
1142,7760802,3
1142,7845321,1
1142,7875300,2
1142,7878852,92
1142,7889371,15
1142,7972335,1
1142,8017476,2
1142,8046829,2
1142,8054880,2
1142,8148484,1
1142,8148485,1
1142,8150605,3
1142,8155374,16
1142,8188089,33
1142,8201163,4
1142,8262000,2
1142,8280347,1
1142,8286995,1
1142,8293449,1
1142,8308688,2
1142,8435131,1
1142,8467765,1
1142,8488384,19
1142,8495934,1
1142,8513183,3
1142,8542245,4
1142,8557390,1
1142,8583310,1
1142,8650880,4
1142,8667595,8
1142,8682540,1
1142,8699420,4
1142,8699421,3
1142,8733231,1
1142,8733751,4
1142,8765773,2
1142,8781546,1
1142,8832817,11
1142,8866233,103
1142,8866234,1
1142,8866235,2
1142,8866239,1
1142,8886880,4
1142,9056825,3
1142,9169082,10
1142,9181139,1
1142,9189131,1
1142,9203930,21
1142,9287094,2
1142,9309336,1
1142,9318455,1
1142,9329305,1
1142,9354202,12
1142,9480079,2
1142,9546292,1
1142,9547882,1
1142,9564616,6
1142,9610027,4
1142,9659658,3
1142,9766242,1
1142,10004821,1
1142,10014678,6
1142,10032560,2
1142,10040893,3
1142,10092223,33
1142,10130744,5
1142,10179407,2
1142,10217267,2
1142,10217550,1
1142,10306623,2
1142,10313079,14
1142,10318458,8
1142,10377150,1
1142,10402223,1
1142,10410057,1
1142,10410967,2
1142,10536370,5
1142,10581084,1
1142,10596912,2
1142,10604053,2
1142,10629281,3
1142,10633201,2
1142,10634425,1
1142,10643381,2
1142,10656473,33
1142,10658742,1
1142,10658834,13
1142,10681722,5
1142,10685687,1
1142,10777501,1
1142,10779778,1
1142,10819294,35
1142,10885349,38
1142,10935859,5
1142,10953022,1
1142,11178994,2
1142,11213873,238
1142,11214011,7
1142,11401527,419
1142,11404043,1
1142,11431520,1
1142,11676131,1
1142,11703132,1
1142,11779206,6
1142,11855279,1
1142,11901587,1
1142,11925749,1
1142,12055188,7
1142,12134707,1
1142,12143629,2
1142,12172795,1
1142,12175358,3
1142,12208831,2
1142,12224646,3
1142,12397527,1
1142,12402862,8
1142,12412646,5
1142,12453539,1
1142,12507661,8
1142,12717212,1
1142,12769965,21
1142,12840009,4
1142,13146469,1
1142,13177043,14
1142,13197966,2
1142,13238715,27
1142,13257235,3
1142,14230574,1
1142,14244622,1
1142,14276642,1
1142,14568163,5
1142,15212421,3
1142,16631350,1
1142,18102430,1
1142,20017071,2
1142,23768878,2
1142,24541195,1
1142,24573598,7
1142,24816748,3
1142,25521554,7
1142,26975007,1
1142,28232038,3
1142,28310050,1
1142,30374815,2
1142,30396536,1
1142,30557356,3
1142,30592977,49
1142,30667620,1
1142,31008495,10
1142,31114162,5
1142,31122068,1
1142,31250650,2
1142,31260425,1
1142,31359665,1
1142,31595961,1
1142,31922439,3
1142,32011379,1
1142,32136521,1
1142,32241020,15
1142,32297952,2
1142,32827281,1
1142,32904257,1
1142,32906124,1
1142,32926280,1
1142,33298454,2
1142,33650246,4
1142,33769883,21
1142,34049144,4
1142,34407095,7
1142,34768296,1
1142,34810422,1
1142,34969986,3
1142,35051680,1
1142,35247566,1
1142,35314714,1
1142,36043894,3
1142,36045791,1
1142,36340392,140
1142,36404995,1
1142,36474615,2
1142,36668090,1
1142,36765036,3
1142,36826929,9
1142,36884073,2
1142,36897977,11
1142,37121795,1
1142,37391324,1
1142,37909278,1
1142,38135353,1
1142,38455683,4
1142,38479308,1
1142,38572511,2
1142,38599369,3
1142,38895840,2
1142,39003601,6
1142,39133602,1
1142,40032264,1
1142,40081535,1
1142,40150923,1
1142,40227630,1
1142,40816122,66
1142,40896783,2
1142,41088485,1
1142,41349723,1
1142,41864172,2
1142,42301324,10
1142,42539283,2
1142,43010378,2
1142,43171433,21
1142,44211855,2
1142,44214475,1
1142,44387587,6
1142,44502737,2
1142,44808633,2
1142,44919947,3
1142,46070796,1
1142,46124294,1
1142,46542299,1
1142,46542441,1
1142,46710623,2
1142,47026273,3
1142,47388365,1
1142,47392376,1
1142,47413584,1
1142,48624167,2
1142,48861484,1
1142,49401169,1
1142,49811808,2
1142,49847261,3
1142,50171240,11
1142,50225736,3
1142,50971178,1
1142,50995415,1
1490,2025,17
1490,2272,161
1490,8280,1
1490,10809,1
1490,25233,1
1490,25466,1
1490,30418,1
1490,44160,3
1490,52275,6
1490,57822,2
1490,79258,1
1490,81549,10
1490,85110,12
1490,88358,1
1490,129783,1
1490,131852,1
1490,155822,2
1490,167566,2
1490,183797,1
1490,201383,3
1490,222059,2
1490,308002,3
1490,309948,5
1490,317706,1
1490,359315,6
1490,390247,9
1490,434280,2
1490,506320,9
1490,744470,3
1490,773462,2
1490,884732,2
1490,991069,15
1490,1230924,4
1490,3009098,17
1490,4123389,1
1490,30692496,1
8081,5902,793
8081,32393,32
8081,32395,17
8081,32401,1
8081,32404,6
8081,226270,2
8081,3500852,1
8081,5154327,1
8871,1091,37
8871,1101,1
8871,3336,5
8871,3466,2
8871,7182,6
8871,15421,2
8871,24669,316
8871,31363,1
8871,34941,68
8871,38942,5
8871,61907,3
8871,62126,995
8871,65064,2
8871,65455,1
8871,71520,33
8871,78255,3
8871,81601,8
8871,117222,9
8871,123337,1
8871,139672,1
8871,163335,3
8871,166457,8
8871,178256,100
8871,187561,109
8871,223219,2
8871,232395,1
8871,241731,1018
8871,256661,2
8871,258502,1
8871,271361,1
8871,321479,153
8871,383925,581
8871,389544,31
8871,389545,233
8871,389548,2
8871,389550,11
8871,389555,300
8871,389557,33
8871,389559,45
8871,389567,1
8871,389568,16
8871,404397,1
8871,420077,2801
8871,448836,1
8871,477211,5
8871,496515,49
8871,514745,2
8871,535017,7
8871,549420,37
8871,704945,2
8871,720962,99
8871,878630,17
8871,905585,4
8871,1077386,3
8871,1077387,138
8871,1077388,2
8871,1077389,7
8871,1077390,8
8871,1077391,1
8871,1077392,10
8871,1077398,1
8871,1077402,24
8871,1077417,2
8871,1077442,13
8871,1077448,121
8871,1077451,2
8871,1077453,2
8871,1077454,13
8871,1077458,10
8871,1077470,13
8871,1100587,6
8871,1165056,1
8871,1217915,284
8871,1282224,4
8871,1397168,3308
8871,1688292,6
8871,1855232,2
8871,1883062,78
8871,1949958,24
8871,2264505,13
8871,2356169,4
8871,2388567,1
8871,2446988,15
8871,2462541,1
8871,2709518,7
8871,2735220,1
8871,3264871,20
8871,3300345,5
8871,3539630,1
8871,3752422,2
8871,3997210,16
8871,4375302,113
8871,4375303,9
8871,4437073,38
8871,4515083,52
8871,5744490,1
8871,6651234,2
8871,6681296,43
8871,6780577,268
8871,6803450,2
8871,7594419,2
8871,7707102,2
8871,8339832,13
8871,8748025,7
8871,8812713,2
8871,11585851,1
8871,11915699,1
8871,14033284,2
8871,25619062,95
8871,27817776,1
8871,32932492,1
8871,33544558,2
8871,42956713,2
8871,43774804,1
8871,45429265,1
8871,51141172,1
9793,3076,2
9793,3219,3
9793,3400,2
9793,3774,37
9793,4875,2
9793,6059,634
9793,6235,8
9793,6252,2
9793,6920,6
9793,8829,1
9793,9411,9
9793,10394,2403
9793,10404,1083
9793,10408,118
9793,10426,89
9793,10427,5
9793,10428,106
9793,10429,132
9793,10430,89
9793,10431,370
9793,10432,1334
9793,10433,673
9793,10434,26
9793,10437,423
9793,10438,4405
9793,10440,22
9793,10449,26
9793,10541,16
9793,11834,2
9793,11835,1
9793,11842,10
9793,12431,2
9793,17241,3
9793,22039,4
9793,24397,1
9793,24915,2
9793,30114,2
9793,30239,34
9793,33646,103
9793,36884,71
9793,37607,45
9793,37669,40
9793,37670,179
9793,37677,20
9793,37711,233
9793,38518,3
9793,41978,10
9793,49558,1
9793,53275,1
9793,59288,6
9793,62312,4
9793,62786,2
9793,64341,3
9793,65210,2
9793,66256,2
9793,68557,2
9793,70647,3
9793,70988,2
9793,71085,322
9793,73551,3
9793,74437,44
9793,74692,120
9793,75018,1
9793,79025,1
9793,81694,3
9793,83683,4
9793,83732,9
9793,83743,295
9793,85317,11
9793,91821,8
