,project_id,order,cross-entropy
301,56604179,9,5.271364
302,27940657,9,4.412853
303,28261590,9,3.5642359999999997
304,40955019,9,1.8962150000000002
305,34600889,9,2.7922728
306,27496810,10,4.543598
307,34561609,10,2.813066
308,52512066,10,2.9342618
309,41339733,10,5.3970519999999995
310,32552050,10,2.0097403
311,31069027,10,3.8330290000000007
312,31015510,10,2.277578
313,29379373,10,2.749542
314,29126205,10,4.3043499999999995
315,47754491,10,4.502825
316,27472783,10,4.934107
317,31030536,10,3.91661
318,28884786,10,3.1595839
319,31400029,10,2.6491729
320,29817913,10,2.8209799999999996
321,31657027,10,4.491931000000001
322,26427893,10,4.761232000000001
323,28687875,10,2.8762609999999995
324,36761320,10,3.607679
325,31125446,10,3.220032
326,51732151,10,4.939686
327,47838894,10,5.2164779999999995
328,11161411,10,4.544875
329,27489574,10,3.6624179999999997
330,41010830,10,2.9072579999999997
331,28420571,10,4.28772
332,29026813,10,4.447431
333,30169075,10,6.272616
334,35149818,10,3.8471160000000006
335,56604179,10,5.192353
336,27940657,10,4.533456
337,28261590,10,3.670937
338,40955019,10,1.849353
339,34600889,10,3.1548589999999996
340,27496810,11,4.4688110000000005
341,34561609,11,3.2688209
342,52512066,11,3.4028890000000005
343,41339733,11,4.869895999999999
344,32552050,11,1.9133394
345,31069027,11,3.79649
346,31015510,11,2.1944209999999997
347,29379373,11,2.7811119999999994
348,29126205,11,4.321416
349,47754491,11,4.6471409999999995
350,27472783,11,4.922011000000001
351,31030536,11,3.9155550000000003
352,28884786,11,2.950926
353,31400029,11,2.8336778999999996
354,29817913,11,2.8827039999999995
355,31657027,11,4.456934
356,26427893,11,4.561394999999999
357,28687875,11,2.827543
358,36761320,11,3.7362199999999994
359,31125446,11,3.0081110000000004
360,51732151,11,4.741744
361,47838894,11,5.402424999999999
362,11161411,11,4.6869439999999996
363,27489574,11,3.8421089999999998
364,41010830,11,3.9416260000000003
365,28420571,11,4.2967569999999995
366,29026813,11,4.305155
367,30169075,11,6.43689
368,35149818,11,3.8787100000000003
369,56604179,11,5.260533
370,27940657,11,4.428303000000001
371,28261590,11,3.5835169999999996
372,40955019,11,1.8438580000000002
373,34600889,11,2.9042190000000003
374,27496810,12,5.213366000000001
375,34561609,12,3.0529846
376,52512066,12,3.2607329999999997
377,41339733,12,5.247796
378,32552050,12,1.883717
379,31069027,12,3.8374799999999993
380,31015510,12,2.2958339999999997
381,29379373,12,2.686158
382,29126205,12,4.117709
383,47754491,12,4.227722999999999
384,27472783,12,5.023059
385,31030536,12,3.9451279999999995
386,28884786,12,3.100421
387,31400029,12,2.8489279
388,29817913,12,2.992819
389,31657027,12,4.483808000000001
390,26427893,12,4.757474
391,28687875,12,2.797969
392,36761320,12,3.7295439999999997
393,31125446,12,2.981637
394,51732151,12,4.730805999999999
395,47838894,12,5.113022
396,11161411,12,4.719666000000001
397,27489574,12,3.825435
398,41010830,12,3.040852
399,28420571,12,4.264837999999999
400,29026813,12,4.428204
401,30169075,12,9.47309
402,35149818,12,3.9151380000000002
403,56604179,12,5.297547999999999
404,27940657,12,4.533709
405,28261590,12,3.530804
406,40955019,12,1.8629980000000004
407,34600889,12,3.081805
408,27496810,13,5.397192
409,34561609,13,3.2126881
410,52512066,13,3.1346289999999994
411,41339733,13,5.241605
412,32552050,13,2.085555
413,31069027,13,3.7840490000000004
414,31015510,13,2.216349
415,29379373,13,2.8698240000000004
416,29126205,13,4.162879
417,47754491,13,3.9965610000000007
418,27472783,13,4.952142999999999
419,31030536,13,3.7816410000000005
420,28884786,13,2.8872970000000002
421,31400029,13,2.959957
422,29817913,13,4.79015
423,31657027,13,4.692949
424,26427893,13,4.688249
425,28687875,13,2.8520659
426,36761320,13,3.794754
427,31125446,13,2.988085
428,51732151,13,4.7344360000000005
429,47838894,13,5.2511790000000005
430,11161411,13,4.731764
431,27489574,13,3.7242620000000004
432,41010830,13,4.673316999999999
433,28420571,13,4.286409999999999
434,29026813,13,4.543259999999999
435,30169075,13,10.099542
436,35149818,13,3.8620919999999996
437,56604179,13,5.245023000000001
438,27940657,13,4.443128
439,28261590,13,3.7195549999999997
440,40955019,13,1.9204219999999996
441,34600889,13,3.081121
442,27496810,14,5.060457
443,34561609,14,2.8760319000000005
444,52512066,14,3.4077317000000003
445,41339733,14,4.848357000000001
446,32552050,14,2.000012
447,31069027,14,3.757334
448,31015510,14,2.535055
449,29379373,14,2.710484
450,29126205,14,4.007098000000001
451,47754491,14,4.460893
452,27472783,14,4.96446
453,31030536,14,3.8970410000000006
454,28884786,14,3.013773
455,31400029,14,2.7865273999999998
456,29817913,14,4.319373
457,31657027,14,4.551278000000001
458,26427893,14,4.664719
459,28687875,14,2.5551758
460,36761320,14,3.7431229999999998
461,31125446,14,3.022066
462,51732151,14,4.705992
463,47838894,14,5.125426
464,11161411,14,4.786941999999999
465,27489574,14,3.838883
466,41010830,14,4.967079
467,28420571,14,4.262949
468,29026813,14,4.584225
469,30169075,14,7.628462999999999
470,35149818,14,3.7970770000000003
471,56604179,14,5.244709
472,27940657,14,4.413130999999999
473,28261590,14,3.545677
474,40955019,14,1.8463579999999997
475,34600889,14,3.0001010000000004
476,27496810,15,4.594343
477,34561609,15,2.6587442
478,52512066,15,3.4015058000000002
479,41339733,15,4.808069000000001
480,32552050,15,1.8167343000000002
481,31069027,15,3.743415
482,31015510,15,2.226908
483,29379373,15,2.799612
484,29126205,15,3.9179559999999993
485,47754491,15,4.365284
486,27472783,15,4.95195
487,31030536,15,3.8178400000000003
488,28884786,15,2.9396960000000005
489,31400029,15,2.729706
490,29817913,15,4.0485299999999995
491,31657027,15,4.377738
492,26427893,15,4.623054
493,28687875,15,2.5743048
494,36761320,15,3.7474709999999996
495,31125446,15,2.9063679999999996
496,51732151,15,4.6960999999999995
497,47838894,15,5.148816
498,11161411,15,4.8812880000000005
499,27489574,15,3.725146
500,41010830,15,5.044483999999999
501,28420571,15,4.247368999999999
502,29026813,15,4.411198000000001
503,30169075,15,11.510454999999999
504,35149818,15,3.904135
505,56604179,15,5.304965000000001
506,27940657,15,4.430217000000001
507,28261590,15,3.5021460000000006
508,40955019,15,1.9848050000000002
509,34600889,15,2.9932209999999997
