project_id,order,cross-entropy,Maintainability Index,changeNoExpert
27496810,1,6.533404,86.42542787037037,11.089238845144354
27496810,2,4.971465,86.42542787037037,11.089238845144354
27496810,3,4.436851,86.42542787037037,11.089238845144354
27496810,4,4.628892,86.42542787037037,11.089238845144354
27496810,5,4.295081999999999,86.42542787037037,11.089238845144354
27496810,6,4.45125,86.42542787037037,11.089238845144354
27496810,7,4.512303,86.42542787037037,11.089238845144354
27496810,8,4.519147,86.42542787037037,11.089238845144354
27496810,9,4.41517,86.42542787037037,11.089238845144354
27496810,10,4.543598,86.42542787037037,11.089238845144354
27496810,11,4.4688110000000005,86.42542787037037,11.089238845144354
27496810,12,5.2133660000000015,86.42542787037037,11.089238845144354
27496810,13,5.3971919999999995,86.42542787037037,11.089238845144354
27496810,14,5.0604569999999995,86.42542787037037,11.089238845144354
27496810,15,4.594343,86.42542787037037,11.089238845144354
34561609,1,6.930497999999999,70.26930517241382,0.0
34561609,2,5.0709019999999985,70.26930517241382,0.0
34561609,3,3.855511,70.26930517241382,0.0
34561609,4,3.171732,70.26930517241382,0.0
34561609,5,3.8236928999999997,70.26930517241382,0.0
34561609,6,3.506425,70.26930517241382,0.0
34561609,7,3.32053,70.26930517241382,0.0
34561609,8,3.1427351000000003,70.26930517241382,0.0
34561609,9,3.116531,70.26930517241382,0.0
34561609,10,2.813066,70.26930517241382,0.0
34561609,11,3.2688208999999997,70.26930517241382,0.0
34561609,12,3.0529846000000003,70.26930517241382,0.0
34561609,13,3.2126881000000003,70.26930517241382,0.0
34561609,14,2.8760319000000005,70.26930517241382,0.0
34561609,15,2.6587442,70.26930517241382,0.0
52512066,1,6.6772089999999995,71.56996,0.0
52512066,2,5.195864,71.56996,0.0
52512066,3,3.7466150000000003,71.56996,0.0
52512066,4,3.661142,71.56996,0.0
52512066,5,3.3618309999999996,71.56996,0.0
52512066,6,3.5793930000000005,71.56996,0.0
52512066,7,3.099118,71.56996,0.0
52512066,8,3.5041715000000004,71.56996,0.0
52512066,9,3.240712,71.56996,0.0
52512066,10,2.9342618,71.56996,0.0
52512066,11,3.4028890000000005,71.56996,0.0
52512066,12,3.260733,71.56996,0.0
52512066,13,3.1346289999999994,71.56996,0.0
52512066,14,3.4077317000000003,71.56996,0.0
52512066,15,3.4015058,71.56996,0.0
41339733,1,7.3361089999999995,62.02926899999999,0.0
41339733,2,6.049899,62.02926899999999,0.0
41339733,3,5.481523,62.02926899999999,0.0
41339733,4,5.224476,62.02926899999999,0.0
41339733,5,4.949779,62.02926899999999,0.0
41339733,6,5.0117519999999995,62.02926899999999,0.0
41339733,7,4.904109,62.02926899999999,0.0
41339733,8,4.623233,62.02926899999999,0.0
41339733,9,5.0381279999999995,62.02926899999999,0.0
41339733,10,5.397052,62.02926899999999,0.0
41339733,11,4.869895999999999,62.02926899999999,0.0
41339733,12,5.247796,62.02926899999999,0.0
41339733,13,5.241605,62.02926899999999,0.0
41339733,14,4.848357000000001,62.02926899999999,0.0
41339733,15,4.8080690000000015,62.02926899999999,0.0
32552050,1,5.6005410000000015,95.731525,0.0
32552050,2,3.3976159999999997,95.731525,0.0
32552050,3,2.262598,95.731525,0.0
32552050,4,2.009323,95.731525,0.0
32552050,5,1.839404,95.731525,0.0
32552050,6,1.8328194,95.731525,0.0
32552050,7,1.8636013,95.731525,0.0
32552050,8,1.8271676,95.731525,0.0
32552050,9,1.940595,95.731525,0.0
32552050,10,2.0097403000000003,95.731525,0.0
32552050,11,1.9133394,95.731525,0.0
32552050,12,1.8837169999999999,95.731525,0.0
32552050,13,2.085555,95.731525,0.0
32552050,14,2.000012,95.731525,0.0
32552050,15,1.8167343,95.731525,0.0
31069027,1,6.248990999999998,90.99569172185429,4.689331770222744
31069027,2,4.6069650000000015,90.99569172185429,4.689331770222744
31069027,3,3.817214,90.99569172185429,4.689331770222744
31069027,4,3.724097,90.99569172185429,4.689331770222744
31069027,5,3.696041,90.99569172185429,4.689331770222744
31069027,6,3.737925,90.99569172185429,4.689331770222744
31069027,7,3.737792,90.99569172185429,4.689331770222744
31069027,8,3.807697,90.99569172185429,4.689331770222744
31069027,9,3.8100160000000005,90.99569172185429,4.689331770222744
31069027,10,3.8330290000000007,90.99569172185429,4.689331770222744
31069027,11,3.7964900000000004,90.99569172185429,4.689331770222744
31069027,12,3.8374799999999993,90.99569172185429,4.689331770222744
31069027,13,3.784049,90.99569172185429,4.689331770222744
31069027,14,3.7573339999999997,90.99569172185429,4.689331770222744
31069027,15,3.743415,90.99569172185429,4.689331770222744
31015510,1,5.532723000000001,70.61845873015874,6.9767441860465125
31015510,2,3.5758080000000003,70.61845873015874,6.9767441860465125
31015510,3,2.638218,70.61845873015874,6.9767441860465125
31015510,4,2.2661569999999998,70.61845873015874,6.9767441860465125
31015510,5,2.341168,70.61845873015874,6.9767441860465125
31015510,6,2.0194579999999998,70.61845873015874,6.9767441860465125
31015510,7,2.385986,70.61845873015874,6.9767441860465125
31015510,8,2.2612919999999996,70.61845873015874,6.9767441860465125
31015510,9,2.465476,70.61845873015874,6.9767441860465125
31015510,10,2.277578,70.61845873015874,6.9767441860465125
31015510,11,2.194421,70.61845873015874,6.9767441860465125
31015510,12,2.295834,70.61845873015874,6.9767441860465125
31015510,13,2.216349,70.61845873015874,6.9767441860465125
31015510,14,2.535055,70.61845873015874,6.9767441860465125
31015510,15,2.2269080000000003,70.61845873015874,6.9767441860465125
29379373,1,6.1196709999999985,69.09260400000002,23.80038387715931
29379373,2,4.269412,69.09260400000002,23.80038387715931
29379373,3,3.2056290000000005,69.09260400000002,23.80038387715931
29379373,4,3.018646,69.09260400000002,23.80038387715931
29379373,5,2.8377639999999995,69.09260400000002,23.80038387715931
29379373,6,2.730904,69.09260400000002,23.80038387715931
29379373,7,2.976763,69.09260400000002,23.80038387715931
29379373,8,2.8547,69.09260400000002,23.80038387715931
29379373,9,2.7443470000000003,69.09260400000002,23.80038387715931
29379373,10,2.749542,69.09260400000002,23.80038387715931
29379373,11,2.781112,69.09260400000002,23.80038387715931
29379373,12,2.6861580000000003,69.09260400000002,23.80038387715931
29379373,13,2.8698240000000004,69.09260400000002,23.80038387715931
29379373,14,2.710484,69.09260400000002,23.80038387715931
29379373,15,2.7996119999999998,69.09260400000002,23.80038387715931
29126205,1,6.9138020000000004,68.52227088235293,0.0
29126205,2,5.2936640000000015,68.52227088235293,0.0
29126205,3,4.396625,68.52227088235293,0.0
29126205,4,4.13143,68.52227088235293,0.0
29126205,5,4.168730999999998,68.52227088235293,0.0
29126205,6,3.88083,68.52227088235293,0.0
29126205,7,4.1370049999999985,68.52227088235293,0.0
29126205,8,4.174555000000001,68.52227088235293,0.0
29126205,9,4.193844,68.52227088235293,0.0
29126205,10,4.30435,68.52227088235293,0.0
29126205,11,4.321416,68.52227088235293,0.0
29126205,12,4.117709,68.52227088235293,0.0
29126205,13,4.162879,68.52227088235293,0.0
29126205,14,4.007098000000001,68.52227088235293,0.0
29126205,15,3.9179559999999993,68.52227088235293,0.0
47754491,1,6.667083,84.60494117647056,0.0
47754491,2,5.289862,84.60494117647056,0.0
47754491,3,4.309996,84.60494117647056,0.0
47754491,4,5.311553,84.60494117647056,0.0
47754491,5,5.025747999999999,84.60494117647056,0.0
47754491,6,5.2129150000000015,84.60494117647056,0.0
47754491,7,5.0323269999999996,84.60494117647056,0.0
47754491,8,4.631865,84.60494117647056,0.0
47754491,9,4.646982,84.60494117647056,0.0
47754491,10,4.502825,84.60494117647056,0.0
47754491,11,4.647141,84.60494117647056,0.0
47754491,12,4.227722999999999,84.60494117647056,0.0
47754491,13,3.9965610000000007,84.60494117647056,0.0
47754491,14,4.460893,84.60494117647056,0.0
47754491,15,4.365284,84.60494117647056,0.0
27472783,1,6.667394,71.36626481481483,18.394388152766954
27472783,2,5.431920999999999,71.36626481481483,18.394388152766954
27472783,3,5.050821999999998,71.36626481481483,18.394388152766954
27472783,4,5.048742,71.36626481481483,18.394388152766954
27472783,5,4.935389,71.36626481481483,18.394388152766954
27472783,6,4.905973000000001,71.36626481481483,18.394388152766954
27472783,7,4.967524,71.36626481481483,18.394388152766954
27472783,8,4.9965459999999995,71.36626481481483,18.394388152766954
27472783,9,5.057626000000001,71.36626481481483,18.394388152766954
27472783,10,4.934107,71.36626481481483,18.394388152766954
27472783,11,4.922011000000001,71.36626481481483,18.394388152766954
27472783,12,5.023059,71.36626481481483,18.394388152766954
27472783,13,4.952142999999999,71.36626481481483,18.394388152766954
27472783,14,4.96446,71.36626481481483,18.394388152766954
27472783,15,4.95195,71.36626481481483,18.394388152766954
31030536,1,6.503108999999999,70.46806551724137,0.08710801393728224
31030536,2,4.882751000000002,70.46806551724137,0.08710801393728224
31030536,3,4.015716,70.46806551724137,0.08710801393728224
31030536,4,4.005986,70.46806551724137,0.08710801393728224
31030536,5,3.823301,70.46806551724137,0.08710801393728224
31030536,6,3.9447640000000006,70.46806551724137,0.08710801393728224
31030536,7,3.792146,70.46806551724137,0.08710801393728224
31030536,8,3.9408559999999997,70.46806551724137,0.08710801393728224
31030536,9,3.9420599999999992,70.46806551724137,0.08710801393728224
31030536,10,3.91661,70.46806551724137,0.08710801393728224
31030536,11,3.915555,70.46806551724137,0.08710801393728224
31030536,12,3.945128,70.46806551724137,0.08710801393728224
31030536,13,3.781641000000001,70.46806551724137,0.08710801393728224
31030536,14,3.8970410000000006,70.46806551724137,0.08710801393728224
31030536,15,3.81784,70.46806551724137,0.08710801393728224
28884786,1,5.528232,84.26344924012159,27.962962962962962
28884786,2,3.9696059999999997,84.26344924012159,27.962962962962962
28884786,3,3.646176000000001,84.26344924012159,27.962962962962962
28884786,4,3.4120449999999996,84.26344924012159,27.962962962962962
28884786,5,2.9434970000000003,84.26344924012159,27.962962962962962
28884786,6,2.923655,84.26344924012159,27.962962962962962
28884786,7,2.943695,84.26344924012159,27.962962962962962
28884786,8,3.0205759999999997,84.26344924012159,27.962962962962962
28884786,9,3.044301,84.26344924012159,27.962962962962962
28884786,10,3.1595839,84.26344924012159,27.962962962962962
28884786,11,2.950926,84.26344924012159,27.962962962962962
28884786,12,3.100421,84.26344924012159,27.962962962962962
28884786,13,2.887297,84.26344924012159,27.962962962962962
28884786,14,3.013773,84.26344924012159,27.962962962962962
28884786,15,2.9396960000000005,84.26344924012159,27.962962962962962
31400029,1,6.1044,95.7060406060606,4.206836108676598
31400029,2,4.085044999999999,95.7060406060606,4.206836108676598
31400029,3,3.2073379999999987,95.7060406060606,4.206836108676598
31400029,4,2.666188,95.7060406060606,4.206836108676598
