project_id,order,cross-entropy
32552050,5,1.839404
30169075,5,4.854671000000001
27472783,5,4.935389
52512066,5,3.361831
31400029,5,2.9489410000000005
27489574,5,3.6370379999999995
31657027,5,4.295692000000001
29379373,5,2.8377639999999995
29026813,5,4.450476
31030536,5,3.8233009999999994
41339733,5,4.9497789999999995
28261590,5,3.5927680000000004
47754491,5,5.025747999999999
29126205,5,4.168730999999999
34600889,5,2.852375
27496810,5,4.295081999999999
28687875,5,2.692432
56604179,5,5.361153
40955019,5,2.0706040000000003
35149818,5,3.9113320000000003
11161411,5,4.062571
34561609,5,3.8236929
41010830,5,2.754341
31069027,6,3.7379249999999997
28420571,6,4.235543999999999
31015510,6,2.0194579999999993
36761320,6,3.7529369999999993
51732151,6,4.875606
31125446,6,2.9668419999999998
26427893,6,4.7648909999999995
28884786,6,2.923655
29817913,6,2.575462
47838894,6,5.189747
27940657,6,4.513974
32552050,6,1.8328194
30169075,6,4.744062
27472783,6,4.905973000000001
52512066,6,3.5793930000000005
31400029,6,2.7183789999999997
27489574,6,3.6095619999999995
31657027,6,4.257833
29379373,6,2.7309039999999998
29026813,6,4.491689
31030536,6,3.9447640000000006
41339733,6,5.011752
28261590,6,3.687569
47754491,6,5.212915000000001
29126205,6,3.8808300000000004
34600889,6,2.7989590000000004
27496810,6,4.45125
28687875,6,2.7007540000000003
56604179,6,5.512575
40955019,6,2.000915
35149818,6,3.866211
11161411,6,4.2164909999999995
34561609,6,3.506425
41010830,6,2.690539
31069027,7,3.7377920000000002
28420571,7,4.243485000000001
31015510,7,2.385986
36761320,7,3.7381290000000007
51732151,7,4.752187
31125446,7,2.997369
26427893,7,4.707844
28884786,7,2.943695
29817913,7,2.686839
47838894,7,5.045969
27940657,7,4.403981
32552050,7,1.8636013000000002
30169075,7,4.737814
27472783,7,4.967524
52512066,7,3.099118
31400029,7,2.828725
27489574,7,3.6520579999999994
31657027,7,4.672768
29379373,7,2.976763
29026813,7,4.088223
31030536,7,3.7921460000000002
41339733,7,4.904109
28261590,7,3.5024279999999997
47754491,7,5.032327
29126205,7,4.137004999999999
34600889,7,2.7226240000000006
27496810,7,4.512303
28687875,7,2.9644630000000003
56604179,7,5.283562999999999
40955019,7,2.0009526
35149818,7,4.01042
11161411,7,4.329698
34561609,7,3.32053
41010830,7,3.940347
31069027,8,3.807697
28420571,8,4.273308
31015510,8,2.261292
36761320,8,3.7235350000000005
51732151,8,4.7502699999999995
31125446,8,3.086111
26427893,8,4.615740000000001
28884786,8,3.020576
29817913,8,2.722416
47838894,8,5.201312
27940657,8,4.395312
32552050,8,1.8271676
30169075,8,4.83858
27472783,8,4.996546
52512066,8,3.5041715000000004
31400029,8,2.9331959999999997
27489574,8,3.6071210000000002
31657027,8,4.456132
29379373,8,2.8547
29026813,8,4.400074
31030536,8,3.940856
41339733,8,4.623233
28261590,8,3.646007
47754491,8,4.631865
29126205,8,4.174555
34600889,8,2.82562
27496810,8,4.519147
28687875,8,2.989984
56604179,8,5.284475
40955019,8,1.889406
35149818,8,3.9157160000000006
11161411,8,4.384683
34561609,8,3.1427351
41010830,8,4.037560000000001
31069027,9,3.810016
28420571,9,4.231255
31015510,9,2.4654760000000002
36761320,9,3.7278890000000002
51732151,9,4.7916240000000005
31125446,9,2.899013
26427893,9,4.68759
28884786,9,3.044301
29817913,9,2.7845260000000005
47838894,9,5.344506
27940657,9,4.412853
32552050,9,1.940595
30169075,9,5.630442
27472783,9,5.057626000000001
52512066,9,3.240712
31400029,9,2.661829
27489574,9,3.644585
31657027,9,4.4003250000000005
29379373,9,2.744347
29026813,9,4.3626249999999995
31030536,9,3.9420599999999992
41339733,9,5.038128
28261590,9,3.5642359999999997
47754491,9,4.646982
29126205,9,4.193844
34600889,9,2.7922728
27496810,9,4.41517
28687875,9,2.8229809999999995
56604179,9,5.271364
40955019,9,1.8962150000000002
35149818,9,3.8402209999999997
11161411,9,4.474068000000001
34561609,9,3.1165309999999997
41010830,9,3.582345
31069027,10,3.8330290000000007
28420571,10,4.28772
31015510,10,2.277578
36761320,10,3.607679
51732151,10,4.939686
31125446,10,3.220032
26427893,10,4.761232000000001
28884786,10,3.1595839
29817913,10,2.8209799999999996
47838894,10,5.2164779999999995
27940657,10,4.533456
32552050,10,2.0097403
30169075,10,6.272616
27472783,10,4.934107
52512066,10,2.9342618
31400029,10,2.6491729
27489574,10,3.6624179999999997
31657027,10,4.491931000000001
29379373,10,2.749542
29026813,10,4.447431
31030536,10,3.91661
41339733,10,5.3970519999999995
28261590,10,3.670937
47754491,10,4.502825
29126205,10,4.3043499999999995
34600889,10,3.1548589999999996
27496810,10,4.543598
28687875,10,2.8762609999999995
56604179,10,5.192353
40955019,10,1.849353
35149818,10,3.8471160000000006
11161411,10,4.544875
34561609,10,2.813066
41010830,10,2.9072579999999997
31069027,11,3.79649
28420571,11,4.2967569999999995
31015510,11,2.1944209999999997
36761320,11,3.7362199999999994
51732151,11,4.741744
31125446,11,3.0081110000000004
26427893,11,4.561394999999999
28884786,11,2.950926
29817913,11,2.8827039999999995
47838894,11,5.402424999999999
27940657,11,4.428303000000001
32552050,11,1.9133394
30169075,11,6.43689
27472783,11,4.922011000000001
52512066,11,3.4028890000000005
31400029,11,2.8336778999999996
27489574,11,3.8421089999999998
31657027,11,4.456934
29379373,11,2.7811119999999994
29026813,11,4.305155
31030536,11,3.9155550000000003
41339733,11,4.869895999999999
28261590,11,3.5835169999999996
47754491,11,4.6471409999999995
29126205,11,4.321416
34600889,11,2.9042190000000003
27496810,11,4.4688110000000005
28687875,11,2.827543
56604179,11,5.260533
40955019,11,1.8438580000000002
35149818,11,3.8787100000000003
11161411,11,4.6869439999999996
34561609,11,3.2688209
41010830,11,3.9416260000000003
31069027,12,3.8374799999999993
28420571,12,4.264837999999999
31015510,12,2.2958339999999997
36761320,12,3.7295439999999997
51732151,12,4.730805999999999
31125446,12,2.981637
26427893,12,4.757474
28884786,12,3.100421
29817913,12,2.992819
47838894,12,5.113022
27940657,12,4.533709
32552050,12,1.883717
30169075,12,9.47309
27472783,12,5.023059
52512066,12,3.2607329999999997
31400029,12,2.8489279
27489574,12,3.825435
31657027,12,4.483808000000001
29379373,12,2.686158
29026813,12,4.428204
31030536,12,3.9451279999999995
41339733,12,5.247796
28261590,12,3.530804
47754491,12,4.227722999999999
29126205,12,4.117709
34600889,12,3.081805
27496810,12,5.213366000000001
28687875,12,2.797969
56604179,12,5.297547999999999
40955019,12,1.8629980000000004
35149818,12,3.9151380000000002
11161411,12,4.719666000000001
34561609,12,3.0529846
41010830,12,3.040852
31069027,13,3.7840490000000004
28420571,13,4.286409999999999
31015510,13,2.216349
36761320,13,3.794754
51732151,13,4.7344360000000005
31125446,13,2.988085
26427893,13,4.688249
28884786,13,2.8872970000000002
29817913,13,4.79015
47838894,13,5.2511790000000005
27940657,13,4.443128
32552050,13,2.085555
30169075,13,10.099542
27472783,13,4.952142999999999
52512066,13,3.1346289999999994
31400029,13,2.959957
27489574,13,3.7242620000000004
31657027,13,4.692949
29379373,13,2.8698240000000004
29026813,13,4.543259999999999
31030536,13,3.7816410000000005
41339733,13,5.241605
28261590,13,3.7195549999999997
47754491,13,3.9965610000000007
29126205,13,4.162879
34600889,13,3.081121
27496810,13,5.397192
28687875,13,2.8520659
56604179,13,5.245023000000001
40955019,13,1.9204219999999996
35149818,13,3.8620919999999996
11161411,13,4.731764
34561609,13,3.2126881
41010830,13,4.673316999999999
31069027,14,3.757334
28420571,14,4.262949
31015510,14,2.535055
36761320,14,3.7431229999999998
51732151,14,4.705992
31125446,14,3.022066
26427893,14,4.664719
28884786,14,3.013773
29817913,14,4.319373
47838894,14,5.125426
27940657,14,4.413130999999999
32552050,14,2.000012
30169075,14,7.628462999999999
27472783,14,4.96446
52512066,14,3.4077317000000003
31400029,14,2.7865273999999998
27489574,14,3.838883
31657027,14,4.551278000000001
29379373,14,2.710484
29026813,14,4.584225
31030536,14,3.8970410000000006
41339733,14,4.848357000000001
28261590,14,3.545677
47754491,14,4.460893
29126205,14,4.007098000000001
34600889,14,3.0001010000000004
27496810,14,5.060457
28687875,14,2.5551758
56604179,14,5.244709
40955019,14,1.8463579999999997
35149818,14,3.7970770000000003
11161411,14,4.786941999999999
34561609,14,2.8760319000000005
41010830,14,4.967079
31069027,15,3.743415
28420571,15,4.247368999999999
31015510,15,2.226908
36761320,15,3.7474709999999996
51732151,15,4.6960999999999995
31125446,15,2.9063679999999996
26427893,15,4.623054
28884786,15,2.9396960000000005
29817913,15,4.0485299999999995
47838894,15,5.148816
27940657,15,4.430217000000001
32552050,15,1.8167343000000002
30169075,15,11.510454999999999
27472783,15,4.95195
52512066,15,3.4015058000000002
31400029,15,2.729706
27489574,15,3.725146
31657027,15,4.377738
29379373,15,2.799612
29026813,15,4.411198000000001
31030536,15,3.8178400000000003
41339733,15,4.808069000000001
28261590,15,3.5021460000000006
47754491,15,4.365284
29126205,15,3.9179559999999993
34600889,15,2.9932209999999997
27496810,15,4.594343
28687875,15,2.5743048
56604179,15,5.304965000000001
40955019,15,1.9848050000000002
35149818,15,3.904135
11161411,15,4.8812880000000005
34561609,15,2.6587442
41010830,15,5.044483999999999
