project_id,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Index
34600889,74.07894736842105,35.38157894736842,44.81578947368421,4.184210526315789,15.06578947368421,10.328947368421053,3.8684210526315788,8.592105263157896,0.5921052631578947,4.565789473684211,2.6447368421052633,5.302631578947368,5.157894736842105,7.947368421052632,43.450192894736844,0.3427455263157895,131.72677157894736,51.35083967031674
35149818,59.60655737704918,28.488524590163934,25.931147540983606,8.773770491803278,15.573770491803279,9.37377049180328,8.727868852459016,18.84262295081967,6.029508196721311,16.944262295081966,14.806557377049181,27.58688524590164,22.97377049180328,42.39344262295082,206.4914007868852,4.915042491803274,1425.6790286557377,50.415581573034196
36761320,75.28947368421052,56.78947368421053,59.36842105263158,4.5,1.236842105263158,9.947368421052632,4.7368421052631575,14.657894736842104,4.0,18.68421052631579,12.105263157894736,21.63157894736842,22.68421052631579,33.73684210526316,174.932907631579,2.331807105263158,681.8394800000001,43.635578592597305
40955019,138.42775119617224,65.35693779904307,80.28516746411483,19.928229665071772,16.124401913875598,26.130143540669856,15.888038277511962,1.4966507177033492,2.263157894736842,10.822966507177034,8.30334928229665,15.288995215311004,13.086124401913876,23.592344497607655,132.5804211387559,1.5347612354066997,833.04861783732,43.38942115198538
41010830,140.30555555555554,33.47222222222222,89.27777777777777,5.986111111111111,25.430555555555557,18.65277777777778,6.944444444444445,8.194444444444445,1.8333333333333333,5.569444444444445,3.25,6.138888888888889,7.402777777777778,9.38888888888889,39.420007777777776,1.0341995833333333,117.06423277777782,45.17114814958616
41339733,510.75,330.75,335.0,10.35,76.25,92.6,6.9,111.1,6.4,290.45,233.0,492.1,296.85,725.1,8350.2547045,4.2692763,105480.72803199998,2.5156955062504998
47754491,64.3529411764706,38.05882352941177,37.794117647058826,12.764705882352942,5.411764705882353,11.117647058823529,10.029411764705882,6.205882352941177,2.764705882352941,11.205882352941176,7.911764705882353,15.411764705882353,13.970588235294118,23.323529411764707,125.23850117647056,1.8986519705882354,922.6673417647058,50.067027585517124
47838894,320.65384615384613,206.6153846153846,229.80769230769232,26.192307692307693,15.192307692307692,50.48076923076923,25.173076923076923,51.73076923076923,6.538461538461538,62.34615384615385,42.32692307692308,80.5,68.88461538461539,122.82692307692308,865.7493555769232,4.23897153846154,7080.7539580769235,20.963680003672767
51732151,250.94,154.72,162.98,21.1,28.3,40.4,19.26,21.46,2.32,11.52,7.32,13.8,13.84,21.12,110.9236316,1.3838652799999998,616.6162275999999,34.538863393061455
52512066,121.4,52.8,68.4,19.6,16.6,19.2,17.2,12.2,5.8,28.8,22.4,44.4,34.6,66.8,410.579778,4.23653,4007.371888,40.03017246950321
56604179,257.94594594594594,127.53153153153153,133.34234234234233,18.936936936936938,47.612612612612615,58.468468468468465,18.52252252252252,37.44144144144144,5.864864864864865,39.612612612612615,28.972972972972972,54.351351351351354,45.47747747747748,83.32432432432432,573.8676518918918,3.827420720720721,6707.748501261259,29.29280325960103
