,project_id,order,cross-entropy
257,31030536,9,3.857347
258,41339733,9,4.946193
259,28261590,9,3.489067
260,47754491,9,4.709557
261,29126205,9,4.088505
262,34600889,9,2.9008270000000005
263,27496810,9,4.303375000000001
264,28687875,9,2.750281
265,56604179,9,5.316693
266,40955019,9,1.917658
267,35149818,9,3.898777999999999
268,34561609,9,3.0741021
269,41010830,9,2.861024
270,31069027,10,3.749559
271,28420571,10,4.258803
272,51732151,10,4.840518
273,31125446,10,2.92748
274,26427893,10,4.5949979999999995
275,28884786,10,2.98311
276,29817913,10,2.857241
277,47838894,10,5.1110050000000005
278,27940657,10,4.4713590000000005
279,32552050,10,1.9365067
280,30169075,10,8.217771
281,27472783,10,4.979013
282,52512066,10,3.812247
283,31400029,10,3.0268
284,27489574,10,4.03756
285,31657027,10,4.3033850000000005
286,29026813,10,4.508311
287,31030536,10,3.8607129999999996
288,41339733,10,4.743658999999999
289,28261590,10,3.6605230000000004
290,47754491,10,4.961691
291,29126205,10,3.9266700000000005
292,34600889,10,2.8514369999999998
293,27496810,10,4.601152999999999
294,28687875,10,2.887933
295,56604179,10,5.317044
296,40955019,10,1.9409739999999995
297,35149818,10,3.9177720000000003
298,34561609,10,2.9478560000000003
299,41010830,10,2.876669
