,Revision,Author,Date,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Ranking,Maintainability Index
0,4ff4a2f,Reem Khamis,2017-08-10,49 (0),30 (0),28 (0),4 (0),7 (0),10 (0),4 (0),10 (0),4 (0),19 (0),13 (0),26 (0),23 (0),39 (0),176.419 (0),2.73684 (0),482.831 (0),A,79.0016 (0)
