project_id,Revision,Author,Date,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Ranking,Maintainability Index
47754491,24226b9,root,2020-01-06,7,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,100
47754491,24226b9,root,2020-01-06,53,44,43,3,0,7,3,6,4,15,15,30,19,45,191.157,4,764.627,A,62.8536
47754491,24226b9,root,2020-01-06,106,45,44,40,0,22,40,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47754491,24226b9,root,2020-01-06,134,35,31,12,69,22,12,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47754491,24226b9,root,2020-01-06,20,10,10,12,0,1,9,0,2,6,3,6,8,9,27,1,27,A,89.7382
47754491,24226b9,root,2020-01-06,168,100,90,7,42,24,12,46,12,58,42,83,70,125,766.16,8.58621,6578.41,A,59.6065
47754491,24226b9,root,2020-01-06,22,14,14,4,0,5,3,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47754491,24226b9,root,2020-01-06,161,116,110,11,18,21,12,47,9,62,41,83,71,124,762.569,6.02419,4593.86,A,54.4294
47754491,24226b9,root,2020-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,100
47754491,24226b9,root,2020-01-06,50,34,34,12,0,10,6,5,1,2,1,2,3,3,4.75489,0.5,2.37744,A,88.7464
47754491,24226b9,root,2020-01-06,270,190,206,15,2,51,11,6,1,2,1,2,3,3,4.75489,0.5,2.37744,A,61.2726
47754491,24226b9,root,2020-01-06,101,18,21,59,6,20,54,0,0,0,0,0,0,0,0,0,0,A,100
47754491,24226b9,root,2020-01-06,27,18,21,2,0,6,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47754491,24226b9,root,2020-01-06,20,11,11,9,0,3,6,0,0,0,0,0,0,0,0,0,0,A,100
47754491,24226b9,root,2020-01-06,117,59,71,7,10,31,5,10,7,21,15,28,28,43,206.716,4.66667,964.676,A,66.7522
47754491,24226b9,root,2020-01-06,12,10,10,2,0,0,2,0,0,0,0,0,0,0,0,0,0,A,100
47754491,24226b9,root,2020-01-06,39,27,24,6,0,7,8,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47754491,24226b9,root,2020-01-06,16,10,10,5,0,1,5,0,0,0,0,0,0,0,0,0,0,A,100
47754491,24226b9,root,2020-01-06,219,171,171,16,0,32,16,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47754491,24226b9,root,2020-01-06,33,17,17,8,0,9,7,0,3,8,5,10,11,15,51.8915,1.875,97.2965,A,89.5261
47754491,24226b9,root,2020-01-06,18,15,15,9,0,2,1,0,2,4,2,4,6,6,15.5098,1,15.5098,A,94.6928
47754491,24226b9,root,2020-01-06,501,265,236,15,129,125,11,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47754491,24226b9,root,2020-01-06,19,13,13,10,0,3,3,0,0,0,0,0,0,0,0,0,0,A,100
47754491,24226b9,root,2020-01-06,147,124,100,29,0,33,14,13,4,7,4,8,11,12,41.5132,2.28571,94.8873,A,67.6552
47754491,24226b9,root,2020-01-06,52,36,36,13,0,9,7,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47754491,24226b9,root,2020-01-06,6,4,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,A,100
