,Revision,Author,Date,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Ranking,Maintainability Index
0,90e569f,jjgomera,2019-09-14,175 (0),51 (0),125 (0),4 (0),12 (0),34 (0),4 (0),4 (0),3 (0),51 (0),48 (0),56 (0),54 (0),104 (0),598.508 (0),1.64706 (0),985.778 (0),A,62.7817 (0)
