python10Cache10,python10NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
4.71188,5.1691,7.18218,6.81699,5.83426,5.0291,4.42391,4.67693,4.93801,6.05938,5.21442,5.60163,5.64179,4.65214,4.22323,4.81458,4.03053,3.13493,4.25212,4.32489
4.33663,4.30467,7.36077,6.59479,5.37079,5.19918,3.39904,3.7263,3.71803,4.76139,2.98272,5.00178,3.90993,6.20983,4.17327,3.26146,3.88557,4.3662,3.92478,4.63392
4.16682,4.55716,6.93862,6.73417,5.51157,5.56286,4.01199,5.29754,4.31595,4.77694,4.30375,4.94451,4.25526,3.77394,4.43905,5.1074,4.82848,5.10074,3.92668,4.59927
4.88013,4.71903,5.33965,6.74398,5.53611,5.87419,2.89699,4.1661,3.99133,4.77387,4.34789,4.65425,3.56387,4.07915,4.74427,4.72345,4.87372,3.53928,4.59813,4.15383
4.56192,3.23467,7.11982,6.54988,5.45509,5.08851,3.83614,4.37684,4.27468,4.79073,4.17063,4.60915,2.79456,4.76531,4.39726,4.77801,1.72735,5.39055,4.32924,4.83817
4.34706,4.7471,7.02566,6.75445,5.4351,5.27695,4.60191,5.00142,4.34773,4.65239,4.28763,4.78021,3.88188,4.21952,4.01832,4.52982,3.24475,4.52592,4.24537,2.84768
3.09182,5.12278,6.92812,6.65848,4.63338,5.37986,4.32322,4.18949,4.28942,4.82336,2.50526,4.84317,3.96373,4.4197,4.13281,4.37582,4.98014,5.33622,4.09124,4.75236
2.80862,3.54825,7.21207,6.63319,5.49778,5.08469,3.97175,4.68351,4.21135,4.39397,4.0488,3.17414,3.8846,5.00081,3.03641,5.1326,3.8459,4.7564,2.73389,4.41207
3.76131,4.92247,6.83665,5.62519,5.59143,5.40472,4.79658,3.88424,3.22058,3.87147,4.15658,3.16569,4.25,3.43808,4.12664,4.3799,4.32349,4.09904,3.55324,4.92677
4.64764,4.75788,6.958,6.65149,5.18709,4.92003,4.23927,5.26465,3.87487,3.96151,3.91224,4.50062,4.02436,4.3736,4.05349,4.54064,3.7723,4.01529,4.64887,4.19047
