python10Cache10,python10NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
1.80612,3.92737,6.74851,4.99911,4.74775,4.64376,2.3072,2.48633,2.09778,2.81611,2.95676,3.66747,1.73982,2.11441,2.10408,2.1145,4.11753,2.87247,2.72931,2.30604
1.69248,3.61003,6.86692,6.46407,5.90089,5.50897,2.02138,1.64278,3.27568,4.2182,3.02591,1.00475,2.72141,3.62547,2.22003,3.17481,1.53825,2.31523,2.14173,3.13109
2.22037,2.8438,5.42315,5.73146,4.20525,4.26347,2.93943,2.83348,2.67846,2.36137,1.76711,1.83601,2.73711,2.58373,2.69562,1.82826,2.16346,2.77226,2.39265,2.86293
2.40328,3.93449,5.0593,6.32242,4.27088,3.25249,1.2225,2.93272,2.91431,3.65079,2.59795,3.38157,3.47432,3.52663,1.63712,2.77771,2.31151,3.60762,1.84444,2.59477
3.10587,2.30364,6.67481,4.95506,4.27977,4.13789,1.31654,2.79089,1.76018,3.94277,0.70419,2.10346,2.80117,3.07871,3.15624,2.10476,2.08721,1.64805,2.18611,2.73763
3.75529,1.88027,5.14204,6.44659,3.32968,3.82244,3.67151,1.40228,3.07686,3.7102,3.34525,14.3815,2.40654,2.64974,1.86025,2.85129,3.60963,2.55806,3.10956,2.32308
1.68617,2.54857,4.85527,4.66543,2.9529,3.10954,5.12768,3.02916,3.76302,1.26219,3.39681,3.52186,1.48659,3.65328,2.14985,2.61198,1.52723,3.51013,2.80834,3.33796
2.09653,1.8856,6.36403,5.28063,3.33617,4.07381,2.20413,2.88443,2.57208,3.38206,1.61564,3.1997,2.27675,2.61289,7.19025,3.68069,1.79738,4.49452,2.44777,2.71269
3.21879,2.06549,5.87289,5.14266,2.66556,3.49784,2.82386,5.93863,1.33065,1.70668,2.2478,2.50753,2.56002,1.74861,2.12071,2.29496,2.69423,1.96669,2.84515,3.6305
3.61415,3.76743,5.56352,5.02739,4.10268,3.12013,2.65596,4.31741,1.05533,2.11418,6.55226,3.06549,2.10655,2.92435,2.67264,14.6326,2.558,2.31552,2.83964,2.97355
