python10Cache10,python10NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
2.39159,2.7751,6.92937,6.65244,4.53316,4.72612,3.08852,2.78336,2.99072,2.98298,2.67127,3.07304,3.00345,2.50348,2.94335,1.89739,2.80567,2.0798,2.8037,2.99307
2.72673,3.7233,6.74546,6.47546,4.30105,4.17487,3.40722,3.15643,2.69721,3.07124,3.29671,4.22909,2.3863,2.62842,1.51187,3.1184,2.28637,4.29887,2.62703,2.79421
1.83294,2.44354,6.81181,6.50485,3.10157,4.31773,3.53153,4.50843,2.49977,1.71244,2.64605,3.89094,4.08221,2.67279,2.68165,3.39927,2.36156,3.73212,1.4023,4.91616
2.01326,1.84406,6.96144,6.7359,4.15511,3.527,2.63554,3.51884,2.76341,3.67907,2.53682,3.71164,2.29683,2.87541,2.28833,1.86833,2.34773,3.95966,4.69206,2.03869
3.39882,2.14048,6.48386,6.73609,4.73929,3.89001,2.81947,4.29738,2.58213,4.64424,1.68038,2.94282,2.36292,4.1591,1.83077,3.0452,3.25153,2.47238,1.75737,3.32202
3.45297,2.66976,6.86459,6.54219,4.82095,4.54928,3.12903,4.12945,2.48948,3.34201,2.84702,2.37653,3.59456,2.39676,1.36737,2.57067,1.94968,2.70045,3.95214,4.15837
2.31391,2.12456,6.7799,6.18343,4.42122,5.69168,3.61923,3.33956,1.49554,3.08851,3.24073,4.19354,2.30091,5.2058,2.93935,1.62169,3.7887,2.67327,2.91731,1.94112
1.73627,2.86701,6.50909,5.87977,3.30822,4.92183,2.09799,4.96612,3.2009,3.20049,2.14812,3.53913,1.86535,2.64443,3.61454,4.15768,3.16756,1.97356,2.79977,4.43095
1.8828,3.79683,6.02456,5.83868,5.30226,3.30339,3.65653,1.81528,3.80279,4.1064,3.21462,1.9439,1.86362,3.25344,2.62646,3.93394,1.75499,3.98512,2.73674,3.28997
4.16402,4.89016,5.93069,6.67638,4.82811,5.09878,1.49222,2.38195,1.74712,2.01842,1.82775,2.23962,1.77031,2.06128,3.24597,3.97677,2.35315,2.5911,2.79027,3.02312
