python10Cache10,python10NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
4.8667,4.31553,6.85848,6.53725,5.78249,5.44305,4.54183,4.76444,4.38302,5.26103,4.46988,4.58233,4.38548,4.66297,4.70975,4.86857,3.68251,5.01167,3.47693,4.67601
4.72884,4.88942,7.75363,6.53305,5.06082,5.09099,4.21789,4.72952,4.82881,5.1714,4.44907,4.6401,4.61984,5.43543,4.53501,4.82736,4.75649,3.78552,4.40292,4.8018
4.86726,4.84124,7.29025,6.99258,5.05382,5.61581,4.29213,5.11665,4.27039,5.16274,4.5266,5.3733,4.634,4.77246,4.56584,5.11127,4.62928,5.45558,5.37765,4.84065
4.21427,5.2422,7.07414,6.74047,6.38929,5.23217,4.74915,4.97351,4.40378,5.04091,4.20276,4.81428,4.46486,5.1343,4.21227,5.12538,4.82643,4.96081,4.7845,5.43606
5.19645,5.22361,7.24276,6.54107,5.37869,5.51938,4.61042,5.20154,4.47913,4.28003,4.5441,4.95447,4.98441,5.15884,5.1279,4.70274,4.76113,4.88733,5.12494,4.70381
4.93852,4.78308,7.51097,6.58211,5.02901,5.80001,4.52717,4.70741,4.40589,4.94784,4.92064,5.02489,4.21992,4.98776,4.88732,5.26881,4.46217,4.66324,4.3796,5.26013
4.2313,5.15608,7.4774,6.5953,5.74274,5.22489,3.16648,5.3031,4.13639,4.8649,4.44365,4.77459,2.97556,5.38587,4.89291,5.06528,4.57523,5.30568,4.22789,5.11424
5.33431,4.7307,6.41133,6.76697,5.30058,5.41377,5.00143,5.2883,4.48008,5.08523,4.59556,5.0701,4.765,4.9987,4.02072,5.4654,5.09822,5.15576,5.09635,5.5982
3.2397,5.44399,7.16785,6.66965,6.06073,5.29339,4.16617,5.18627,4.6622,4.73694,4.13308,4.85931,4.18153,4.80849,4.0375,4.81991,4.10664,4.71497,5.36372,4.97959
4.25854,5.16428,6.7426,6.60619,4.56887,5.28921,4.6127,4.92213,3.39161,4.89708,3.52165,4.98594,4.23538,4.74875,3.27366,4.53953,4.19681,5.08646,4.22159,5.19342
