python10Cache10,python10NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
1.71582,3.86217,7.03236,7.15808,4.6715,4.89908,3.29473,2.53513,3.67225,4.74188,2.90015,3.29093,3.04889,3.85837,2.9339,3.90443,2.88763,3.29438,3.44375,1.66373
3.9276,1.23333,6.85517,7.16657,5.49432,3.41271,1.99117,4.82185,2.96389,3.92303,2.13281,2.86527,2.90128,4.42001,3.01266,4.12717,2.39439,4.58948,3.30116,2.37785
2.16249,3.70987,5.18373,4.94966,3.47991,5.25671,2.79185,3.45522,3.31428,3.48267,1.67184,3.43071,3.08247,3.65772,3.4437,3.38783,3.8358,3.06398,3.13914,4.45684
3.41621,2.3373,5.70797,6.41555,5.31669,5.15185,2.86565,3.41195,3.4031,2.7154,1.96881,2.6733,2.95412,3.2749,2.90823,1.75314,2.61514,3.06365,2.23182,2.60421
3.23583,3.18174,3.93376,5.80217,3.76048,3.96712,3.28608,4.05837,2.386,3.32013,2.52994,2.91272,3.68073,3.62564,2.78353,3.57562,3.35094,3.07184,2.62598,2.88624
3.3769,3.43792,6.45088,4.10659,3.51912,3.98151,3.90279,3.3957,2.30761,4.69971,2.42309,4.55839,2.12754,2.99456,2.90854,3.6359,2.02554,2.91676,3.27139,4.53139
2.33691,4.28797,5.48185,6.73762,4.3903,3.61375,3.53616,1.79362,2.72455,3.50743,2.42899,2.55268,2.67849,2.10011,1.29996,3.46523,2.26477,3.81002,1.96741,3.76223
0.6348,4.34814,6.50112,5.48582,3.36447,5.46601,2.52453,5.14268,2.35821,3.52333,3.56516,1.34427,2.38154,2.7129,1.26727,3.42985,3.05308,3.96904,2.79893,3.78717
2.65399,2.20059,3.61424,3.91614,2.1917,2.55454,1.33146,3.41662,1.32951,2.1377,0.880859,3.59214,1.06455,3.57064,2.4966,1.73692,1.38179,2.03569,0.94901,3.70363
0.469397,1.23207,2.60871,3.45628,1.40178,1.97857,0.789252,1.33285,0.720256,1.307,0.721268,1.41544,0.453328,1.12124,0.564456,1.25929,0.422364,1.29015,0.396186,1.17395
