python10Cache10,python10NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
4.03351,5.07885,7.37158,6.73694,6.05072,5.11148,4.21435,4.18122,4.34001,4.64091,3.98108,4.4815,4.53492,4.66887,4.48621,4.43479,4.90556,3.87402,4.68502,4.48105
4.3261,4.48085,7.42943,6.75447,5.75748,5.18204,3.89884,4.49451,4.51404,4.7522,4.5706,4.38166,4.00449,4.80583,3.92277,4.79457,3.86148,4.95182,4.45958,4.87325
5.00816,4.27555,7.32278,6.73257,6.02827,4.87658,4.26797,4.3701,4.11104,4.55446,4.45474,4.68646,4.5531,4.35037,4.3458,4.3972,3.85968,4.0319,3.98501,4.24089
4.68317,4.61696,7.15634,6.73472,5.3749,5.24988,4.2496,4.31807,3.58548,4.23336,4.2984,4.74935,4.66919,4.03348,5.05743,4.00902,3.76808,4.94813,4.21799,3.61377
4.53069,4.51809,7.5852,6.65423,5.71515,5.06701,4.2962,4.75024,4.0728,5.11654,4.7379,4.98019,3.91292,4.68196,4.69043,5.22988,4.51869,3.91147,4.83426,4.58103
4.26751,4.49323,7.62733,6.70027,6.18288,5.27943,4.68387,4.11317,4.24271,4.60911,4.03445,4.3948,4.18057,4.23227,4.25262,3.49959,3.99109,4.39775,4.89523,4.87307
4.45754,4.54369,7.35658,6.67211,5.35608,4.87255,4.57117,4.85738,4.37605,4.29986,4.14543,4.73855,4.44156,4.37187,4.20989,3.97092,4.91835,4.69062,3.51767,4.0807
3.70528,3.77581,7.28595,6.92167,5.65274,5.46907,4.87223,4.97187,4.42903,4.47009,4.63086,4.06744,4.43342,3.49575,3.93144,4.42878,4.83784,3.98385,4.42036,4.29805
4.46743,4.16064,7.32719,6.82385,5.92055,5.37551,4.81397,3.94124,4.84553,4.04449,3.8359,4.24452,3.445,4.57131,4.2809,4.66489,4.24423,5.0153,4.17461,5.03495
4.41347,4.76992,7.29708,6.57855,6.06833,5.2906,4.01002,5.0189,4.45872,4.2596,4.12905,3.96222,4.2795,4.65744,3.38453,4.41967,4.30567,4.37555,4.5084,4.52508
