python10Cache10,python10NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
3.68459,3.81983,5.75845,7.06646,5.87914,5.03633,3.04356,3.57513,3.539,5.15061,2.17631,4.81641,3.86816,3.29559,3.07992,2.95569,2.73496,2.2145,4.76356,4.25764
3.83473,4.14064,7.36104,6.169,5.10297,4.76028,3.74506,3.15892,3.4425,2.82699,4.06626,2.36675,3.22982,3.92639,4.29507,3.56697,2.15055,2.68542,3.53816,5.3773
3.46827,2.5226,7.73252,6.90387,5.36216,4.67238,2.99731,4.76711,2.56429,3.8436,3.96592,5.3196,2.2322,5.06489,1.94376,4.03516,3.82907,2.9149,3.03122,4.87023
3.77384,3.69632,7.13327,7.19794,4.28412,5.79269,2.26748,4.51341,2.13947,4.14426,1.88481,2.45937,3.3273,4.80165,2.79246,4.95055,2.75542,4.09701,3.69953,2.56389
3.76447,3.93215,7.2138,6.96242,5.33546,5.73066,3.8774,4.17129,3.77891,4.95087,3.34898,5.00764,4.00058,2.18581,3.21532,2.25041,2.4374,4.09116,2.36276,3.1825
2.22818,5.13663,7.00112,6.89634,5.45454,5.92987,3.50812,4.66862,2.70705,2.97935,2.67192,4.37405,3.01721,2.82151,4.30438,3.38469,3.29935,4.88939,1.69932,1.92705
2.26442,2.27214,7.55243,6.86983,5.21504,5.62235,3.66326,3.56411,3.62163,3.02937,4.06127,4.32497,2.02503,4.06605,3.97591,5.07594,4.2067,3.6143,4.27229,4.10591
4.19744,4.34512,7.40778,7.01707,4.93157,5.89136,3.69208,4.58015,3.92061,4.70309,3.86044,4.6253,3.84314,3.58667,3.66673,5.37942,3.86997,4.71466,4.8461,5.8272
4.04772,4.66926,7.0522,6.8578,5.05931,5.51943,3.62797,4.78058,3.50322,5.01305,3.49268,2.93899,3.54637,4.44747,3.65117,4.5497,3.53129,4.90462,3.30842,4.391
3.26682,4.73201,6.97992,6.89536,5.15192,5.43277,3.57187,4.96747,3.4187,4.58888,3.24547,4.55181,3.5018,5.05269,3.12734,4.3225,3.68875,4.50801,3.69181,4.38233
