python10Cache10,python10NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
1.72674,4.02884,7.11198,6.49777,5.49194,4.6402,2.23446,2.56808,2.11224,3.2755,2.19749,2.34358,1.56202,3.26125,2.64095,2.04048,1.14663,2.35139,2.10302,1.3594
4.38821,1.23802,6.92085,6.49962,4.92187,3.74828,3.75127,4.09694,2.50143,2.60277,3.45774,0.806149,1.35078,2.78544,2.05532,1.18098,1.40365,1.89827,1.53513,4.70182
3.6246,1.68365,7.02348,6.47812,4.30685,4.81468,3.03993,3.65035,2.79728,4.44809,1.62968,3.6186,1.0666,3.51881,3.95484,1.99908,2.36404,2.79694,2.20144,2.19925
1.64842,3.63757,6.71015,6.45229,5.15057,4.81319,2.61305,2.03746,1.68202,1.73769,3.52874,3.05983,2.98293,2.45976,1.57114,2.40045,2.65505,2.75329,2.48147,1.57417
1.50619,4.55766,6.69463,6.42007,5.39711,4.93974,3.4444,3.3275,3.18423,1.44332,0.8109,2.28618,2.93432,1.34244,2.36463,1.60057,3.63772,3.06455,3.35385,2.69653
1.24642,1.52683,7.42858,6.27479,4.32464,4.25161,4.26674,2.42084,2.5419,3.85114,1.25164,1.61448,2.249,4.41255,1.17535,3.96735,2.68743,1.14659,2.03544,1.97054
3.36682,1.92474,6.94017,6.43946,4.76946,4.84263,2.05874,1.81413,3.47893,2.24434,4.12048,1.34177,2.77882,1.54769,1.85526,2.47102,1.86532,3.65066,1.35205,2.10309
3.26302,1.81757,6.99701,6.49692,4.63115,4.03349,2.65572,4.51604,2.31271,2.30555,2.32845,4.22264,3.88631,1.0677,3.51042,4.8065,2.71777,1.46339,4.21675,5.31729
1.71341,3.63226,6.99777,6.61207,4.90274,4.82195,2.35275,2.54736,4.44162,2.68424,2.07286,4.50807,3.84684,4.57886,4.04801,3.48835,2.19205,3.06099,1.55581,2.21737
4.33689,4.83219,7.14242,6.51129,5.29005,5.38782,3.28476,4.6761,1.56394,5.25667,3.50226,4.44706,1.94898,1.97638,2.19661,4.04097,4.40912,5.05071,4.69677,3.36335
