python10Cache10,python10NoCache,python1Cache1,python1NoCache,python2Cache2,python2NoCache,python3Cache3,python3NoCache,python4Cache4,python4NoCache,python5Cache5,python5NoCache,python6Cache6,python6NoCache,python7Cache7,python7NoCache,python8Cache8,python8NoCache,python9Cache9,python9NoCache
5.05696,5.41841,7.5099,7.03302,6.13026,6.11882,4.14321,4.61563,4.71486,4.31681,4.74042,5.51133,5.23168,3.37657,4.92853,5.40534,4.96037,4.89347,5.12292,4.84167
5.85828,4.96847,7.7072,6.96658,5.88531,5.70961,4.70481,5.46058,3.82802,5.5507,5.2257,5.78626,4.74645,5.43407,4.95523,5.61618,4.67805,5.77953,5.06033,6.02894
4.66457,5.22186,7.42791,7.20629,6.05962,5.46742,4.20362,5.54594,4.84808,5.4278,4.67447,5.3359,3.08088,5.50388,4.86567,5.50647,4.74553,4.94769,4.81181,5.53531
4.50098,5.24642,7.26108,7.00474,5.6882,5.93264,4.2473,4.60233,5.12072,5.50412,4.55346,5.49061,4.72906,5.47246,4.55705,5.56588,4.20501,5.33338,4.78285,5.40776
5.08641,5.3177,7.36937,7.00029,4.3101,6.0595,4.86852,5.30011,4.67827,5.56504,4.09323,4.42989,4.80419,5.52779,5.10228,4.57464,5.00245,5.40479,4.93152,5.42436
4.37841,5.95439,7.31147,7.01094,5.63501,5.55119,4.93119,5.17216,4.68117,5.41757,4.8525,5.54792,5.11103,4.97215,3.98373,5.15815,4.95412,4.60128,4.32901,4.97024
5.06089,5.14546,7.25554,7.1128,5.5516,5.60054,4.95544,5.55497,4.41007,5.51207,3.26619,5.55918,5.0251,5.51018,5.37435,6.14302,4.24148,4.88328,5.16069,5.25424
5.09094,5.36894,6.57181,7.20688,6.23021,5.71013,4.67349,5.80362,4.78081,5.65879,4.9406,5.18287,4.70239,5.46346,4.05026,5.39348,5.30625,5.58912,5.2649,4.75417
4.59502,5.61128,7.34758,6.97816,5.84048,5.64885,4.43262,5.80779,4.26861,5.03039,4.42635,4.83,3.74983,5.45419,4.78354,5.25695,4.81048,5.87014,4.02334,5.54875
4.33267,4.91751,7.09764,6.74256,5.24908,5.94088,4.03467,5.48513,3.52771,5.12466,4.22108,5.52572,4.3387,5.34391,4.12767,4.67496,4.08326,5.36865,4.33115,5.40149
